"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","negLogP","sig"
1.51564051133452e-17,0.762372157287494,0.585,0.213,3.58994611514694e-13,"GAL3ST4",12.4449120701041,"Significant"
1.55598216122837e-17,0.803054565368444,0.333,0.059,3.68549934708553e-13,"C1orf141",12.4335036614028,"Significant"
1.60408664731003e-17,0.45322366621609,0.702,0.278,3.79943963281855e-13,"ZAK",12.4202804513622,"Significant"
1.63716078129521e-17,0.756028508859576,0.448,0.123,3.87777902657584e-13,"RHPN1-AS1",12.4114169426201,"Significant"
1.76562547329148e-17,0.669666321330901,0.798,0.426,4.1820604960382e-13,"USP54",12.3786096891402,"Significant"
1.77602005998269e-17,0.866383413089261,0.432,0.12,4.206681114075e-13,"FLJ41200",12.3760604082698,"Significant"
1.88842461020231e-17,0.760261989410823,0.599,0.222,4.47292253172519e-13,"MYO5C",12.3494086234763,"Significant"
1.89552031274923e-17,0.645034312837707,0.491,0.145,4.48972941277783e-13,"FLJ14107",12.3477798322881,"Significant"
2.10419054970535e-17,0.969236691146812,0.563,0.201,4.98398573603209e-13,"CDAN1",12.3024232092806,"Significant"
2.12928566407373e-17,0.342677966371013,0.561,0.185,5.04342602392503e-13,"IL13RA1",12.2972743449432,"Significant"
2.7087065226566e-17,1.17346358118376,0.451,0.13,6.41584226956443e-13,"C6orf147",12.1927463215163,"Significant"
2.75901371509702e-17,0.631670423814221,0.847,0.46,6.53499988557881e-13,"LMOD3",12.1847544156875,"Significant"
2.7606472756056e-17,0.862321033146171,0.77,0.414,6.53886913699943e-13,"SPDYE5",12.1844973541264,"Significant"
3.3299265616652e-17,-0.278190355119479,0.953,0.981,7.88726405396019e-13,"EIF1",12.1030736193923,"Significant"
3.35306164550453e-17,0.569793592329781,0.566,0.204,7.94206181354202e-13,"TRAM2",12.1000667371191,"Significant"
3.36041328658863e-17,-0.418586966689001,0.847,0.917,7.95947491061384e-13,"RGS1",12.0991155818785,"Significant"
3.73744869931641e-17,0.419281557940919,0.521,0.17,8.85252098920084e-13,"BMP8B",12.0529330348626,"Significant"
4.36883668311175e-17,1.03518119611061,0.451,0.13,1.03480265676185e-12,"LINC00617",11.9851424649424,"Significant"
4.47376123129367e-17,0.894448808299926,0.57,0.21,1.05965508524422e-12,"EIF2AK4",11.9748354733686,"Significant"
4.53889543412033e-17,0.701786829705514,0.829,0.457,1.07508277252574e-12,"ECT2",11.9685580973602,"Significant"
4.76615983086438e-17,0.745552901387577,0.575,0.201,1.12891261753854e-12,"MET",11.9473396729462,"Significant"
5.95385483195299e-17,0.525640985328417,0.939,0.735,1.41023005549639e-12,"IFNLR1",11.850710033669,"Significant"
6.06205083913655e-17,-0.26275956295499,0.979,0.966,1.43585736175788e-12,"TMSB10",11.8428887008167,"Significant"
6.06783346408984e-17,-0.267329652196317,0.962,0.975,1.43722703430432e-12,"RPS12",11.8424746222921,"Significant"
6.10120570176562e-17,0.67151815726637,0.608,0.222,1.4451315825202e-12,"LOC100134229",11.8400926076059,"Significant"
7.60134850030676e-17,0.283040376781573,0.643,0.247,1.80045540578266e-12,"ZNF470",11.744617630895,"Significant"
8.00360706698568e-17,-0.378725585120916,0.883,0.96,1.89573436988623e-12,"RPL35A",11.7222225160351,"Significant"
9.65283432718926e-17,0.62579225397102,0.531,0.188,2.28637033873805e-12,"LINC00643",11.640853422653,"Significant"
9.90936198971239e-17,0.621004813869542,0.913,0.642,2.34713148088328e-12,"ZNF526",11.6294625815464,"Significant"
1.00191193164171e-16,0.513098543054426,0.643,0.256,2.37312860128655e-12,"TUBD1",11.6246787264621,"Significant"
1.01757999735572e-16,-0.262832530844866,0.974,0.991,2.41023998173675e-12,"RPS15A",11.6179397136263,"Significant"
1.05029332420638e-16,0.444271889870274,0.664,0.278,2.48772476771524e-12,"LOC440970",11.6041976699919,"Significant"
1.09879271368147e-16,0.617237677515241,0.714,0.324,2.60260042162592e-12,"KLF8",11.5845925041934,"Significant"
1.10070781799302e-16,0.708696982252682,0.739,0.33,2.60713653769828e-12,"PATE4",11.5838362239079,"Significant"
1.24826662167214e-16,0.786607622110504,0.749,0.398,2.95664432009262e-12,"DSG2",11.5292009173109,"Significant"
1.36200505965412e-16,0.800125243032508,0.634,0.259,3.22604518429675e-12,"TMEM254-AS1",11.4913295541345,"Significant"
1.40402316204769e-16,0.675194015641768,0.603,0.228,3.32556926162616e-12,"LOC284578",11.4781340026851,"Significant"
1.4802946016715e-16,0.856519287228962,0.531,0.173,3.50622579351911e-12,"C14orf178",11.4551601196963,"Significant"
1.48753789030434e-16,0.76856478697587,0.657,0.269,3.52338224697487e-12,"SHANK2-AS1",11.4530402382418,"Significant"
1.50890871480637e-16,0.550801096502613,0.803,0.392,3.57400118189036e-12,"AASS",11.446845308213,"Significant"
1.87794592335614e-16,1.53197855743227,0.35,0.08,4.44810271406135e-12,"LOC285762",11.3518251927311,"Significant"
1.90010671990852e-16,0.425835108714933,0.622,0.235,4.50059277677532e-12,"MAK",11.346730281174,"Significant"
1.93464293358886e-16,0.600406405986381,0.674,0.287,4.58239525249857e-12,"COL6A4P2",11.3389074536504,"Significant"
2.17774407499929e-16,0.5790907087293,0.615,0.244,5.15820461604332e-12,"ZNF749",11.2875014342307,"Significant"
2.59745649685493e-16,0.72505025373366,0.643,0.253,6.15233545845059e-12,"ADAMTSL2",11.2109599924878,"Significant"
2.60815322508502e-16,-0.30978544663304,0.911,0.935,6.17767172893638e-12,"CST7",11.2091751730982,"Significant"
2.76888748889677e-16,0.615847437305942,0.723,0.315,6.55838690620089e-12,"GALNT15",11.1832029660943,"Significant"
3.41400103350243e-16,1.06901566434863,0.65,0.275,8.08640284795387e-12,"CCDC50",11.0922446268058,"Significant"
3.69410918417249e-16,0.577747910823303,0.674,0.275,8.74986701363097e-12,"DIXDC1",11.0579985476274,"Significant"
3.92108419924668e-16,0.292977629536426,0.58,0.207,9.28748003433569e-12,"PEX5L",11.0321021068504,"Significant"
4.34869143862512e-16,0.67076625145173,0.908,0.577,1.03003105415275e-11,"KIAA1456",10.98714968166,"Significant"
4.37574517701573e-16,1.42935240296036,0.296,0.049,1.03643900262795e-11,"ZNF625",10.9844562522789,"Significant"
4.49587099506629e-16,0.687161142135269,0.432,0.123,1.0648920038914e-11,"CD1D",10.972694434002,"Significant"
4.5308070250761e-16,0.541220197366582,0.585,0.222,1.07316695195953e-11,"FAM101B",10.9693327098378,"Significant"
4.69276588188121e-16,-0.313067243305224,0.918,0.944,1.11152852678238e-11,"RPL27",10.9540793868874,"Significant"
5.05770173695308e-16,0.796039646458789,0.474,0.151,1.19796723341471e-11,"SERPINB6",10.9215550605292,"Significant"
5.30249402444979e-16,0.588837318551151,0.561,0.213,1.25594873463118e-11,"TMEM180",10.9010280872877,"Significant"
5.6478292852905e-16,0.804926846433097,0.575,0.219,1.33774484451391e-11,"HILPDA",10.8736267140622,"Significant"
6.03581035200426e-16,0.327842351479984,0.758,0.352,1.42964203997573e-11,"JAKMIP2",10.8447726894748,"Significant"
6.4095724900225e-16,-0.302754178766556,0.92,0.963,1.51817133998673e-11,"RPS28",10.8186792114369,"Significant"
6.52773800065382e-16,0.594331310084329,0.603,0.228,1.54616002283486e-11,"PEX11A",10.8107455599405,"Significant"
6.76953547732929e-16,0.387513796068832,0.589,0.231,1.60343217316022e-11,"STEAP4",10.7949494064529,"Significant"
6.77363849679513e-16,0.689517467400798,0.824,0.451,1.6044040143509e-11,"PHYHD1",10.7946862600485,"Significant"
7.46180346300338e-16,0.521244191163623,0.683,0.306,1.76740276824698e-11,"CIITA",10.7526644691154,"Significant"
7.59198635990235e-16,0.595141279038418,0.526,0.179,1.79823788920647e-11,"LOC154092",10.7451528559089,"Significant"
7.67985409439883e-16,0.607280332977405,0.897,0.537,1.81905024079931e-11,"GRM6",10.740155305884,"Significant"
7.96142954880196e-16,0.564079580214258,0.423,0.117,1.88574420292923e-11,"APOF",10.7245172186987,"Significant"
8.13710628406619e-16,0.71119804909503,0.62,0.247,1.92735499444392e-11,"SIRT3",10.7150382864193,"Significant"
8.50542845149504e-16,0.352233837121849,0.62,0.241,2.01459578302112e-11,"FDXACB1",10.6958120794552,"Significant"
8.95107070643439e-16,1.20242770920818,0.258,0.034,2.12015060752605e-11,"KIF9-AS1",10.6736332873287,"Significant"
9.65300416747525e-16,0.508527516844936,0.493,0.17,2.28641056710819e-11,"RNF144A",10.6408457813688,"Significant"
1.02702883035648e-15,0.410918261181963,0.791,0.401,2.43262048758236e-11,"MICAL3",10.6139256399409,"Significant"
1.03571535425598e-15,0.524719304526196,0.432,0.12,2.45319538809072e-11,"NUDT16P1",10.61026786044,"Significant"
1.04570029540237e-15,0.826762166631469,0.467,0.154,2.47684571969007e-11,"TEX101",10.6061010443524,"Significant"
1.07102601854687e-15,-0.353726602826943,0.862,0.923,2.53683222753011e-11,"RPS5",10.595708253735,"Significant"
1.10099239210785e-15,0.457613300133396,0.568,0.213,2.60781057994666e-11,"C7",10.5837239570626,"Significant"
1.10366616015903e-15,0.419765729044077,0.514,0.182,2.61414366695268e-11,"PCDHB16",10.5826705483353,"Significant"
1.17813055024392e-15,0.612706768891372,0.599,0.241,2.79052002130775e-11,"ATP1A2",10.554314857178,"Significant"
1.24080808748005e-15,0.785084884215491,0.495,0.17,2.93897803600525e-11,"RHBG",10.5318036595474,"Significant"
1.50576631768918e-15,0.576803578587268,0.653,0.275,3.56655810007859e-11,"LOC100287225",10.4477506968254,"Significant"
1.59135774825815e-15,0.52690945589,0.516,0.182,3.76928996252426e-11,"CCP110",10.4237404520223,"Significant"
1.59672602891567e-15,-0.271757881857043,0.967,0.966,3.78200527208965e-11,"RPS29",10.422277870087,"Significant"
1.65948624546504e-15,0.48670542670193,0.563,0.213,3.93065912100849e-11,"WWTR1",10.4055346179159,"Significant"
1.75284322868553e-15,0.344866031551681,0.432,0.13,4.15178447146455e-11,"PLAC4",10.3817651997846,"Significant"
1.76088028313635e-15,-0.291454117555252,0.932,0.954,4.17082103863676e-11,"RPS16",10.3797784444385,"Significant"
1.80884391752646e-15,0.302630250757237,0.624,0.253,4.28442770305318e-11,"NFAM1",10.3681071812099,"Significant"
1.84295698003696e-15,0.500883730728023,0.768,0.355,4.36522790291554e-11,"EPHA1-AS1",10.3599930774121,"Significant"
1.86897735036357e-15,1.2345674950978,0.559,0.213,4.42685975207114e-11,"CUBN",10.3539042367441,"Significant"
2.05609095703924e-15,0.847550361199238,0.392,0.108,4.87005704084314e-11,"KRT42P",10.3124659520547,"Significant"
2.17771555047366e-15,0.672237940418293,0.815,0.485,5.1581370528519e-11,"BMP7",10.2875071227435,"Significant"
2.17890601356272e-15,0.501320043287185,0.406,0.114,5.16095678372466e-11,"GTSE1",10.2872697775641,"Significant"
2.25337997191944e-15,0.528858755598208,0.754,0.343,5.33735580148838e-11,"TMC7",10.2726738450749,"Significant"
2.40585490115177e-15,0.565464670455191,0.493,0.167,5.69850791886809e-11,"LINC00696",10.2442388438767,"Significant"
2.47552039870424e-15,0.479161870874372,0.589,0.231,5.86351761637087e-11,"FBXW8",10.2318417657144,"Significant"
2.6546235941887e-15,0.814869585472003,0.702,0.352,6.28774144519534e-11,"SPDYE1",10.2015053249893,"Significant"
2.75008277558115e-15,0.77665958077542,0.516,0.185,6.5138460622415e-11,"HHLA2",10.186162509067,"Significant"
2.76668056676689e-15,0.644946293794899,0.772,0.355,6.55315959044406e-11,"GNAL",10.1835492554522,"Significant"
2.92869767843759e-15,0.630264537337869,0.451,0.139,6.93691332114729e-11,"GDNF",10.1588337321089,"Significant"
3.12115718236623e-15,0.740535951929507,0.439,0.139,7.39277290215264e-11,"SLC9A7P1",10.1311926346461,"Significant"
3.41199611514877e-15,-0.268492767293603,0.993,0.988,8.08165399834138e-11,"RPS24",10.0924997470421,"Significant"
3.4646392292079e-15,1.28595438368252,0.397,0.114,8.20634447830182e-11,"CCSAP",10.0858502565763,"Significant"
3.49044973168474e-15,1.29109273198565,0.362,0.093,8.26747923446847e-11,"SDSL",10.0826268872358,"Significant"
3.62589824035252e-15,0.682229776977136,0.434,0.133,8.58830257209898e-11,"LAMA4",10.0660926634582,"Significant"
3.71044515793588e-15,0.572433751705488,0.5,0.17,8.78856040108692e-11,"HRH1",10.0560822581534,"Significant"
3.72286548635856e-15,0.542787875787367,0.629,0.256,8.81797919098889e-11,"LOC286467",10.0546309303735,"Significant"
3.96839371255387e-15,0.49412239654304,0.777,0.38,9.39953734755509e-11,"ISPD",10.0268935221821,"Significant"
4.00520837957024e-15,0.556958355951248,0.653,0.272,9.48673656785007e-11,"MPP7",10.0228831589447,"Significant"
4.42353690136091e-15,0.679940236866444,0.692,0.318,1.04775895045634e-10,"IMPAD1",9.97973862052781,"Significant"
4.43553591823986e-15,0.788815580633236,0.404,0.117,1.05060103759429e-10,"STAP2",9.97856217461491,"Significant"
4.53920311899247e-15,0.386831344838177,0.512,0.182,1.07515565076456e-10,"THUMPD3",9.96852865819042,"Significant"
4.56900173820499e-15,0.4269804492822,0.493,0.167,1.08221375171123e-10,"SSTR5-AS1",9.96568695177993,"Significant"
4.79047867349157e-15,0.981237435208785,0.401,0.12,1.13467277860321e-10,"GTF2IRD2",9.94512936396531,"Significant"
4.80987370433337e-15,0.598221935422466,0.634,0.259,1.1392666856084e-10,"TINAGL1",9.94337460205682,"Significant"
4.86459792124928e-15,0.732931359663489,0.373,0.096,1.15222866362711e-10,"GPR4",9.93846132516899,"Significant"
4.88449013787142e-15,0.592402394463609,0.751,0.364,1.15694033405622e-10,"TONSL",9.93668903798715,"Significant"
4.96794841453791e-15,0.331641047868409,0.46,0.148,1.17670826146745e-10,"CRISPLD2",9.92933119742829,"Significant"
5.47405837776103e-15,0.682750437905247,0.448,0.142,1.29658546735648e-10,"LOC100272217",9.88719885045042,"Significant"
5.60302629217323e-15,0.588810884246741,0.798,0.432,1.32713280756415e-10,"MIRLET7BHG",9.87708561465912,"Significant"
6.68334201754568e-15,-0.267106353512256,0.969,0.985,1.58301639027587e-10,"TPT1",9.80051458850497,"Significant"
6.80205874126804e-15,0.572130877075309,0.85,0.503,1.61113563345675e-10,"SLC7A14",9.79286789695986,"Significant"
7.38475528647659e-15,0.591702866757605,0.638,0.256,1.74915313715485e-10,"C12orf77",9.75717216667345,"Significant"
7.54757523701859e-15,0.64854383231935,0.624,0.262,1.78771867064022e-10,"LOC100505676",9.74770082413161,"Significant"
7.63994183788951e-15,0.558146783130762,0.509,0.176,1.80959662372251e-10,"LOC644669",9.74241822270822,"Significant"
7.74020997766968e-15,0.675501355299851,0.667,0.296,1.83334613531084e-10,"NRIP2",9.73675553260245,"Significant"
8.11891871990161e-15,0.710694686578896,0.887,0.648,1.9230470879959e-10,"SLAMF7",9.71601008143682,"Significant"
8.59651305423862e-15,0.493187271503136,0.42,0.127,2.03617008202696e-10,"MGC34034",9.69118594804418,"Significant"
8.61223747258366e-15,0.546712937431902,0.718,0.324,2.03989456775617e-10,"C14orf105",9.69039227856674,"Significant"
8.72587502437449e-15,0.79080332569783,0.39,0.108,2.06681075827334e-10,"TM4SF20",9.68469928650774,"Significant"
9.59195572879441e-15,0.667372256174778,0.707,0.321,2.27195063392224e-10,"DNAJC16",9.64360110942584,"Significant"
1.09418835459405e-14,0.717636665829997,0.439,0.145,2.59169453669147e-10,"C9orf139",9.58641618677015,"Significant"
1.12377999830543e-14,0.305892528785708,0.606,0.247,2.66178530398625e-10,"NDST3",9.57482697705605,"Significant"
1.16051558025269e-14,0.699794040545136,0.852,0.549,2.74879720338652e-10,"NUAK2",9.56085729969781,"Significant"
1.27413704280337e-14,0.657569571538439,0.782,0.475,3.01792099958407e-10,"SV2B",9.52029213298116,"Significant"
1.42132419340802e-14,0.396689531987676,0.58,0.219,3.36654848450623e-10,"FLJ33360",9.4728151265096,"Significant"
1.43542885095754e-14,1.1591165391786,0.336,0.083,3.39995677637803e-10,"SLC22A20",9.46852660410475,"Significant"
1.43743724440883e-14,0.529849998429394,0.556,0.21,3.40471385710676e-10,"FAIM",9.46791938169582,"Significant"
1.49085580431892e-14,0.627923906249259,0.756,0.377,3.53124105810979e-10,"MAGI2-AS3",9.45207263456562,"Significant"
1.57097354872472e-14,0.641368534890507,0.643,0.272,3.72100794750937e-10,"ICAM4",9.42933940239024,"Significant"
1.64255054633024e-14,0.576125583035348,0.556,0.219,3.8905452240378e-10,"FUT4",9.4099895320423,"Significant"
1.66098699972981e-14,0.579179904021847,0.523,0.194,3.93421380756003e-10,"LOC100506421",9.40514204174248,"Significant"
1.66894085998965e-14,0.442538721028837,0.462,0.154,3.95305332097149e-10,"DNM1P35",9.40306732761314,"Significant"
1.67960790920913e-14,0.600881762851648,0.507,0.182,3.97831929375275e-10,"LOC100128164",9.40030036400943,"Significant"
1.74267587685363e-14,0.280350417117132,0.596,0.231,4.1277020819155e-10,"KIAA1715",9.38429165557881,"Significant"
1.92995110847513e-14,0.400508312742831,0.549,0.204,4.5712821955342e-10,"MMRN2",9.33996196790769,"Significant"
1.98769223475531e-14,0.92118488581908,0.319,0.074,4.70804782724143e-10,"FCGR2B",9.32715913397611,"Significant"
2.22683634743995e-14,0.427288945952915,0.507,0.182,5.27448457254626e-10,"NOS3",9.27781997361054,"Significant"
2.26089824778141e-14,0.396111274011864,0.768,0.386,5.35516358969506e-10,"DOPEY2",9.27122725778886,"Significant"
2.36444155300705e-14,0.561930673168166,0.817,0.448,5.6004162624525e-10,"MRO",9.25177969196388,"Significant"
2.38099663165174e-14,0.549891054034491,0.746,0.37,5.6396286217303e-10,"ALG1L9P",9.24874949403858,"Significant"
2.41526177819392e-14,0.614008235777674,0.862,0.488,5.72078904783012e-10,"STRIP2",9.24254406640186,"Significant"
2.59947305489551e-14,0.52495016024794,0.676,0.29,6.1571118778255e-10,"LOC100506730",9.21062295498724,"Significant"
2.69314472040062e-14,0.600182404398164,0.702,0.34,6.37898258474091e-10,"WHAMMP2",9.1952485835152,"Significant"
2.73789143455338e-14,0.658472319010707,0.599,0.244,6.48496965188314e-10,"LOC550112",9.18809205197011,"Significant"
2.77405228266873e-14,0.600816307855492,0.833,0.475,6.57062023672915e-10,"CDH23",9.18239363307719,"Significant"
2.83782696210466e-14,0.63366940018032,0.636,0.265,6.72167694244111e-10,"LRRC19",9.17252236444713,"Significant"
2.92401800618913e-14,0.476439628738062,0.404,0.12,6.92582904945957e-10,"ALS2CL",9.1595282323639,"Significant"
2.93534084014696e-14,0.610836178672076,0.688,0.302,6.95264831397209e-10,"KIF11",9.15784973799021,"Significant"
2.9527071608872e-14,0.824730240396029,0.728,0.358,6.99378218127743e-10,"PARP11",9.15528789775488,"Significant"
3.12300432651752e-14,0.373057665695698,0.62,0.256,7.39714804778941e-10,"MMAB",9.13093568916688,"Significant"
3.66996581133317e-14,0.483222951844118,0.782,0.401,8.69268102072374e-10,"CDCP1",9.0608462565857,"Significant"
4.15332503207605e-14,-0.258475084817388,0.934,0.951,9.83756567097533e-10,"FAU",9.00711235547689,"Significant"
4.21341687897209e-14,0.474371030006249,0.641,0.275,9.9798992195333e-10,"SMIM5",9.00087384434605,"Significant"
4.51153000594899e-14,0.327932313611591,0.624,0.262,1.06860099720908e-09,"B4GALT5",8.97118442487312,"Significant"
4.54996658870741e-14,0.703773416174516,0.761,0.401,1.07770508620124e-09,"SCARF1",8.9675000674965,"Significant"
4.61611318427275e-14,0.632593928002487,0.779,0.423,1.09337256882684e-09,"STAC2",8.96123182614281,"Significant"
4.78389867095557e-14,0.550002940012731,0.857,0.494,1.13311423920254e-09,"ZSCAN2",8.94572630288664,"Significant"
4.79544838209245e-14,0.500821751105601,0.538,0.201,1.13584990378242e-09,"DZIP1",8.9446790544224,"Significant"
4.83109039429506e-14,0.402022795497761,0.54,0.204,1.14429207079273e-09,"LOC158435",8.94146311143092,"Significant"
4.89124955712578e-14,0.528245592292186,0.758,0.386,1.15854137010081e-09,"MYEF2",8.93608845347029,"Significant"
5.05589512651548e-14,-0.255347963676295,0.927,0.932,1.19753931966646e-09,"CD3D",8.92171021817742,"Significant"
5.16156973077197e-14,0.54209541351927,0.883,0.534,1.22256940643065e-09,"MOB1B",8.91272647619272,"Significant"
5.3249695094272e-14,0.554624868245813,0.815,0.432,1.26127227800293e-09,"CDHR3",8.89919114969197,"Significant"
5.34804033205504e-14,1.11602036170292,0.362,0.102,1.26673683305056e-09,"ULBP1",8.89731360123757,"Significant"
5.4871153677539e-14,0.39289673407008,0.646,0.269,1.29967814600619e-09,"PNPLA3",8.88616418363135,"Significant"
5.54690457451704e-14,0.50579223527458,0.711,0.343,1.31383981752011e-09,"AQP4-AS1",8.88145758044419,"Significant"
5.63363084635148e-14,0.606995271683222,0.364,0.102,1.33438180226681e-09,"RBM26-AS1",8.87471988938994,"Significant"
5.63752127758979e-14,0.77267787995712,0.592,0.244,1.33530328980992e-09,"CCDC148",8.87442008101764,"Significant"
5.65780911144647e-14,0.556002566256227,0.531,0.207,1.34010866613721e-09,"DDX55",8.87285998432898,"Significant"
5.7395539034784e-14,0.599242733920785,0.446,0.145,1.35947073757789e-09,"LOC286359",8.86663013610533,"Significant"
5.86776230629528e-14,0.636902389034202,0.458,0.16,1.3898381798691e-09,"HEXA-AS1",8.85703576210633,"Significant"
5.88635721703557e-14,-0.281958533942546,0.913,0.957,1.39424257042704e-09,"RPL10A",8.85566166107785,"Significant"
6.14469760185974e-14,-0.297705651622473,0.958,0.954,1.4554330739765e-09,"RPS23",8.83700776018117,"Significant"
6.17002847223681e-14,0.855687316874718,0.425,0.136,1.46143294393401e-09,"RHOJ",8.83522110692135,"Significant"
6.21823479324727e-14,0.553354129996717,0.627,0.272,1.47285109312855e-09,"ZNF791",8.83184115858952,"Significant"
6.31930958644329e-14,0.583944622521599,0.631,0.281,1.49679166864496e-09,"FAM74A2",8.82483864284609,"Significant"
6.45716971366158e-14,0.341154153578066,0.575,0.225,1.52944521837788e-09,"ZNF252P-AS1",8.81546607394721,"Significant"
6.62353831319924e-14,0.593847726212651,0.563,0.235,1.56885128486437e-09,"SLC41A2",8.80441822226636,"Significant"
6.78072928556331e-14,0.547478681972637,0.671,0.302,1.60608353857853e-09,"EID2B",8.79423186914443,"Significant"
6.81017795580429e-14,0.564565900251678,0.749,0.358,1.6130587506118e-09,"LOC100288748",8.79234981450697,"Significant"
6.92585127232254e-14,0.576674958336736,0.685,0.318,1.64045713236232e-09,"CLEC4E",8.78503511390442,"Significant"
6.98938935376829e-14,1.34712681894602,0.249,0.04,1.65550676233356e-09,"PKP2",8.7810690409233,"Significant"
7.09519933189274e-14,0.481297832507611,0.563,0.219,1.68056891375211e-09,"TAF1L",8.77454367406113,"Significant"
7.3984749337525e-14,0.780619733291284,0.493,0.182,1.75240277280862e-09,"LOC283688",8.75636606831369,"Significant"
7.42135655997714e-14,0.395617657132418,0.563,0.225,1.75782251479619e-09,"ZNF33B",8.75502497723488,"Significant"
7.53771177465066e-14,0.649960154217859,0.359,0.099,1.78538241094376e-09,"CCL28",8.74826874808109,"Significant"
7.77943181709127e-14,0.46878315126167,0.585,0.231,1.84263622019624e-09,"TMEM45B",8.73456039628153,"Significant"
7.96697936846619e-14,0.300657672983998,0.465,0.154,1.8870587332149e-09,"CLDN19",8.72421458255145,"Significant"
8.0025488297985e-14,0.64896242967273,0.805,0.432,1.89548371582607e-09,"WDR11-AS1",8.72227994226221,"Significant"
8.73446152244912e-14,0.529267768832047,0.554,0.216,2.0688445562073e-09,"ITGB8",8.68427213906723,"Significant"
8.94470973257306e-14,0.503570231290815,0.667,0.293,2.11864394725725e-09,"C2CD2",8.67394202334309,"Significant"
9.05250485835076e-14,1.60897756367523,0.387,0.142,2.14417630074896e-09,"PMEL",8.66873950848739,"Significant"
9.13251666567365e-14,0.532264682765046,0.723,0.349,2.16312789743146e-09,"METTL20",8.66491780163968,"Significant"
9.14883163671435e-14,0.732111994936465,0.373,0.111,2.16699226147216e-09,"MURC",8.66414263958278,"Significant"
9.15050339019142e-14,0.630108957459628,0.819,0.472,2.16738823300074e-09,"TRIOBP",8.66406328879641,"Significant"
9.25482280503314e-14,-0.271645705537968,0.937,0.972,2.19209732960015e-09,"RPL39",8.65914016698974,"Significant"
9.32653526860721e-14,0.377243387170939,0.648,0.275,2.2090831437223e-09,"FLJ12825",8.6557879381891,"Significant"
9.33066786237138e-14,0.496158551130021,0.739,0.361,2.21006198988129e-09,"BCDIN3D-AS1",8.6555955446471,"Significant"
9.42283349893323e-14,0.49196660310528,0.615,0.262,2.23189234255733e-09,"CNNM1",8.65132675783522,"Significant"
9.59796740050983e-14,0.536664228596007,0.815,0.466,2.27337455848476e-09,"KIAA1919",8.64332900453821,"Significant"
9.66709451469558e-14,0.448563817450246,0.664,0.278,2.2897480067508e-09,"GP6",8.64021231036729,"Significant"
1.02993402850229e-13,0.349216236542843,0.613,0.262,2.43950173991052e-09,"CDC6",8.61269886780248,"Significant"
1.14034362534254e-13,0.537150122912639,0.58,0.241,2.70101791098635e-09,"LOC728342",8.56847253591001,"Significant"
1.14900172746645e-13,-0.269597630477144,0.93,0.948,2.72152549167702e-09,"RPS7",8.56518759342745,"Significant"
1.1672718465148e-13,0.906856966014563,0.634,0.324,2.76480009565495e-09,"LOC100271836",8.55833626417573,"Significant"
1.18929897664958e-13,0.378345428230725,0.54,0.207,2.81697355609219e-09,"SHCBP1",8.55021722986802,"Significant"
1.21543132701367e-13,0.457820757927277,0.467,0.167,2.87887064116458e-09,"CNGB1",8.54077784922077,"Significant"
1.27438836820141e-13,0.387159074035727,0.545,0.216,3.01851628892187e-09,"MPPED2",8.52020647620614,"Significant"
1.34792708949749e-13,0.608378827025512,0.575,0.241,3.19270010418375e-09,"ZNF468",8.49584187357297,"Significant"
1.35564805287974e-13,0.753607134108654,0.425,0.142,3.21098797805095e-09,"C16orf89",8.49336132043035,"Significant"
1.37610578208393e-13,0.890164877597154,0.43,0.142,3.25944415544399e-09,"LOC285033",8.48685645539394,"Significant"
1.47159805430348e-13,0.618116349054605,0.857,0.531,3.48562715142321e-09,"FLJ30403",8.457719070106,"Significant"
1.54020352832767e-13,-0.398407805262384,0.789,0.861,3.64812607719691e-09,"CXCR4",8.43793016110986,"Significant"
1.5514386565951e-13,0.759519203038262,0.657,0.306,3.67473760201115e-09,"CHML",8.43477366666609,"Significant"
1.56004227929333e-13,0.549792508328638,0.697,0.327,3.69511614273418e-09,"KIAA1737",8.43237190656392,"Significant"
1.56164996617611e-13,0.631979780939548,0.815,0.466,3.69892410988473e-09,"ERVV-1",8.43192457892964,"Significant"
1.57560205339044e-13,0.703495232779497,0.465,0.167,3.7319710236606e-09,"SLC25A43",8.42806173692799,"Significant"
1.61813968753356e-13,0.610303657621198,0.824,0.478,3.83272566389199e-09,"ABCB5",8.41649226525432,"Significant"
1.68609946122309e-13,0.476394664684407,0.629,0.269,3.99369518385301e-09,"NOX4",8.39862508543988,"Significant"
1.69822079332275e-13,1.08605710622678,0.495,0.188,4.02240577106427e-09,"TRPM1",8.39551412089858,"Significant"
1.74846856182787e-13,0.593344501350591,0.756,0.389,4.1414226355455e-09,"LOC401052",8.38285044713121,"Significant"
1.77404427345082e-13,1.24562860545501,0.42,0.145,4.2020012660956e-09,"IFT81",8.37654382107375,"Significant"
1.77533153239762e-13,0.568636821583111,0.641,0.29,4.20505026763699e-09,"FLJ37453",8.37622880823066,"Significant"
1.87214120629926e-13,0.593232468400617,0.477,0.173,4.43435366124044e-09,"RPL34-AS1",8.35316967274609,"Significant"
1.88498396171293e-13,0.683385420155013,0.685,0.336,4.46477301171324e-09,"SAA2",8.35020061567045,"Significant"
1.89320433248679e-13,0.594703388077182,0.878,0.586,4.48424378192822e-09,"LINC00672",8.34831078540171,"Significant"
