"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MYCT1",0.113848592792513,7.1221250918594,0.342293212592579,0.733314643076833,0.895776130041542,-6.1028874159185
"PDE7B",-0.178370258886344,5.97325671211032,-0.34226292177433,0.733337322126446,0.895776130041542,-6.10289747353897
"PRR36",-0.0880244650968631,3.95061690211741,-0.342219403987413,0.733369904762134,0.895776130041542,-6.10291192142808
"CDK5",0.282163400143043,9.53158650479913,0.341941332517565,0.733578114042829,0.895865961016386,-6.10300419785308
"ZNF79",0.0674490374746597,7.54737425130813,0.341937662064603,0.733580862471965,0.895865961016386,-6.1030054153723
"SH3BP5",-0.118264822988543,10.9141106047522,-0.341595106830647,0.733837382667049,0.895869131277565,-6.10311898644603
"CYP2A6",-0.0724257341863472,7.5061554316745,-0.34158648693862,0.733843838008458,0.895869131277565,-6.1031218428305
"CANX",0.0592468732656677,12.6361977097316,0.341526759145833,0.733888568018868,0.895869131277565,-6.10314163293227
"CD160",0.137404503730705,6.32471002576205,0.341463519362721,0.733935929159938,0.895869131277565,-6.10316258293396
"NME3",-0.141841505768264,9.62121664489969,-0.341457325166763,0.733940568134057,0.895869131277565,-6.10316463473221
"TMEM39B",0.169521164832442,8.41316971320197,0.341383711584846,0.733995699780522,0.895869131277565,-6.10318901604648
"SLC17A3",0.122136983675415,6.73914244835758,0.341209160897977,0.734126432181351,0.895944828642142,-6.10324680748338
"FKBP4",-0.111939089846439,10.5538742252536,-0.340930939654571,0.73433482655711,0.895953393805043,-6.10333886202142
"PCYOX1L",0.0772970033092548,9.38572227270272,0.340724882013546,0.734489181594362,0.895953393805043,-6.10340699171561
"ZNF215",-0.225042110895331,6.04476154022194,-0.340710579412908,0.73449989589035,0.895953393805043,-6.10341171912127
"GPR88",0.17890837328227,5.65894963811028,0.340709167976958,0.734500953221389,0.895953393805043,-6.10341218562923
"SLC22A2",-0.140588454379742,4.63076283439708,-0.340694228286503,0.734512144833086,0.895953393805043,-6.10341712337929
"PRKAG2",-0.0827490232472057,7.53085291281955,-0.34064316813084,0.734550395421686,0.895953393805043,-6.10343399775595
"IPP",-0.106861999646906,8.64628754894317,-0.340532943860121,0.734632969802393,0.895953393805043,-6.10347041611988
"PABPC3",-0.0799164560558481,14.156818984655,-0.340465953366373,0.734683157187171,0.895953393805043,-6.10349254420464
"RFPL1",0.208838655626609,2.62562926408564,0.340266001541959,0.734832962349026,0.896052276823058,-6.10355856586257
"SRD5A2",-0.141120505983092,6.20270761680947,-0.340099226986352,0.734957918802711,0.896120843769267,-6.10361360324251
"PIGR",-0.0730313829052207,8.11570253377618,-0.339969159165752,0.735055377590414,0.89615587362332,-6.10365650835577
"PSMC6",-0.11933250007897,11.4027315148195,-0.339787691061099,0.735191357509154,0.896237856260458,-6.10371634142618
"PCNX2",-0.101211811952101,6.80077723661867,-0.339630311268619,0.735309294164938,0.896297829916484,-6.10376820641298
"NPDC1",-0.168003679405206,8.20647674568587,-0.339507139341963,0.735401600725274,0.896326553734983,-6.10380878139908
"TAF4",0.0904048049246242,8.97790253737127,0.339404874464412,0.735478242260976,0.896336181030084,-6.10384245809944
"PDE6D",0.0893148123815877,9.95243008873196,0.339157973892024,0.735663290900974,0.896477911220356,-6.10392372292285
"SNW1",0.067860281414923,11.1893790350381,0.339002188378178,0.735780058127151,0.896484986436772,-6.10397496783891
"SPRR3",-0.389732683720607,5.85161315392317,-0.338966771684111,0.735806605172661,0.896484986436772,-6.10398661472307
"BACH2",-0.155626224690668,7.96004314709278,-0.338574462907062,0.73610068696062,0.896742082883431,-6.10411554554842
"IFRD2",-0.116339624261215,10.2246768378388,-0.338501788317771,0.736155169505656,0.896742082883431,-6.10413941345615
"IFRD1",0.139468008227269,10.8318130421339,0.338388490792656,0.73624010888676,0.896761772982202,-6.10417661263502
"BPGM",0.0764017146660052,9.43355711960705,0.33817006155913,0.736403875044301,0.896845064605498,-6.10424829488711
"FAM114A1",0.140671347416699,11.1886787750916,0.33797180691905,0.736552526033383,0.896845064605498,-6.10431331649928
"UBQLN3",-0.133950406839942,5.7728592239554,-0.337946273697294,0.736571671533956,0.896845064605498,-6.10432168787414
"SH3BGRL3",-0.237502456995006,11.6880807809563,-0.337930341335527,0.736583618134848,0.896845064605498,-6.104326911172
"TAPBPL",-0.163835061015996,8.30232934469385,-0.337668117668607,0.736780251307461,0.896973897939262,-6.10441284387072
"MSC",-0.1835770128927,6.96867319590887,-0.337605761420815,0.736827012871189,0.896973897939262,-6.10443326871049
"OR12D3",-0.192601609151615,4.81451840675568,-0.337445078871586,0.736947514898317,0.897036841557053,-6.10448588309456
"C6orf120",-0.102474096623819,9.87298672491222,-0.337337619826568,0.737028106270862,0.897051197392493,-6.10452105589002
"DLGAP2",0.139993034280482,5.49344521556089,0.336913768786405,0.737346011963321,0.897169261597638,-6.10465967924692
"ZBTB20",-0.161757373257828,9.49092164735473,-0.336848121632846,0.737395254146367,0.897169261597638,-6.10468113406733
"MBOAT7",0.0973014386006277,9.30459635593236,0.336738796883256,0.737477261514498,0.897169261597638,-6.10471685436886
"NAV3",-0.223416518736482,6.73165687657033,-0.336710370766262,0.737498585193817,0.897169261597638,-6.10472614030488
"STAM",-0.111523753347214,10.85712345394,-0.336624195764611,0.737563230114205,0.897169261597638,-6.10475428624931
"CWC25",-0.0734496103909184,9.24493066943535,-0.336581594587914,0.737595188456985,0.897169261597638,-6.10476819773062
"AMFR",-0.128544603215131,9.4259440322471,-0.336401999660299,0.737729921214056,0.897169261597638,-6.1048268254555
"PPBP",0.38314144276436,6.51447780368404,0.336237862214449,0.737853064936607,0.897169261597638,-6.10488037991405
"TBC1D19",0.205630417769132,5.70013336650903,0.33618372600951,0.737893682006076,0.897169261597638,-6.10489803766409
"FGFR1",0.103612372216928,9.10205596986986,0.33607651922247,0.737974118847492,0.897169261597638,-6.1049329972294
"KAT8",0.0655561065273087,9.19137729727053,0.335982903294783,0.738044360924232,0.897169261597638,-6.10496351580344
"LINC01711",0.220571679073086,6.1239968207871,0.335952255335292,0.738067357245215,0.897169261597638,-6.10497350512654
"THAP1",0.117676133030718,8.51224607687071,0.335924463350979,0.738088210827908,0.897169261597638,-6.1049825627951
"TREX2",-0.178284336907947,3.12439000866113,-0.33589526410003,0.738110120559191,0.897169261597638,-6.10499207830099
"SMIM48",0.188759294566587,8.27066058580867,0.33583251098604,0.738157208253659,0.897169261597638,-6.10501252561365
"CELP",-0.104349481961038,4.16251040605431,-0.335630371649631,0.738308893233372,0.897269984049766,-6.10507836430048
"MAP3K13",-0.160493568204241,5.12651873854303,-0.335505826615427,0.738402356792987,0.897299937579102,-6.10511891013211
"TYK2",0.072217188079291,10.2605545509406,0.335349487600503,0.738519685432378,0.897358883454736,-6.10516978532537
"ECEL1",0.128465950181226,4.37077557660791,0.335251378372351,0.738593317216402,0.897364728213256,-6.10520169956067
"PRR7",-0.207053030143612,6.78283502329361,-0.335138511967253,0.73867802742278,0.897384030519484,-6.1052384026948
"RBM25",-0.07626170691921,10.4696998967106,-0.334800892704692,0.738931441957328,0.897415132179072,-6.10534811993344
"GEMIN8",0.0777248786111455,7.70302963406239,0.334782542719401,0.738945216154315,0.897415132179072,-6.10535408003198
"H2AC18",0.166016542830983,10.6220586630332,0.334711642970758,0.738998437009332,0.897415132179072,-6.10537710530283
"PAPOLA",0.084261350420153,11.0483031341207,0.334603326245321,0.73907974737046,0.897415132179072,-6.10541227266148
"EMC7",0.0819832476526443,12.1493713909008,0.334576543466587,0.739099852920625,0.897415132179072,-6.10542096651921
"PFDN6",-0.162588225237943,8.76955308528722,-0.334479485195011,0.739172715075227,0.897415132179072,-6.10545246643397
"EIF1AY",-0.442276335818205,7.26509884168241,-0.334462579085527,0.739185406825925,0.897415132179072,-6.1054579523203
"KCNG2",-0.125621690902965,3.44776905936772,-0.334264294978683,0.739334268060213,0.897512291335734,-6.10552227318007
"SERPINA6",0.154873267795756,5.34194049688158,0.333976172882563,0.739550592752662,0.897691321811764,-6.10561566862839
"PCDHGC3",-0.108629268027432,10.6439956159868,-0.333781394594298,0.739696846031344,0.897734778929919,-6.1056787610128
"WARS2",-0.121033879449729,7.96720609741778,-0.333745107187873,0.739724094242124,0.897734778929919,-6.10569051114073
"PAX7",0.143661624887065,4.49264442085248,0.333580564323367,0.739847653667694,0.897752082117597,-6.10574377535681
"MTMR14",-0.081072947466307,10.04319742804,-0.333401956873082,0.739981782337541,0.897752082117597,-6.10580156280705
"P2RY13",0.306465431013643,6.58119932579487,0.33335804808547,0.740014757719921,0.897752082117597,-6.10581576453044
"PIGH",-0.0903511958208725,8.99037076961513,-0.333248082012658,0.740097344096294,0.897752082117597,-6.10585132344244
"YARS1",0.0844038224638197,11.1998028563036,0.333150897159053,0.740170334117582,0.897752082117597,-6.10588273965807
"LOC101929148",0.147606743251564,5.07811944161949,0.333069669132813,0.740231341712187,0.897752082117597,-6.10590899062717
"CAPNS1",0.129240942273146,12.6951407622562,0.333031321588366,0.740260143824292,0.897752082117597,-6.10592138142702
"ASH1L",0.0821246975821026,8.21832546607875,0.332916316804316,0.7403465239706,0.897752082117597,-6.10595853307421
"CHST12",0.0792133603670493,8.80161258184216,0.332818545762859,0.740419962484061,0.897752082117597,-6.10599010740498
"FKBP8",-0.112482968404541,7.1113815921368,-0.332809356556318,0.740426864874042,0.897752082117597,-6.10599307450653
"HMGCL",-0.112334284778957,10.5026656823814,-0.332685483560661,0.740519913052653,0.897754138416196,-6.10603306387469
"PRRC1",-0.116282754886559,8.6241416917441,-0.332544989436533,0.74062545103203,0.897754138416196,-6.10607840101911
"PARP8",-0.161841986903063,8.78397647020542,-0.332337543790966,0.74078129156632,0.897754138416196,-6.1061453083919
"NUDT15",0.1244568052466,10.0260858733109,0.332334142757375,0.740783846634355,0.897754138416196,-6.10614640497956
"ZNF586",-0.0900360325603238,8.99780265035648,-0.33226716614242,0.740834164231594,0.897754138416196,-6.10616799782194
"ITGB1",0.0754677829121668,11.4225900135661,0.33225717610278,0.740841669557349,0.897754138416196,-6.10617121817675
"APEH",-0.179797377034825,10.3074298155376,-0.332136362166778,0.740932436758357,0.897780693512891,-6.10621015570481
"COPS4",-0.086753918823053,11.1535924080704,-0.332011420624717,0.741026308906412,0.897811005559441,-6.10625040869448
"NOP16",-0.0773675459300165,9.19565650283544,-0.331665021921645,0.741286588801755,0.898042909169012,-6.10636193065125
"TAS2R16",0.0996827293844387,6.9259829268512,0.331532400293014,0.741386247161546,0.898080200365979,-6.10640459706046
"FGF20",0.194682947557759,4.66915184514831,0.331356218624588,0.741518645535947,0.89815714065427,-6.10646125110942
"PCDH9",0.242210269316557,7.93655194200874,0.330619717981412,0.742072201662554,0.898724683466157,-6.10669775988623
"TOP3B",-0.138903120054008,6.8750874941542,-0.330549399065456,0.742125060731659,0.898724683466157,-6.10672031363037
"MAFB",-0.191148471590045,11.3951442542703,-0.330193047749516,0.74239295090092,0.898965609843712,-6.10683453452296
"ODAD2",-0.113972542575029,7.40074374785152,-0.329902473535425,0.742611416243571,0.899146648379601,-6.10692758110591
"RNF125",0.130348482947875,8.0263499401726,0.329649909185099,0.742801321510404,0.89924354834557,-6.10700839001652
"H2BC3",-0.184481555183554,4.58882853502184,-0.329510083626476,0.742906464428728,0.89924354834557,-6.10705310121162
"POLG",0.082242794947506,8.84661555859056,0.32931998245185,0.74304942037242,0.89924354834557,-6.10711385843207
"DUSP26",0.160668647821809,5.75954680177676,0.329281669368366,0.743078232882776,0.89924354834557,-6.10712609924245
"ERCC2",0.180150834715117,6.85114964002416,0.329274950887604,0.743083285406229,0.89924354834557,-6.10712824561229
"PSMF1",0.0648597305032368,10.6971284841936,0.329224244170257,0.743121418928572,0.89924354834557,-6.10714444360671
"VPS4A",-0.0816704814116438,10.7402356684956,-0.329154053322448,0.7431742063787,0.89924354834557,-6.10716686160297
"SMG7-AS1",-0.129717249719993,5.55417490613538,-0.328872568634901,0.743385911064464,0.899416247041806,-6.10725671611727
"COX7B",-0.107492371063682,13.3644974645779,-0.328475991261897,0.743684210723051,0.89969367448672,-6.10738318013476
"ATP2B1",0.150248570163747,9.97174364931446,0.32784158873973,0.744161480931478,0.900002086931543,-6.10758516777392
"TLN2",0.130801096512249,7.57831574044567,0.327839958710681,0.744162707355766,0.900002086931543,-6.10758568625835
"INHA",0.144623936066967,6.29086404475507,0.327738899401373,0.744238745085504,0.900002086931543,-6.10761782648464
"MCM2",0.121610575177971,10.3917670171524,0.327702882408304,0.744265845140216,0.900002086931543,-6.10762927870181
"SPOUT1",0.0931884153672975,8.78423947687082,0.32767840481642,0.744284262856264,0.900002086931543,-6.10763706105389
"KCNK15",0.18790922708529,5.078567436631,0.327539672902061,0.744388651978349,0.900044847287249,-6.10768115823195
"TSC22D4",0.0898403998793693,8.51609399054551,0.327230219876578,0.744621517901169,0.900058964484824,-6.10777945360575
"KDM8",0.128315179175966,7.42805911379898,0.327226346726796,0.744624432629599,0.900058964484824,-6.10778068329544
"CCL1",0.0924330228295638,3.29514541518924,0.327224703501397,0.744625669235576,0.900058964484824,-6.10778120500012
"OXA1L",0.0732615121844056,11.7116206292667,0.327157238338939,0.744676440590711,0.900058964484824,-6.10780262213979
"ZNF580",-0.131222761508296,9.12805579160598,-0.326985333478868,0.744805813872064,0.900060727794642,-6.10785717427402
"FAM8A1",-0.0893453131036761,11.4770294057671,-0.326897044487244,0.744872261845951,0.900060727794642,-6.10788518072013
"PRB4",-0.187527261983678,6.40820244236521,-0.326728870977235,0.744998837810747,0.900060727794642,-6.10793850675471
"ANAPC10",-0.119236696815852,9.21856359035241,-0.326649701492526,0.745058427248043,0.900060727794642,-6.10796360109297
"COX6A1",-0.0897981233573883,13.7332072494333,-0.32662752780946,0.745075117258027,0.900060727794642,-6.10797062839541
"MRPL34",-0.100304527158881,10.6931006860966,-0.326605005738705,0.745092069623082,0.900060727794642,-6.10797776562263
"SYT5",0.120720390060828,5.93266722642256,0.326474228083175,0.74519050847863,0.9000962519734,-6.10801919927271
"COL4A4",0.142985262922245,3.96727835096569,0.326297776557882,0.745323333692945,0.900173300113219,-6.10807507735056
"NDUFB1",0.109272465238446,12.9674026212572,0.326033659236231,0.745522164495778,0.900330045647907,-6.10815866089551
"CIAO2B",0.135049641471843,11.66066863509,0.325634678539976,0.745822555066322,0.90060939947303,-6.108284795925
"PAAF1",0.0831811222262271,9.92559606370226,0.325528643324542,0.745902395112858,0.900622402988846,-6.10831829235248
"ESD",-0.074824334502539,12.4167670514107,-0.325322630808971,0.746057521845088,0.900726298827602,-6.10838334044416
"CNTNAP3P2",-0.105442055904778,6.53798790023463,-0.324924273645967,0.746357513369387,0.900946537199431,-6.10850900464903
"LOC105376196",-0.142973793835808,4.90057887098255,-0.324896892971292,0.746378134429654,0.900946537199431,-6.10851763641577
"PDGFD",-0.148607472064262,9.75253336436021,-0.324654611342052,0.746560610799579,0.900998255450493,-6.10859398419862
"MLN",0.105119525305584,6.66650984723815,0.32444423252276,0.746719071125052,0.900998255450493,-6.10866023273649
"GLDC",-0.281443056719242,8.22918744319681,-0.324389526439399,0.746760278325208,0.900998255450493,-6.1086774527367
"C3orf18",-0.184113081071071,6.86487101757732,-0.324313876187303,0.746817262882855,0.900998255450493,-6.10870126062972
"PLA2G2E",0.111978213105613,5.29262621956951,0.324274249961825,0.746847112429973,0.900998255450493,-6.10871372919221
"COL19A1",0.166422361622137,4.69976444400312,0.324223638754066,0.746885237283938,0.900998255450493,-6.10872965201906
"RUFY2",-0.156656706623551,8.16324543760943,-0.324131319979553,0.746954781614225,0.900998255450493,-6.10875869011383
"LUNAR1",-0.22100117018471,4.82475140821414,-0.324087029008941,0.746988147038639,0.900998255450493,-6.1087726185417
"EP400",0.0617128786170262,9.30928114996365,0.324014372289316,0.747042882097959,0.900998255450493,-6.10879546319709
"CCL22",-0.16395498015828,5.31222541391202,-0.323914464643922,0.747118148447129,0.901005691602119,-6.1088268677283
"LAMP2",0.110994001946418,12.0736378904962,0.32289697139887,0.747884827049563,0.901695223454327,-6.10914615250033
"OLA1",0.0859708044985581,12.509727535506,0.322800050707673,0.747957869893648,0.901695223454327,-6.10917651356232
"NPFF",-0.112364188323919,6.59560791600437,-0.322733957568579,0.748007681339393,0.901695223454327,-6.10919721247686
"ASMT",-0.137748295396886,4.61343794670216,-0.322555681112307,0.748142045714591,0.901695223454327,-6.10925302367407
"RPS16",0.0617658627238669,14.6040184579485,0.322477625767453,0.748200877362299,0.901695223454327,-6.109277449995
"IRS4",0.0824801558940811,7.59346746470113,0.322409029959666,0.748252580435822,0.901695223454327,-6.10929891122407
"CYP21A2",0.118325110773784,4.48437408227916,0.322366103196386,0.748284936437757,0.901695223454327,-6.10931233919266
"GYS1",-0.118405096520965,10.0767196192052,-0.322325197255466,0.748315769669778,0.901695223454327,-6.10932513336782
"OXLD1",0.0879081256638514,9.46070017680004,0.322287562357823,0.748344137686996,0.901695223454327,-6.10933690302793
"TLE3",-0.0896351282076058,8.85334465978305,-0.322238063932734,0.748381448594426,0.901695223454327,-6.1093523807151
"MPRIP",0.0881749573637567,10.8898826181658,0.322037058601202,0.748532968535257,0.901794454100639,-6.10941520883097
"IRF2",0.104901689928672,9.8171355651226,0.32185522555526,0.748670044779421,0.90187626698807,-6.10947201062494
"GNAI2",0.151416075846219,10.7196203860482,0.321339779704768,0.749058661843351,0.902170490878076,-6.10963285408375
"TCF7L1",0.104063872839211,8.89420994887809,0.321307705831521,0.749082845892412,0.902170490878076,-6.1096428541581
"DCLK1",-0.183354626267983,8.75033919979668,-0.321255967264055,0.7491218578677,0.902170490878076,-6.10965898324485
