"Gene","Com.ES","ES.var","Qval","Qpval","tau2","Zval","Pval","FDR","AveFC","propDataset"
"EPCAM",-2.40199825895296,0.299825733930328,8.24924855922365,0.0161695686836361,0.678902129783256,-4.38670303929722,1.15081737914746e-05,0.000207135367230337,-2.95972999699389,1
"LIPA",1.13210564734257,0.0576287069722261,1.26555239166958,0.531115272381941,0,4.7159318356238,2.40606984780456e-06,5.46563497308774e-05,0.82022327743361,1
"CDC25B",1.02771002340989,0.0565309124631547,0.267871000237655,0.874646477377865,0,4.32242627552292,1.54322658527661e-05,0.000264069966475351,0.578991208537874,1
"PLAT",1.82063479033892,0.0620402853662327,0.328823732931535,0.848392525481171,0,7.30947094255411,2.68229882749438e-13,3.97437436496582e-11,1.97302034817426,1
"TBL1X",-1.07945973602506,0.0575130568775466,1.63702352525207,0.441087609342094,0,-4.50114726456449,6.75876560651822e-06,0.000132125254487843,-0.586523347413737,1
"TOMM34",1.2288384087748,0.0850160483606419,2.89349705726836,0.235334227960072,0.0790434597713908,4.21448313210209,2.5035086129277e-05,0.000402010453250791,0.413554739149301,1
"DCN",-1.48012919986655,0.249156502986844,7.91994728255818,0.0190636167775433,0.557572414397386,-2.96526501072219,0.00302422288619586,0.0224816660279976,-1.54280197694617,1
"PSRC1",1.61256206683998,0.0600157612198957,1.73436216986953,0.420134204200205,0,6.58239257283915,4.62936355916099e-11,3.99750142039074e-09,1.06995459189319,1
"CTDSPL",-1.1617536388762,0.0638089956148965,2.18548715598751,0.335295321764818,0.0164927966736717,-4.59910248246656,4.24315021607669e-06,8.9092488997462e-05,-0.662473388124171,1
"FARP1",1.35571176107447,0.2550479140735,8.22963585505059,0.0163289131844353,0.577495229856252,2.68445714776683,0.00726476956412037,0.0438137513166353,1.15007411593266,1
"SLC20A1",1.41681221489981,0.067326171971306,2.27839154495509,0.320076332530164,0.0250085015601892,5.46034811638288,4.75201875627107e-08,1.79598761052227e-06,1.34522976147014,1
"PRDX4",1.4968643316282,0.120277312884845,3.87343403450857,0.144176502632318,0.17471504145089,4.31609088687399,1.58816609940882e-05,0.000270340701960725,0.924611226196462,1
"PKP4",-1.12381319295929,0.101673139116855,3.44812410259687,0.178340247353644,0.128334612942793,-3.52444720974643,0.000424367363938138,0.0044195895035059,-0.371025576994656,1
"MCM6",1.18946325872597,0.1426480620538,4.76836562099182,0.092164264483663,0.247985291072849,3.149329445254,0.00163645599237205,0.0136256383681604,0.645924706521782,1
"CDK2AP1",1.34847683214213,0.119142053473818,3.90369899157168,0.142011179474545,0.174467672774055,3.90670797233041,9.35621164230849e-05,0.00124105436016338,0.648530956214223,1
"ALCAM",-1.45521552328263,0.261633518911066,8.36406068962555,0.0152674778324338,0.596139021948774,-2.84498923638846,0.00444129238163615,0.0304309045528922,-1.20501488421085,1
"ARPC1B",3.26739817879084,0.530154368286211,12.3550862401565,0.00207552090120579,1.32448262901766,4.48746310110517,7.20762903294592e-06,0.000139436609733801,2.21751245476157,1
"PPP1R12B",-1.29121365726203,0.173337417778639,5.67845877351481,0.0584707069087456,0.336349088158121,-3.10135834642371,0.0019263501446285,0.0156204474725193,-0.902359560478251,1
"MYCBP2",-1.20527138133733,0.0575077358947483,1.66729847297387,0.4344609392455,0,-5.02599103692512,5.00839280714871e-07,1.41351588338554e-05,-0.686383828617607,1
"ACSL1",-1.88291618322306,0.0623753074017343,1.02723925813888,0.598325936578012,0,-7.5391891363735,4.72955008490317e-14,8.68571881085245e-12,-1.55014141129902,1
"CLIP1",-1.45459767025594,0.0590359669453643,0.401571117074959,0.818087844699149,0,-5.98665935501559,2.14194728620498e-09,1.13995308836028e-07,-0.684405579814283,1
"EGFR",-2.68351140619676,0.0756348807120556,2.08686589760028,0.352243370507166,0.00969099666967337,-9.75758588205426,0,0,-1.937993912917,1
"ST14",-1.38282218052173,0.0594206938648326,1.71686667326714,0.423825554433203,0,-5.67280006856191,1.40482150357002e-08,5.98610051799003e-07,-1.24136253567731,1
"LANCL1",-1.74399149890708,0.0620186716592622,1.5769779485051,0.45453108482338,0,-7.00298399159476,2.50577336657898e-12,2.91721240418065e-10,-0.61331346659347,1
"EFNA1",-1.08355988533733,0.158274084329632,5.37339870317716,0.0681053606505909,0.297735127402917,-2.72362940155891,0.00645689154206375,0.040167656878325,-1.00654476234755,1
"MAN2A2",1.03887019870098,0.056580147372716,0.799404656204446,0.670519611176854,0,4.36746316657333,1.25697985970952e-05,0.000222384808558377,0.546013426154025,1
"MYO18A",-1.03383899690654,0.0565496917421451,0.373446872602168,0.829673162137136,0,-4.34748196434339,1.3770939065294e-05,0.000239412365963158,-0.524877710030593,1
"SMS",1.45765470763759,0.0904090558935639,2.94825077412384,0.22897890740726,0.0878009636428347,4.84784462955913,1.24810088220073e-06,3.09980712438387e-05,0.919564148482176,1
"ALDH3A2",-2.77530094138878,0.0720466859894017,1.95577998558044,0.376103844030792,0,-10.3395843028668,0,0,-1.77690770834927,1
"SDC4",-1.87363025092231,0.0968307363672193,3.01862589824711,0.221061806504346,0.0983973295704667,-6.0211198579406,1.732144205846e-09,9.57009673729914e-08,-1.26520162950578,1
"OPTN",-1.49688403794671,0.0917797203252059,2.98854933503875,0.22441131853095,0.0915199421044204,-4.94099929955006,7.77231876858409e-07,2.06822988619526e-05,-0.875257435175613,1
"TJP2",-1.76554999649146,0.162452000967168,5.00002779358125,0.0820838579137856,0.292051313947049,-4.38043749604308,1.18441264160829e-05,0.000211555567588089,-2.45580666066798,1
"BIRC5",1.80611679821813,0.33770237302609,10.1277945208265,0.00632087734268255,0.810407217472548,3.10798400943801,0.00188368259748839,0.0153226743197429,1.23327984852836,1
"DGCR2",-1.83038637204807,0.36188174826815,10.8009514079573,0.00451443289804554,0.881934112539941,-3.04270209667394,0.00234464319058181,0.0182955132028703,-0.785960312213176,1
"COPS8",1.47185087893122,0.0932550092479104,3.0397766641589,0.218736311417519,0.0961520070735394,4.81978567744465,1.43712526634587e-06,3.52894093180487e-05,0.628490583515388,1
"ADSL",1.0781840522746,0.139821123879749,4.78636790890569,0.091338403095954,0.243603267463276,2.88341072456079,0.00393394138447412,0.0276969015724395,0.574162776308491,1
"PYCR1",1.24447821251693,0.057991293723222,1.15513654303778,0.561261544137029,0,5.16780239566642,2.36862541136418e-07,7.31860349260131e-06,0.686427146279368,1
"NEDD9",1.30373463705484,0.0583421995592926,0.746478606308674,0.688500452798433,0,5.39756405042633,6.75517617398924e-08,2.43990975436692e-06,0.762742610111558,1
"UBAC1",-1.62599620603549,0.289577802814903,9.42536634188852,0.00898064861042232,0.68315481516991,-3.02159945601735,0.00251443023538189,0.0193874550813065,-0.872584817434933,1
"SUSD6",-1.43586865280903,0.25641480073791,8.20987798697059,0.0164910248676257,0.580762643070093,-2.83558825850829,0.00457413745402047,0.0310960262059295,-0.675934117950242,1
"LIMK2",-1.81662930661301,0.0977699191458366,3.03328884578935,0.219447024267909,0.10054352051255,-5.80983352257969,6.25349949601173e-09,2.9436599252165e-07,-1.05922006311242,1
"FADS2",-1.27462730442931,0.214019199532547,7.23200395409876,0.0268899685831402,0.463794614565424,-2.75522360017458,0.00586520372165622,0.0373419879524782,-1.92509665812566,1
"DES",-2.27985547260323,0.684379819175995,19.2616758856684,6.56719973786446e-05,1.83816044451558,-2.75586994946384,0.00585362661248578,0.0373080421464194,-1.88767088828727,1
"SLC16A1",1.2127612062054,0.138608821869862,4.60940746933543,0.0997883601063468,0.235259917146236,3.25746576583632,0.00112411816776459,0.0100647663496855,0.58263173745663,1
"TRIB1",1.59048713788787,0.244740264843542,7.7288947539164,0.0209745102325604,0.54331529974563,3.21497387755755,0.00130456393287637,0.0113250393613682,1.02896736710947,1
"PSMB4",1.68970595632023,0.145657258308204,4.55733327644506,0.102420679530809,0.245091427154504,4.42736236991853,9.53924002233819e-06,0.000175433216715469,0.616087271950839,1
"LSS",-1.3254162113704,0.0585985674694505,0.57090283671838,0.751674857889264,0,-5.4753108273354,4.36744309606496e-08,1.67491442734091e-06,-0.548426247136663,1
"STXBP1",1.72670703904486,0.2763023829474,8.4400957610337,0.0146979407430543,0.630761897668441,3.28493170023203,0.00102007095913792,0.00927524772398838,1.66078607219227,1
"DDAH2",-1.179145298476,0.0574304162345003,1.35647648559242,0.507510315179346,0,-4.92035391040985,8.63878607537671e-07,2.27099055719429e-05,-0.62342877960772,1
"CYB5R1",-1.23907166825843,0.0902116736490872,3.08247825107916,0.21411562084485,0.0953471494972492,-4.12539042974224,3.70106355371824e-05,0.0005585436073719,-0.590710812683325,1
"LAMC2",-1.81507991493987,0.237067380922456,7.17495936386655,0.0276679747200511,0.511498428208176,-3.72786219880369,0.000193110912947603,0.00229445724822028,-1.62533047337478,1
"FBXO28",-1.33460068099837,0.0585558876509197,0.758691760123792,0.684308882929807,0,-5.5152608503007,3.48263022864614e-08,1.36366413067018e-06,-0.501867342404885,1
"SEM1",1.25854168458326,0.0684203261377434,2.31671941975482,0.31400081112474,0.0283910014962063,4.81143955848749,1.49847051988949e-06,3.66577056451015e-05,0.737644428826103,1
"SPTLC1",-1.26287542946427,0.0581656157481306,1.15633973421282,0.560923993213385,0,-5.23633410178571,1.63797334806759e-07,5.33938362136332e-06,-0.424310402996723,1
"TACSTD2",-2.20383588757708,0.339773313049546,9.58705800779881,0.00828317438769962,0.803558498213961,-3.78080795830762,0.00015632022353218,0.00192652116695283,-4.02868683743589,1
"TACC2",-3.6193117991515,0.973139030571844,20.9003909946124,2.89426145419166e-05,2.61600278879866,-3.66892262483428,0.000243574778399758,0.00278282460036125,-2.69054650042822,1
"LAMTOR5",1.24889177627088,0.0775612879613989,2.60678110298671,0.271609324678098,0.0546481179629166,4.48437889270784,7.31266241427164e-06,0.000141258970695834,0.50037580170758,1
"FNDC3A",1.36534407638703,0.0895886640483793,2.95500440773303,0.228206991627425,0.0873705701615255,4.56158298741052,5.07694025708716e-06,0.000103434725018999,0.747120731298886,1
"UBE4B",-1.45864464066901,0.0591032098419891,0.195460764180222,0.906893385493201,0,-5.99989937495523,1.97439842253289e-09,1.07716238625131e-07,-0.42120919014647,1
"PKD1",-1.11516678633321,0.0570098816151837,0.181030005284109,0.913460629475297,0,-4.67051484194603,3.00445773415703e-06,6.61741966143134e-05,-0.509482772541233,1
