"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CEP170",1.46182899756912,9.19685120839839,8.47769387971672,3.02827153213599e-15,1.65211851495904e-13,24.0634413395766
"NME1",1.20232919367437,11.1107304177371,8.47311111054709,3.12002672633118e-15,1.69508452019301e-13,24.0342250022036
"GJB1",2.62852826955453,8.79947800464847,8.46473959585002,3.29480968147987e-15,1.77925601681235e-13,23.9808752770184
"PPP1CB",-1.14799794393251,8.51312855788158,-8.46439322149988,3.30224676791616e-15,1.77925601681235e-13,23.9786684944439
"CLEC3B",-2.77060940463525,8.00464979415265,-8.45045630875668,3.61570022507667e-15,1.94012819896192e-13,23.8899135183694
"FBLN1",-1.91533338541555,8.01802275188255,-8.44879626414184,3.6549482798514e-15,1.9467903196258e-13,23.8793467887848
"FAT2",-1.96624793956543,6.29790464013205,-8.44866889353131,3.65797705581962e-15,1.9467903196258e-13,23.8785360769699
"SEMA3G",-1.82029636421226,7.23314135464848,-8.44055145977823,3.85622238226922e-15,2.0439546196101e-13,23.826881686206
"MPV17",1.2119424503535,9.16755706405924,8.43965597870052,3.87873370173773e-15,2.04756310675945e-13,23.8211849530843
"EMX2",-2.4535118071109,5.49931909607281,-8.43569794016204,3.97980412166917e-15,2.09244620735663e-13,23.7960090357286
"AGR2",-2.23322171285745,4.20573680860454,-8.4332781845907,4.04287474574561e-15,2.11648947206325e-13,23.7806206737656
"TYMS",1.78183814993757,9.61779037843113,8.4327035274509,4.05799806745772e-15,2.11648947206325e-13,23.7769664927846
"GPSM2",-1.42729333488208,7.27732685378612,-8.41414043216905,4.57786710200319e-15,2.36868290250078e-13,23.6589948202903
"POU2F3",-2.49511336335913,4.99530551120901,-8.41131912334908,4.66245644222406e-15,2.40291579249642e-13,23.6410766520955
"TMT1A",-1.81953380685275,7.86509987995317,-8.40345257936762,4.9065807592719e-15,2.51877584724985e-13,23.5911325224675
"CYP3A7-CYP3A51P",-1.73598045787997,5.26662956499702,-8.39926403006058,5.04168934235673e-15,2.57125110965062e-13,23.5645495751982
"CDK5R1",1.65417585684706,6.97975018728406,8.39906372488649,5.0482420743198e-15,2.57125110965062e-13,23.5632784948924
"PARP1",1.06120007813448,10.1867113090441,8.39182871524639,5.29066897182529e-15,2.68424251842918e-13,23.5173776767663
"RBP4",-2.39502276404872,4.4116653769222,-8.38843272941714,5.40840358676248e-15,2.73334009177504e-13,23.4958397078302
"LINC00302",-2.59659109222435,5.13154680560439,-8.38735190709503,5.44641615117774e-15,2.74192355966048e-13,23.4889858808871
"LRIG1",-2.7308815150284,6.86026746204252,-8.38454824067646,5.54625964364432e-15,2.78144921128763e-13,23.4712091036549
"SCGB2A2",-4.32491281071532,6.39231296889236,-8.35055757285348,6.91104064962054e-15,3.43942973398482e-13,23.2559354921563
"LAMA3",-2.75031532620521,6.06065035547271,-8.29049553499575,1.01834111804214e-14,5.00053352794654e-13,22.8766620271584
"SGMS1",-1.59352988255945,6.97456564774004,-8.29022374535814,1.02012571396102e-14,5.00053352794654e-13,22.8749490278391
"HEXA",1.14138490108868,9.82480826614399,8.28694960249663,1.04186901926483e-14,5.08798881730117e-13,22.8543155245771
"ANP32A",1.04353535585899,9.68972531870529,8.27889358193553,1.09734220101995e-14,5.33889737279818e-13,22.8035651407066
"TIAM1",-1.97205065040345,7.64360175744588,-8.271823506244,1.14843034876313e-14,5.56668524814962e-13,22.7590473693213
"ZNF750",-4.3752343599244,5.02239375052908,-8.27070496688914,1.15672591553862e-14,5.58612933804005e-13,22.7520061629463
"EML1",-1.291211899371,6.36876404746437,-8.26716139392113,1.18340040210265e-14,5.6938589826629e-13,22.7297026913259
"GSN",-1.18379166057441,10.5786711337996,-8.26323524379731,1.21366665275759e-14,5.81801451665669e-13,22.7049971591722
"GPR87",-2.94234909471385,5.68768958241374,-8.2566411515078,1.26623429393511e-14,6.04777617531863e-13,22.6635174234959
"ARHGEF5",-2.1502166850376,6.83376860702205,-8.24761514066947,1.34186237486359e-14,6.38559981965195e-13,22.6067683070431
"SSR4",1.05334832046804,11.6621665280319,8.22605507400808,1.54109989873373e-14,7.25429659912966e-13,22.4713474479802
"SFTPD",-1.85157306311542,4.10216280019852,-8.2200084967628,1.60205700973289e-14,7.51410839924716e-13,22.4334021871678
"TSPAN8",-2.1429511679339,6.71220545093407,-8.20041003979005,1.81652028802659e-14,8.48946524572712e-13,22.3105145324173
"SPINT2",-2.75735280496742,7.95688590699954,-8.18502913987247,2.00453676307113e-14,9.33469816203019e-13,22.2141819995291
"HLA-DQB2",-2.6198335433188,7.25977668104434,-8.16343329324645,2.30145040863797e-14,1.06792213089788e-12,22.0790882512349
"ZNF185",-1.77555820699198,8.19359853928748,-8.1587392604052,2.37153535453005e-14,1.09654076197579e-12,22.0497499154166
"DUSP7",-1.28630101923472,7.7420009987201,-8.14772148138066,2.54444769414044e-14,1.17233404536739e-12,21.9809230282592
"SGCG",-1.7028250916553,4.52386367365575,-8.14108515286694,2.65456131653624e-14,1.21448508794092e-12,21.9394908026697
"EPCAM",-2.41416878225898,5.47468195480662,-8.13954020911207,2.68086538739891e-14,1.22223090161869e-12,21.9298479555423
"ALDH2",-2.74874076402662,9.4394641688921,-8.13661672875425,2.73134842253368e-14,1.24090773802845e-12,21.9116036055156
"TPX2",1.48826426851568,9.14823838390627,8.13515853656934,2.75687932258282e-14,1.24815796830407e-12,21.9025048959501
"ATP2C2",-1.49514124938289,5.82979677274122,-8.12809706500747,2.88389729900145e-14,1.2997421491207e-12,21.8584557719182
"AQP3",-3.37629188256351,8.3270076965026,-8.12772476288782,2.89075253658257e-14,1.2997421491207e-12,21.8561339432325
"SERPINB5",-5.19518502054301,6.52075607224622,-8.1266438794126,2.9107464954765e-14,1.30423448640956e-12,21.8493934367574
"B4GALT5",1.06706154894621,9.94500551746096,8.12295519482354,2.98001538991625e-14,1.32496977877208e-12,21.8263940540049
"KIF20A",1.79663516732709,8.11292712837458,8.12294020181172,2.98030024373919e-14,1.32496977877208e-12,21.8263005823479
"CYP39A1",-2.52782324025066,4.54886508418976,-8.10618597751123,3.31606323549904e-14,1.46569995009058e-12,21.7219073732904
"SRM",1.23759201627498,10.2630216523956,8.1037049979085,3.36886813149752e-14,1.48400917454717e-12,21.7064586829416
"ST3GAL5",1.37635989874138,9.63056221251043,8.08392536676505,3.82072599526411e-14,1.67175994135063e-12,21.5833858720327
"IL20RA",-2.42307951320936,4.98914915628842,-8.07342054341506,4.08458631061604e-14,1.78123481284691e-12,21.5180893995912
"SERPINB7",-3.50159125377066,5.34717957106722,-8.07272142486826,4.102773440072e-14,1.78320209616996e-12,21.5137454234703
"C2CD2",-1.48766208492688,7.85570762671361,-8.07012769319725,4.17095078662187e-14,1.80197111852464e-12,21.497631055185
"MGST2",-1.43726764140804,8.93126554055262,-8.07002787905927,4.1735967313018e-14,1.80197111852464e-12,21.4970109851798
"PARD3",-1.40704431317397,7.45361292147117,-8.06242895462844,4.37998902847866e-14,1.88484082317932e-12,21.4498169006753
"UBE2H",1.15352457047833,8.86277691765784,8.05942218010418,4.46441657898217e-14,1.9148528872812e-12,21.4311496586368
"PTGS1",-1.48094327929817,7.77710170177234,-8.05861995970795,4.48721312020276e-14,1.91832038932209e-12,21.4261698017955
"EPS8L2",-2.48335981513335,6.52975992434144,-8.05758458236273,4.51680561763676e-14,1.92466106040411e-12,21.4197430027377
"EPHX2",-2.33177829971288,5.65185969581909,-8.05576707543814,4.56922031138209e-14,1.94065353876583e-12,21.4084624583816
"INHBB",-1.80214765659458,7.39470331068341,-8.0551669831267,4.58665809189747e-14,1.9417348980601e-12,21.4047382294092
"PTPN13",-1.73201228613025,6.8094440337334,-8.04356024062962,4.93718994830028e-14,2.08336633449474e-12,21.3327356054626
"TUBA4A",-2.37610513308064,9.3693508220621,-8.04297197179602,4.9556453806294e-14,2.08440839090409e-12,21.3290877853791
"VIPR1",-1.77705105823913,7.02880227060152,-8.039136354066,5.07766324251902e-14,2.12886337682333e-12,21.3053069366895
"SYT17",-1.82001494670204,5.73343291868955,-8.033205683729,5.27220556410195e-14,2.20334257533094e-12,21.2685490114232
"ZNF273",-1.17631215298602,7.33284119203733,-8.02404071548875,5.58744207415344e-14,2.32021201289448e-12,21.2117744333163
"TPM2",-1.98735632202314,7.36434726223641,-8.02311580917566,5.62027288754096e-14,2.32643613271894e-12,21.2060468611932
"HSD11B2",-2.29105364723282,5.57893018418965,-8.01526337837682,5.90680727574174e-14,2.43730569836698e-12,21.1574345654732
"CENPN",1.47037969946819,6.80515157562694,8.00130502182524,6.45227511160203e-14,2.6456356974899e-12,21.0710869096039
"ITGB4",-1.73147684716975,6.51360785404925,-7.97869421389544,7.44348562822724e-14,3.02353922450015e-12,20.9313909365724
"POF1B",-3.43356472031929,5.2579920668055,-7.96713172941201,8.00714584373622e-14,3.23235834849773e-12,20.8600392815519
"PIP",-2.85546066886708,7.7064818043286,-7.95171777862368,8.82471814138279e-14,3.54047691832278e-12,20.7650097674311
"PTTG1",1.27540332631702,10.7201654301846,7.94925392020151,8.96284738981651e-14,3.58486402195759e-12,20.7498291690438
"FZD10",-2.07765798327582,6.00652708856902,-7.94232479839267,9.36288034379938e-14,3.733412746263e-12,20.7071507398862
"CRYBG1",-2.26987352265625,8.53913715423536,-7.94019676275235,9.48924511620722e-14,3.76079839119228e-12,20.6940477270051
"ELL3",-1.31552244692889,7.385475411566,-7.92653007704845,1.03419665506749e-13,4.08633035921971e-12,20.6099441633306
"HOOK2",-1.45101163855229,7.55136755913851,-7.91689783389043,1.09880785067988e-13,4.31546854367922e-12,20.5507168373657
"EPPK1",-1.22110637223262,7.29308135542067,-7.91603222682139,1.10480607392365e-13,4.32599591528244e-12,20.5453963124492
"COL7A1",-2.0463849297541,7.22234267249222,-7.91429873761721,1.11691583996607e-13,4.36031905308911e-12,20.534742257721
"HES1",-1.26818609814359,8.96787448063954,-7.90609491499432,1.17603075134382e-13,4.57739252739465e-12,20.4843391490839
"DUOX1",-2.56806383903224,6.3821158477387,-7.89277362003081,1.27868087574832e-13,4.93275737836758e-12,20.4025574799908
"GPM6B",1.85911400291167,10.3000786157334,7.89172704188691,1.28711121943028e-13,4.95063220948421e-12,20.3961356412584
"CRAT",-1.57545324884518,7.81493298161478,-7.88827900461407,1.31527651013162e-13,5.04408541635477e-12,20.3749817535682
"IMPA2",-2.27859323553431,8.32124374390171,-7.88626449386033,1.33201328161526e-13,5.09329066832297e-12,20.3626250302702
"DOK4",-1.19915940789104,6.378756124644,-7.8818762047208,1.36920437323928e-13,5.22019176101374e-12,20.3357140312909
"SLIT3",-1.48157530604064,6.99805817420444,-7.8813283064404,1.37391939065718e-13,5.22289648244283e-12,20.3323546597958
"EFS",-2.14738437212543,6.96391614490372,-7.87303123858595,1.44731549598559e-13,5.47388239064106e-12,20.2814982710887
"ISYNA1",1.67508124389298,8.89216316217057,7.87291848599559,1.44833915543459e-13,5.47388239064106e-12,20.2808073685107
"RORA",-2.18118099344606,7.03421725950128,-7.86676249819326,1.50532860894278e-13,5.64022406092096e-12,20.2430944131272
"MATN4",-1.3763040123728,5.934386568847,-7.8549083846947,1.62138757293044e-13,6.04036358955428e-12,20.17052035755
"LY6D",-4.6750429388439,6.45387461775465,-7.85005854302421,1.67138261831386e-13,6.20887691173629e-12,20.1408461498761
"PDLIM1",-1.57229194504089,10.2411238690915,-7.84833097152957,1.68955724703283e-13,6.25561945996166e-12,20.1302783457564
"PTPRF",-2.05934740502316,7.74486821413458,-7.84795290719761,1.69356060232109e-13,6.25561945996166e-12,20.1279658471148
"CD320",1.668236030969,8.35826275178333,7.83512070988562,1.83514887924569e-13,6.7026628113402e-12,20.0495127948066
"CITED1",3.1457642824311,7.44820535330159,7.82922821195943,1.90402820622106e-13,6.93481111198782e-12,20.0135118137536
"TRIM29",-3.25464314390409,7.72493860574434,-7.81799463049721,2.04249955075292e-13,7.37769527071939e-12,19.944921376055
"ANO1",-2.10720078917372,6.12045203435843,-7.81047653532512,2.14068729574675e-13,7.68937235516304e-12,19.8990483588075
"S100A1",2.91805406870549,10.2814649364177,7.79614759415123,2.34092729247509e-13,8.3855359798304e-12,19.8116873070208
"LCP2",1.63780738624683,8.28904858056918,7.79279353488749,2.39041099859148e-13,8.53933397551623e-12,19.7912513981179
"RHOQ",1.04815751345011,10.0992170230787,7.79217041124763,2.39971744224714e-13,8.54515049550189e-12,19.7874553277582
"EMP3",1.77834785057015,11.3453738967865,7.79180801985589,2.40514627797315e-13,8.54515049550189e-12,19.7852477183719
"MAP7",-1.98470765433397,5.9128091106298,-7.79024496663154,2.42870121504847e-13,8.6053899845155e-12,19.7757266099663
"ACTA2",-1.47117783920136,9.8001533218906,-7.7844427577462,2.51815148571904e-13,8.89815100875082e-12,19.7403928456111
"PAFAH1B3",1.51901203713127,8.60557681488489,7.7684166399005,2.78249633200069e-13,9.80566747917756e-12,19.6428766381044
"KRT10",-2.53935197977045,11.3344261821184,-7.76309685433948,2.87616974609211e-13,1.01084574984623e-11,19.6105320740319
"C11orf24",1.0219499834415,9.43704898066115,7.76010215664941,2.93026642344041e-13,1.0243362974595e-11,19.5923297463353
"PSEN2",1.39027901771905,8.23504149978375,7.7571799796226,2.98402241930319e-13,1.04033872527525e-11,19.5745720939459
"MOK",1.69943142013715,8.99032722264609,7.74867177615137,3.14615258875815e-13,1.0939382294618e-11,19.5228908094867
"MAF",-1.55571659350456,8.19593876616258,-7.74787371618716,3.161799709102e-13,1.09645495763247e-11,19.518044833099
"LIMK2",-1.04326593427338,7.98823700439937,-7.74367476330248,3.24540221196496e-13,1.12246152365547e-11,19.4925526920086
"PLEKHA1",-1.33303332713167,8.09112349746859,-7.74294025327934,3.26024947347192e-13,1.12461356837567e-11,19.4880942455216
"TUT7",-1.01132607445331,7.98155424939082,-7.73161488899676,3.49786303942064e-13,1.20022726765805e-11,19.4193805282641
"AOC3",-1.63276431856601,7.44640614177779,-7.70627530277433,4.09327722579891e-13,1.39717910332963e-11,19.2658491363245
"CRIP1",-3.03238011281091,7.89777279276967,-7.7046576769137,4.134519745387e-13,1.40757187885382e-11,19.2560578972877
"HMGCS2",-2.16731847242936,5.68873713884567,-7.69527454523562,4.38197830489925e-13,1.48793268535368e-11,19.1992867029181
"SLCO3A1",-1.09185048554951,7.55184750554339,-7.69208165383228,4.46947758954772e-13,1.51370177376916e-11,19.1799777357822
"HIP1R",-1.169658213099,7.85113940856925,-7.68756603173968,4.59618093506298e-13,1.55258039410068e-11,19.152677497623
"SLC31A2",-1.4552339475157,7.86131793183157,-7.67731637353486,4.89709926219226e-13,1.64995548526421e-11,19.0907453143677
"SLC18A2",-1.95741231622675,4.90289339488996,-7.67333298122861,5.01923072329912e-13,1.68674611858498e-11,19.0666891413314
"TJP2",-2.29453839655042,6.90061280380761,-7.67058646493328,5.10518781068356e-13,1.71102208047818e-11,19.0501068310548
"PHC1",1.08268387845038,8.42666165732926,7.67019007428412,5.11771310212817e-13,1.71102208047818e-11,19.047713875835
"USP11",1.25366840852611,10.3315512569139,7.66558529649527,5.26546103849594e-13,1.75591678979408e-11,19.0199207402698
"RHBDL2",-1.48925048394803,9.01252843254607,-7.66294202582231,5.35216870789078e-13,1.78027876995377e-11,19.0039710909902
"PLXNC1",2.12138983964512,9.50308722318421,7.65193211657428,5.72876472175868e-13,1.90069626480945e-11,18.9375711005892
"BCL11A",-1.56554734184235,7.45099115225074,-7.65111121475368,5.75787051614702e-13,1.90550440761525e-11,18.9326225268216
"NCAPG2",1.19400791620683,8.65148737044496,7.64425221509622,6.00684356196163e-13,1.98286666340298e-11,18.8912870902333
"FOXM1",1.61659968103847,8.13532239609223,7.64241771905682,6.07521752227444e-13,1.99533403710167e-11,18.8802352516207
"NTRK2",-1.2956272681723,6.9477166866516,-7.63939564473498,6.18953484555779e-13,2.0277724836992e-11,18.8620322766603
"LORICRIN",-5.98712652030085,6.79039482315384,-7.63823742438374,6.23390856470069e-13,2.03719132268502e-11,18.8550570380194
"CST6",-4.49009205559895,7.15794721215151,-7.63332051103623,6.42581149468295e-13,2.09465390197928e-11,18.8254524130643
"TYR",3.24519869780785,11.749938288254,7.63243997322653,6.46078922192966e-13,2.09687072822186e-11,18.820151890453
"TUBB2B",2.57288558639693,7.9649961910093,7.63233992946185,6.46477515718374e-13,2.09687072822186e-11,18.8195496853834
"LIMCH1",-1.749592468324,6.48859292257178,-7.62960114449464,6.57484241026824e-13,2.12201411355167e-11,18.8030655904011
"STARD5",-1.49314136862969,7.34979536896476,-7.62514339059152,6.75796491965102e-13,2.17573097746493e-11,18.7762428278628
"EPS8L1",-1.21383518944288,7.90164377561957,-7.62002657462173,6.97438006514161e-13,2.2398754105759e-11,18.745465727568
"SLC4A2",1.42687286895742,9.3951817722801,7.61063416250031,7.38960072211972e-13,2.36739567114789e-11,18.6890028646462
"ST8SIA1",1.87033428331642,6.5881868975046,7.60613292270646,7.59715821865288e-13,2.42792514737782e-11,18.6619579505881
"MITF",1.84677305112957,10.9858536393704,7.60230742655047,7.77807661688479e-13,2.47966603930466e-11,18.6389805032876
"GPRC5C",-1.90745750205482,5.87687965319321,-7.60167134192014,7.80856882649768e-13,2.48331533972447e-11,18.6351605845041
"NR3C2",-1.72528490899251,6.01399913482282,-7.58949144054708,8.41575826078116e-13,2.66342407675548e-11,18.5620520841763
"YBX3",-1.15653274687006,10.3696008553744,-7.58670333443378,8.56118176518862e-13,2.70288738586669e-11,18.5453264822376
"HPS5",1.48208004107665,9.23041175511524,7.57938625154146,8.9547427542665e-13,2.82031137132563e-11,18.5014491509915
"HOXB7",1.40410590956155,8.72871944692719,7.57426761621321,9.24062904774225e-13,2.90333884707256e-11,18.4707697676714
"AKR1C3",-2.82380386657297,5.99958627639114,-7.56562458414551,9.74396469340616e-13,3.05335073824458e-11,18.4189940711096
"GPR19",1.99537959870185,6.83599403731316,7.56511594865216,9.77441518812172e-13,3.05335073824458e-11,18.4159481995679
"ESRP2",-2.04257690897458,6.79228088487015,-7.56488400768441,9.78833199314545e-13,3.05335073824458e-11,18.4145593032076
"SLC39A2",-1.74226814318463,6.81279419539351,-7.55838012301012,1.01866454233483e-12,3.17001598269781e-11,18.3756233306397
"CRIM1",-1.79633467803174,7.36664929713198,-7.557687254941,1.02300106325726e-12,3.17593115805034e-11,18.3714765920711
"PLAT",1.91420730247294,9.83461372525708,7.54259923975495,1.12208870746328e-12,3.46600915043257e-11,18.2812322480595
"NME4",1.15842009299095,9.88269791631056,7.54226137007983,1.1244128158854e-12,3.46600915043257e-11,18.2792126057695
"MMP11",1.33359770125694,7.36715367307943,7.54065262342361,1.13554430579357e-12,3.49206655736847e-11,18.2695969322966
"PNMA8A",1.62626847730174,8.66940892099347,7.5386756768645,1.14937266565416e-12,3.52627533822695e-11,18.2577821474502
"FRY",-1.22827918203159,6.22806442344655,-7.53729783881822,1.15910860763334e-12,3.54779744951436e-11,18.2495488878339
"MICAL3",1.68309748349685,8.26592953130127,7.52917221877928,1.21820412680881e-12,3.71994463921782e-11,18.2010124607779
"CWH43",-2.54958603086679,5.47419027682599,-7.52673904868069,1.23647198541933e-12,3.76690612567351e-11,18.1864845495986
"SPATA20",1.40558794874689,9.55315864774172,7.50945513371017,1.37425862659897e-12,4.17691334084475e-11,18.083366479511
"SPAG16",-1.51351116701259,6.7150947943708,-7.50865588125609,1.38098457402761e-12,4.18759485133627e-11,18.0786014461916
"TFPT",1.2114829781491,8.70079928300263,7.50810928086485,1.38560308842568e-12,4.1918511995319e-11,18.0753428635437
"WIF1",-2.29848686454108,4.8758417620323,-7.50100018404386,1.44707924892634e-12,4.35761347038118e-11,18.0329745296901
"MTHFS",1.17342862923214,8.0796454897421,7.49581315316711,1.49362656353922e-12,4.48741860875296e-11,18.0020762882636
"GEMIN6",1.25852176722115,7.93071687576791,7.49175543619498,1.5310677280849e-12,4.58764626186049e-11,17.9779140574901
"DSP",-4.52066292433263,8.66985745681577,-7.49115420196398,1.53669368388263e-12,4.58764626186049e-11,17.9743345898325
"AQP5",-1.58361847495761,5.95882619532839,-7.48826051576287,1.56405777400237e-12,4.65610714959291e-11,17.9571093322422
"NUP93",1.37582198332429,8.88728189686135,7.48617096852302,1.58411619434998e-12,4.70507768977891e-11,17.9446733456798
"HYAL1",-1.80148673390954,5.90667864370964,-7.46534588668476,1.79843577440026e-12,5.32950092327387e-11,17.8208457905956
"VWA5A",-1.07775449278617,7.9447117490936,-7.46125956330812,1.84373285986277e-12,5.45134529699563e-11,17.7965724235525
"CD34",-1.07941621063509,8.28629679846912,-7.45482372131532,1.91736881435147e-12,5.65623800233684e-11,17.7583587191446
"GDF1",2.61304209897637,6.87105211175113,7.45263350411113,1.94308464192531e-12,5.71916041671877e-11,17.7453585106996
"PDGFC",-1.74243833056205,7.90928688806453,-7.44881711037648,1.9887099548944e-12,5.84026781573605e-11,17.7227114787107
"PLPP1",-1.01733245097667,9.30240758113437,-7.44761152718769,2.0033414599184e-12,5.86029910662676e-11,17.7155588209609
"CD248",-1.22746940981499,8.84316470884688,-7.44751481264777,2.00451982633295e-12,5.86029910662676e-11,17.7149850491103
"LCE2B",-3.64646328931724,6.63165307182465,-7.44284753318517,2.06220657360826e-12,6.01546118865282e-11,17.6873011124255
"LEPR",-1.06319838389978,6.39863924193193,-7.44228464142665,2.06927364122234e-12,6.02260245712011e-11,17.6839630281956
"MAD1L1",2.86167015865289,8.90455221598127,7.44082984077955,2.08764951718538e-12,6.0625527961203e-11,17.6753364112762
"SNCA",1.45573952775235,9.42483716087737,7.43697923087981,2.13706854189447e-12,6.19227482616933e-11,17.6525081156815
"UPP1",1.98599167986466,8.71262669473333,7.42248054630597,2.33372698138465e-12,6.73563654077064e-11,17.5666166279585
"PER3",-1.09671724187604,7.62209390435519,-7.42239602589514,2.33492423991742e-12,6.73563654077064e-11,17.5661162174978
"RAB25",-3.34722888000022,6.99069926506488,-7.42008115141494,2.36795195067331e-12,6.81583344035968e-11,17.5524121362826
"PIK3C2B",-1.62316754636693,8.25429448481325,-7.41395175746421,2.45764762011769e-12,7.05842892482699e-11,17.5161385066037
"SDC1",-2.30432646821181,8.84395587226942,-7.40753237616912,2.55518315458848e-12,7.30636691944719e-11,17.4781681285226
"GABARAPL3",-1.24428761365398,8.51293678220787,-7.40675929224287,2.56718413761398e-12,7.32462012480278e-11,17.4735967083173
"STXBP1",1.74067656586082,10.6147538063469,7.40020533956726,2.67118549456132e-12,7.60471346366484e-11,17.434853282849
"PAK6",-1.81495625152458,6.42153616076269,-7.37882851712422,3.04016375053949e-12,8.59884927186212e-11,17.3086293129258
"SMAGP",-1.56439976077663,7.3306900491823,-7.37513051396956,3.10891138844303e-12,8.77426311556465e-11,17.2868161196413
"OPN3",1.21238855597356,9.40956965890964,7.36971265469266,3.21241145259004e-12,9.03268464540214e-11,17.2548700928229
"SFN",-3.44554096416829,10.2503984746782,-7.36961382926104,3.21433060469867e-12,9.03268464540214e-11,17.254287507933
"STAP2",-1.31637233368954,8.13245163175544,-7.36105367166151,3.38493202031488e-12,9.49164056191092e-11,17.2038426093788
"LY6G6C",-2.36286743462092,8.11720352265279,-7.35251516100967,3.56399848805735e-12,9.95095851943894e-11,17.1535607847411
"BCAM",-1.2373935848284,7.16602984500258,-7.33740387868448,3.90410633619054e-12,1.08540815602534e-10,17.0646601370931
"CITED2",-1.76710544259599,7.37178548622839,-7.33665716806427,3.92171859452864e-12,1.08798486710764e-10,17.0602700809914
"GAN",-2.01777474650871,4.78165671274337,-7.3361840542734,3.93291822738138e-12,1.0887753878307e-10,17.0574886945745
"CYBA",2.11761895741389,10.0752117468938,7.33484227165946,3.96485312442488e-12,1.09529067562237e-10,17.0496010903264
"TMEM45A",-2.58862633704616,9.48946455956118,-7.33345225750691,3.9982058106716e-12,1.102169250853e-10,17.0414308875824
"COL4A5",-2.56648426807468,6.46794578028087,-7.33306395743831,4.00757224816608e-12,1.10242055999657e-10,17.0391487125469
"HEY1",1.93523589932878,9.86162930870084,7.33005418144052,4.08091117255736e-12,1.12023159534685e-10,17.0214617099587
"GSTA3",-1.84983333364496,5.35808748716435,-7.32679184213799,4.16190048688633e-12,1.14006345480065e-10,17.0022955213893
"TLE4",-1.40753371687968,6.30372253476427,-7.32586580180428,4.18517755601823e-12,1.14403627154972e-10,16.996855999495
"TP53AIP1",-1.46212316003697,5.3776157681837,-7.31903344857706,4.36093302906871e-12,1.18958589468675e-10,16.9567360304514
"CCDC28B",1.10017510237618,6.47520865923238,7.31768705869369,4.39641692558377e-12,1.1967615927492e-10,16.9488326512705
"CDCA3",1.29363833702827,7.43972816584932,7.31578675362045,4.44698448487159e-12,1.20549336170978e-10,16.9376792742191
"METRN",2.00975575048098,8.60424505655986,7.31233990693765,4.54017473675253e-12,1.22124761375379e-10,16.9174533711856
"PPIB",1.15141461235039,11.5258239131467,7.31225240709145,4.54256532456928e-12,1.22124761375379e-10,16.9169400029095
"GHR",-2.20123464629693,6.21022081670401,-7.31102807085211,4.57614604860373e-12,1.22522316894752e-10,16.9097571231312
"PKP3",-2.01424689321132,7.60867502492065,-7.31060559729422,4.58779027699745e-12,1.22582371765922e-10,16.9072787454666
"MMP7",-1.60003837425855,7.27864949267487,-7.30799893846617,4.66028452669893e-12,1.24264723811099e-10,16.8919891126116
"SCGB2A1",-2.37428633834123,3.97670967428679,-7.2943166362854,5.05974776399151e-12,1.34640920601399e-10,16.8117889292124
"ICAM1",1.18647856575496,8.95474968086969,7.29340716248087,5.08746674355444e-12,1.35102808287589e-10,16.80646122455
"DSC1",-3.9768353334002,6.61602662159909,-7.29187445764623,5.13451999068524e-12,1.360752157694e-10,16.7974835500906
"HJURP",1.59466084517369,7.7999139518036,7.29043033412352,5.17924659998806e-12,1.36977939133228e-10,16.7890257920183
"HMG20A",1.01690082981909,9.25529523412036,7.29009802730363,5.18959290833764e-12,1.36977939133228e-10,16.7870797254531
"ZEB1",-1.18809586915713,7.90458360712953,-7.28949967527443,5.20827392526516e-12,1.37193300427338e-10,16.7835757731497
"CCL14",-2.29590894822801,8.3019093697265,-7.28719766183265,5.28076526595168e-12,1.38822375610371e-10,16.7700968183299
"QPRT",2.18323483558913,8.23096760436314,7.28663842635201,5.29852557566392e-12,1.3900900398608e-10,16.7668227275103
"RAB27A",1.58299010393384,9.6229632024456,7.28255608717197,5.42997086478901e-12,1.42171466076273e-10,16.7429270084991
"WARS1",1.71070533851137,10.7733852788116,7.27658660331773,5.62799082690924e-12,1.47060866517173e-10,16.707999824792
"AOX1",-1.56101681645037,6.36708187233431,-7.26752787181956,5.94217272295939e-12,1.54959980269335e-10,16.6550312545267
"RNF39",-1.74414113327764,7.65003173103879,-7.24867566528804,6.65253730253855e-12,1.73138590594411e-10,16.5449282891744
"TFAP2C",-2.29460254783706,7.6278814689537,-7.24536387269722,6.7857035004286e-12,1.7625256562169e-10,16.5256045792103
"LGALS7",-5.39706414494611,7.27060865420004,-7.23279932097166,7.31526264504654e-12,1.89253392120559e-10,16.452342338516
"PKN1",1.51509339716201,8.20657031031547,7.22970150393799,7.45196904494668e-12,1.92408365103089e-10,16.4342914660401
"COL21A1",-1.82662983072109,6.09305650822053,-7.22778790200885,7.53767202016351e-12,1.94236572076901e-10,16.4231433660656
"PLP1",2.17188641630479,10.2139859088991,7.22704450792829,7.57122738857308e-12,1.94716437711251e-10,16.4188130567025
"PTGER3",-1.06355728327082,6.20473647081799,-7.22365685136402,7.72601470715894e-12,1.98306113713869e-10,16.3990832736971
"KLF10",-1.2263434769981,9.34484023113897,-7.22094306004101,7.8522602155692e-12,2.00856500985852e-10,16.3832822312355
"PCOLCE2",-1.5866272076353,7.03813054312824,-7.22085935219465,7.856186479238e-12,2.00856500985852e-10,16.3827949010374
