"","MEblue","MEtan","MEmagenta","MEpurple","MElightcyan","MEgreen","MEgreenyellow","MEbrown","MEcyan","MEmidnightblue","MEyellow","MEblack","MEred","MEsalmon","MEpink","MEturquoise","MEgrey"
"Metastatic.Melanoma.26",0.0106884599978969,-0.0508819874519398,0.0479653053612119,0.106763139340226,-0.0117144003435709,-0.0736553215163112,-0.0595865212080953,-0.0447311545198772,-0.00566687376983426,0.0173054869955285,0.0971623202945438,0.0894099947076537,0.0293432089944601,0.0347723974335249,-0.0588217318493818,0.00899692800069672,0.00587461956952445
"Metastatic.Melanoma.27",0.0147071441956582,-0.0249093641558978,0.0271371356068766,0.0794725110780042,0.00718830136242239,-0.0174518996828458,0.0513268657261873,-0.0298788461909974,0.124773400023422,0.00256714068069,0.0457616874712766,0.0886581254576685,0.046461055669938,0.0112083712147388,-0.065264141753141,-0.0938257670156372,-0.0103967172988314
"Metastatic.Melanoma.28",0.0260636116583603,0.000998889921041146,0.0339289548928404,0.0383788718045927,-0.00539920388496064,0.00957132750927612,-0.00634743466884287,0.00813826201854908,0.00898807740423393,-0.0844148802590969,-0.0450345953637948,-0.0389676176797034,-0.0639517349120404,0.0142786446935974,-0.0401921221215733,0.0802060141597296,0.0236711379650773
"Metastatic.Melanoma.29",0.0875552200436405,0.0694125587675033,-0.00661899110824357,0.0168699420470342,-0.0653792453852645,-0.0520020704946883,-0.0078789644420515,-0.0274050117373373,0.0791028909778024,-0.0497596372422318,-0.02669969457997,-0.0028020337082406,-0.0393134098671864,0.0394068578111674,-0.0344703683471113,-0.0514913392136822,0.0167064922606256
"Metastatic.Melanoma.30",0.0259288029568073,0.0217125210543566,0.0414728741908758,-0.00273873959419216,-0.0454769398532843,0.0150345200731891,-3.26764041084954e-06,0.0346213473175762,0.0734767170769378,-0.10788148044179,-0.0573603388197713,-0.0612269230604126,-0.0800367883767796,-0.058773889281487,-0.0463234871379438,0.0799797801716534,0.0372014233238322
"Metastatic.Melanoma.31",-0.0243039875646178,-0.0904372436757352,0.0019992182864813,0.063868874291864,0.0395603810863151,-0.0198297303826495,0.0182530985580602,-0.0326292349324903,0.104623947491879,0.0206411921021135,0.0822956026260947,0.0875464914718794,0.0437991463800119,-0.0342078880838362,-0.0469432006881629,-0.0485975510556406,0.0601756284714553
"Metastatic.Melanoma.32",0.0140067770559393,-0.0572683068923929,0.0371530367075929,0.0664752907840934,-0.0055543510452396,0.0269384202133044,-0.0246788119579849,-0.0464807729203293,0.0199123657881163,0.0131507853555678,0.0618962733191096,0.0391383453551621,0.0219227164690884,0.00594142558846987,-0.0253071500552162,0.00792820462347726,0.0328786329902576
"Metastatic.Melanoma.33",-0.0360337901929685,-0.0654482535893006,0.0214190182017908,0.0628204550851262,0.15793806664024,0.0788148477695573,0.0661780135270837,-0.0408887464835417,0.121905419503281,0.00192874359240493,0.00498618521907228,0.0771934886954488,0.0379585917430279,-0.0670301956688441,-0.065164178419806,-0.0652096091546851,-0.00498810489098528
"Metastatic.Melanoma.34",0.00660436061001111,0.014776749747809,0.0320321053476478,0.00862587524942989,0.133773043530242,0.0188306235940595,0.0330276927561923,-0.00280120450893928,0.0929614932980679,-0.0710273058934588,-0.0265419154711442,-0.00624029263791447,-0.0549793723709091,-0.0651937437831062,-0.0384147840700233,0.0381129864807271,-0.00124725745332894
"Metastatic.Melanoma.35",0.00392747744072714,-0.0562362065534185,-0.0228034090625833,0.0269030473070285,-0.0719502440994464,-0.058358920221656,-0.0511781015107347,-0.0254056595651178,0.0208576558750186,0.0352287502339561,0.0364833884868915,0.0168510716036997,8.65105732778356e-05,-0.019460521854014,0.0295532009886688,0.0314521684095221,0.110629722342367
"Metastatic.Melanoma.36",0.00867540385115781,-0.0563201207348505,-0.0200039815138112,0.0814634177347372,-0.0889172925348678,-0.112035632985594,-0.0559335698706304,-0.060956066828683,0.0402718688625566,0.088553362965812,0.0843013166996089,0.0914454312487976,0.0537197218989501,-0.0253788934105539,0.000747458447917976,-0.149993626421729,0.0632586835760932
"Metastatic.Melanoma.37",-0.0241987095345993,-0.0523080717087555,0.0793203660011744,0.0719350072281806,0.154484796016251,-0.0418314433930975,-0.0574587145182385,-0.0859226345027569,-0.069826013991072,0.11237074208971,0.0546938966413627,0.0628692041520355,0.0743531678116017,0.0119592996245367,-0.00286427522298746,-0.092697223847401,-0.036258605218398
"Metastatic.Melanoma.38",0.0881253108117924,0.0701158168383747,-0.000575434782519556,-0.0253078089473672,-0.0824916839964926,0.0268449313836526,-0.0143088922342228,0.00564926649743242,0.102925184191231,-0.142677539777171,-0.0826285981772136,-0.166267430462601,-0.16363349751188,-0.0777811203146567,-0.0322352170310878,0.10270326452943,0.0417271630881547
"Metastatic.Melanoma.39",0.0528957922908192,0.00966262779230569,-0.0852826004110175,0.0309031748604833,0.0117578702617452,-0.00618249315997163,-0.00148557125953987,-0.0242870103471996,0.0925895417604452,-0.0635606221852931,0.0435801461047523,0.00862970390456918,-0.0600421152454076,0.0245252071180331,-0.0686392074152826,0.0205623562877033,0.0298072110061523
"Metastatic.Melanoma.40",0.0750402593691223,0.0401666516744757,0.106228697304697,0.0743312341892305,-0.0201249943759436,-0.0582939966385039,-0.0806195565867264,-0.0601867173272189,-0.0776636499801981,-0.0518727232559757,-0.00852864728983964,-0.0124483278051235,-0.0450316323862164,-0.00308814931792085,-0.0378416091351899,-0.0175637032401824,-0.0124420814610729
"Metastatic.Melanoma.41",0.020908680813909,-0.0170322279107765,0.0408203277379917,0.100290694916055,0.0960257322633225,0.0352986136928202,-0.0230625808953335,-0.0856820278765967,-0.0683991186742578,-0.00393550670039293,0.0405438526935607,0.0613409153308908,-0.0325852739804759,-0.0873469616512706,-0.111168609378184,-0.118630732765833,-0.0639693624152249
"Metastatic.Melanoma.42",0.0248953229595158,-0.063848578002348,-0.00703139234101447,0.0380734143599577,-0.0312790961261978,-0.0516572844366563,-0.0641651589886787,-0.0404349108254327,0.047146109492503,-0.0269711532444654,0.0697275163050759,0.00763326990471641,-0.0403362934943153,-0.0535466206864532,-0.0471203651477343,0.0561666555930783,0.165139420180708
"Metastatic.Melanoma.43",0.124178318416417,0.154200620594982,0.0723754370009495,-0.0977036619639368,-0.0575509960264268,-0.0302661601477061,-0.0954804341428048,0.0157738342020916,-0.0996288153717451,-0.138591649610968,-0.157422290995973,-0.277762920231276,-0.187757798792524,-0.115311138806084,-0.00699370472104477,0.140276727329143,0.0697016135071405
"Metastatic.Melanoma.44",0.00849127916794642,-0.0338599554358908,-0.0039088080848158,0.0674034369804336,-0.047412814364078,-0.0418583661556088,-0.0341817942352006,-0.0553851389461138,0.00925646970498996,0.0403905303944789,0.0945435063,0.0771689536198849,0.0508246032014535,0.0882808997476356,-0.0306507754159377,-0.0294470983976887,-0.0160510425206236
"Metastatic.Melanoma.45",0.0826546762184714,0.041518162871749,0.10503052955667,0.0539253319319441,-0.008504346656451,-0.0347811360840949,-0.0816598943412043,-0.0358575409833279,-0.0708889698272848,-0.0632653211971565,-0.0210439335336629,-0.0485561508859006,-0.0586854536797189,-0.0174052095360666,-0.0167187408798064,0.0659986786507548,0.0239545454036193
"Metastatic.Melanoma.46",-0.083132141079672,-0.14950179529596,-0.0324234369113282,-0.0581133325031628,-0.0400414681433641,-0.0209320982525807,-0.0464939511896308,-0.0064678432804392,0.00360405988538115,-0.032348370577365,0.059284253075346,0.000833171189437093,0.0303733843035833,-0.305361061837557,-0.0241421614358654,0.17980138932019,0.225957479246208
"Metastatic.Melanoma.47",0.0050541268960222,-0.027176645174668,-0.000357065114207902,0.0264074891279415,0.0868533605854738,0.105349783779483,0.0265128220193,-0.0443305738986254,-0.0444994642202652,-0.0505451494696389,0.00889242365033282,0.00243573427125154,-0.0472256389160004,-0.0297745710606887,-0.0485794943254981,-0.00271253249944524,0.0219773796358164
"Metastatic.Melanoma.48",-0.00136256654907831,-0.0793192329683881,0.00373832048471379,0.0330448034623067,0.0209523627585277,-0.0704071067660122,-0.0621696501468597,-0.031459904630919,-0.0464639045354747,0.0102493672648697,0.0805591848663208,0.0507413578815517,0.0203177468581631,-0.0193930815024198,-0.00389643647205257,0.0637040959793709,0.156554733415604
"Metastatic.Melanoma.49",-0.0124445518940933,-0.0322010848950402,-0.0405590163826632,-0.00438193619783778,0.0599932987747074,0.157958129899462,0.0704945820735187,-0.0379965414918311,-0.0178832337106186,-0.0297586404681684,-0.00166046511123224,-0.00476193258205999,-0.0252179118162321,-0.05391760124698,-0.0307454634055601,0.0143990946683298,0.0233505424901156
"Metastatic.Melanoma.50",-0.00253445635646661,-0.0284179530152609,-0.0333802600683211,0.0240900240007106,0.0720834298518264,0.165241465802641,0.0803204523431073,-0.0422236969953916,-0.00990372660386018,-0.0322697868522393,0.0104568558442206,0.0173290523407338,-0.0186828140298758,-0.0344697296535229,-0.0420811219701636,-0.016465101298953,0.00640531466514055
"Metastatic.Melanoma.51",-0.032585490407177,-0.0733911454599033,0.0341777918644967,0.0662939252132678,-0.0600230377327953,-0.0451685569172544,-0.0403187801999244,-0.08063593652613,-0.0720019309532362,0.0428305089567764,0.0965900980652695,0.11640638477835,0.0900256127411306,0.0532516075751393,-0.0280581317914072,-0.0850131420150067,-0.0309467726645257
"Metastatic.Melanoma.52",-0.0595792532135022,-0.0472494258305253,-0.121377120393027,-0.00153716250706916,0.0358302364644121,0.174945229782528,0.131573621139311,-0.0315935375927499,-0.0112334411655103,0.0173839889155711,0.00701288023529593,0.0634093796849947,0.0615389030670865,0.0340597541521604,0.0116667788542752,-0.0375012351743806,-0.0378710468153111
"Metastatic.Melanoma.53",0.017698171522576,0.0333908870840399,0.0510552927485422,0.0650550627046365,-0.0591104076685625,-0.09198476384661,-0.00368866993479545,-0.00812906152399395,-0.00629515455207206,-0.00571033592252789,-0.013078139973602,0.0778171502183675,0.0448449304662851,0.00946768953200309,-0.0364198160323873,-0.0753341267830334,-0.0506168732385923
"Metastatic.Melanoma.54",-0.0302327208126365,-0.0555628667696918,0.0700141312007391,0.0298391450281587,0.166302598965495,0.00198327730491826,-0.0397807356757619,-0.0581623443970564,-0.0698073703480581,0.0978477032233391,0.0297659996462539,0.0268818826629146,0.0650095804607623,-0.00192852945903504,0.0533096477367434,0.00944351875636048,0.00950034743544674
"Metastatic.Melanoma.55",0.00755376868134776,-0.0630138034189778,-0.00326894793684231,0.0607807535443824,0.0230643487707062,-0.0815337153762082,-0.0628278365740706,-0.0507750791211514,-0.0354619651300008,-0.00673931551132109,0.0691488711218878,0.0601539955110537,-0.00462346783442957,0.0123088007894111,-0.0576603535079348,-0.0100358506711238,0.119272275436427
"Metastatic.Melanoma.56",-0.0441942633255426,-0.0624022478682981,-0.0388739797138563,0.00496020932401668,0.0497792237855591,0.112735129388137,0.0830875191132577,-0.0167472355738785,-0.00510481916748132,0.00657450245959166,0.0252388471887616,0.0316044940885856,0.0506581642652974,0.0495351448370355,0.0510880063794075,0.0380089855674135,-0.0015243631189087
"Metastatic.Melanoma.57",0.0917074146010924,0.0661196705092016,0.109926513375885,0.0546225748928386,-0.0104509995797492,-0.0392668341194852,-0.0462060325596746,-0.0450242543393453,-0.0131290664770493,-0.0175318952745306,-0.0326145852930603,-0.0492476960861049,-0.0659392821836563,0.0109178164667654,-0.0195233592727988,-0.0392091816022056,-0.0401918136213324
"Metastatic.Melanoma.58",-0.0545405647450237,-0.0563523836907485,-0.112686280631099,0.00204403908289407,0.0274661441354753,0.168420018879761,0.109927389507754,-0.0270776203991617,-0.040409215840093,-0.00344857796632144,0.0222664856485955,0.0615565554529075,0.0482970245178396,0.0826762302980157,0.0186393649322514,0.0190503135049239,-0.00281611754185222
"Metastatic.Melanoma.59",-0.0500774777560166,-0.0445876953584543,-0.0753378190334431,0.00510476840158558,0.0768867499722433,0.138564581811206,0.0886622347611471,-0.0532961829394968,-0.110344540162815,0.0241558625104349,0.0123678720906735,0.0601662566059146,0.0511509086372606,0.0891302389952078,0.00385805022236678,-0.0743084839312909,-0.0394624197507193
"Metastatic.Melanoma.60",0.0208314188325039,-0.0661312718992479,0.0772715753728424,0.109725272982788,-0.0540277716024758,-0.070378397399231,-0.0457423464152926,-0.0546837943517001,0.0658957722141967,0.050356903022998,0.121801021713324,0.064672068253267,0.013930082006051,-0.0411333792499012,-0.020604683267072,-0.00294757393443874,-0.0164598306938463
"Metastatic.Melanoma.61",-0.0575569132999456,-0.0749744143388315,-0.0685015886796758,0.0308311649448487,0.0851167066881647,0.144433492531773,0.0956320902945657,-0.0471852612554849,-0.0938958180463548,0.0244065865778698,0.0279686401700268,0.0766096212118113,0.0670636452089734,0.0768502234875876,0.00718852742656342,-0.0413244614339716,-0.0261937925536257
"Metastatic.Melanoma.62",-0.070946533456521,-0.0815842901028381,-0.00433583912795166,0.0712849892512123,0.0815539530798588,0.134996477915854,0.079874567526459,-0.0606646880362212,0.018637196346856,0.0137639762795167,0.0655721261012059,0.109577875359062,0.0541707982118193,0.0234727718553593,-0.0436961489698421,-0.102437150427887,-0.0360461649818254
"Metastatic.Melanoma.63",-0.0226591726015452,-0.0517628675368801,0.0106414178860475,-0.006072129409362,-0.0231523493372343,0.0703368495440223,-0.00908440485589408,-0.026040361646736,-0.0804550818919082,-0.0751600472956736,-0.0162605106405288,-0.0324734227156149,-0.0549376786785798,-0.076244647745678,-0.0420754694575806,0.0761430374011659,0.0670300942691579
"Metastatic.Melanoma.64",-0.0369065354318064,-0.0659858796750121,0.054065321770249,0.101983394828479,-0.00789663261789239,0.0738590965257758,0.0458471078907682,-0.0577527929168972,-0.0432907668194144,0.0009863644607409,0.0800541211480823,0.118265467060809,0.05915731616014,0.0220129060040411,-0.055857605571131,-0.120674921664087,-0.0554668243462597
"Metastatic.Melanoma.65",-0.00777779692815438,-0.0577571672815069,0.0249291102880913,0.0287637665585851,0.0829950837648303,0.0560100426316867,-0.033677894058121,-0.0637873720468599,-0.0890000514503406,0.0713842738873839,0.0688188475113791,0.0144128164304422,0.0104254646532914,-0.0536236692778281,-0.0331042683883988,-0.00431056725799074,0.0300003167332595
"Metastatic.Melanoma.66",0.0128533472808247,-0.0264748928010156,0.0554775943700588,0.0660546728525417,0.0436423799180583,0.0542904062690621,0.0155243576386467,-0.0328101061452057,0.0834631921408351,-0.0304067097451647,0.014577058225069,0.0137267334514087,-0.0254570976684223,-0.0919688665555611,-0.0177721349968002,0.022693921297102,0.00848115965200709
"Metastatic.Melanoma.67",-0.0396094828942462,0.0233502575018303,-0.0335979260236142,-0.0365990408054415,0.00396045335325473,-0.0154903735270017,0.0585403849618131,0.086970251848084,-0.00996958497185092,0.0679582029306633,0.0103132050996504,0.0441229385124824,0.0841900672405963,0.0662082078507971,0.0248006953907477,-0.0140341216142863,-0.0801474721602314
"Metastatic.Melanoma.68",0.0331191415830735,-0.0301099077797655,0.0479532078351696,0.0940205875700598,-0.0293232316243927,-0.103165078823873,-0.0930215184737249,-0.071556471432966,-0.0242439242877315,0.0163827913825518,0.0677142319040933,0.0570046796705678,-0.0292203516033243,0.0385133434542337,-0.0987574128833515,-0.0712531774878777,-0.0384003794084251
"Metastatic.Melanoma.69",0.0112323117338141,-0.0164379937088138,0.0450278142327802,0.0522751712551528,0.0482277969280207,0.0409600242991607,0.0130105336077527,-0.0453703811452761,0.0499981264679409,0.015243822017473,0.0365615981758292,0.0291400758565089,-0.00122972002043803,0.0280904701095537,-0.0304056569876661,-0.0232112808344108,-0.00152370664249291
"Metastatic.Melanoma.70",0.0249628082835563,-0.0383660282746322,0.0419073545248565,0.0518417657059067,-0.00815574598672447,0.0177846580040334,-0.0308341641464678,-0.0621020942600416,0.0137266119583014,0.0315155969053754,0.0532076383403586,0.0281757623183944,0.0158925996126646,0.00712789830117133,-0.0461432570819783,-0.0405352962285452,0.0172106421831694
"Metastatic.Melanoma.71",0.0483265035038814,-0.0200710293378554,0.0363857747033421,0.0861569746163838,-0.0945254402560196,-0.0583999545124215,-0.0653605461084769,-0.0402659417670497,-0.0253454884068441,-0.0205545578065008,0.0640472202615744,0.0150414810376059,-0.0242336216305163,0.0794101829253348,-0.0495218833788939,0.0218504247925284,0.00575848125836251
"Metastatic.Melanoma.72",0.00848055619807831,-0.0701551593438218,0.0731895437219116,0.113967962958916,-0.0526190855473787,-0.0729215247970543,-0.0267773010721157,-0.0581972099298318,0.087449518913795,0.0376759537537861,0.113638097744405,0.0759633603858268,0.0362890162745561,-0.0951526782568335,-0.0287825227252234,-0.0624290607560236,-0.0333470476429359
"Primary.Melanoma",0.023949091670869,0.0534137557353729,0.010407234274225,-0.0140066951072889,0.0635438707760261,0.0674990981646596,0.0235007079635286,0.0210671203646861,-0.00834722074742394,-0.105403416956497,-0.0995519203193905,-0.0976746404451278,-0.136605213115678,0.0271733556929651,-0.0829399118254476,0.0303720525121206,-0.0223765935057582
"Primary.Melanoma.1",0.0156604163407383,0.04046590423637,0.00168289391117022,0.0412734978177609,0.0591576361701419,0.0333102235743185,0.0593648230714404,0.045098939829268,0.00792554721606229,-0.0121407638862069,0.0105268586549604,0.0309667433823119,-0.0215073122387579,0.014986271237208,-0.0956354840070757,-0.151231563284639,-0.102012473170396
"Primary.Melanoma.2",0.0680759832935037,0.0871193288098082,0.0505884838795244,-0.0206423559510387,-0.077731394408065,-0.0575956773502904,-0.0395996474615284,0.0334342618116335,-0.0221841461533653,-0.110253124497028,-0.0854480859738078,-0.10209452825121,-0.135988465334877,-0.034301960451309,-0.066116515577805,0.0624616550942456,-0.00269991267923395
"Primary.Melanoma.3",0.0543753832657027,0.0815661466244843,0.0504230252995597,0.00200633974304588,-0.0491467976800644,-0.0939307316278944,-0.0412687849610805,-0.0325937922825907,0.0202177106994125,0.0644034077718803,-0.0321294427384807,0.0013684320208866,0.0202217551254707,0.0632575757353401,-0.0217385161419746,-0.093448861566371,-0.0555066878840922
"Primary.Melanoma.4",-0.0242510858743203,0.0425913480772609,-0.0470523934299027,-0.0587660462261759,0.0373303195565401,0.0538225301136874,0.0493151550304779,0.0873886053300081,0.0208241061480119,-0.0553480077677765,-0.0817931121491731,-0.0607899106389842,-0.0625119209643231,-0.0102325715740164,0.00182809358201466,0.0911455581602931,-0.00833490770470557
"Primary.Melanoma.5",-0.00870356549535208,0.0470705883660034,-0.00496574414149493,-0.0457484340076423,-0.0116082202291831,0.0204618397204724,0.0307884990249863,0.0670310662014865,0.0278593283027129,-0.0371501068167646,-0.0757802663512566,-0.058767948007945,-0.0683002371327531,0.0307977852767971,-0.0272014661023849,0.0195604787427024,-0.0499477698517218
"Primary.Melanoma.6",0.0183450273185884,0.0676056088475532,0.0367086065481465,-0.0411235627177612,-0.0113759526762311,-0.0409224445166176,0.0166510601910479,0.0269372440808195,0.0474918870583373,-0.0238895814685021,-0.0966081880699074,-0.0935547737730986,-0.068000361175747,0.0493063908185076,-0.013093355648888,0.0738016904931608,-0.000173539851255558
"Primary.Melanoma.7",-0.00625534320171247,0.0898456382094296,-0.0782055899263248,-0.0306206002672816,0.0124412041365421,0.0553774240837125,0.0887051556914937,0.111151519234793,0.0360136759205805,-0.0750967487354946,-0.103459404916434,-0.0336384881571188,-0.0765148826513208,-0.0234531980576645,-0.0535674002673556,-0.0492710999339803,-0.0885722490639183
"Primary.Melanoma.8",0.0189690499550651,0.0556923430480694,0.00483526696095865,-0.00349520863701083,-0.0136358480088952,0.0349130480011078,0.06686427799053,0.071576138702874,0.0680728451117528,-0.0702492425218494,-0.0655372053842152,-0.0315063063147236,-0.0662192788825364,-0.0483352125530159,-0.0606248632525015,-0.0186427635944345,-0.0438847825352918
"Primary.Melanoma.9",0.0259757024014338,0.0560293742544702,-0.0236620998308759,-0.00887587591447788,0.0270806962352886,0.0418395577958116,0.0531980539051428,0.0388077339778709,0.0705900531949121,-0.103522863119023,-0.091429228003955,-0.0453826335802629,-0.107686605998819,-0.00284500576112639,-0.0654676670107941,-0.00236539113689237,-0.0510062182809634
"Primary.Melanoma.10",-0.0111315976779559,0.0482190989645315,-0.0161709451157841,-0.0352228392649184,0.0399859138510055,0.062835340388429,0.0605800875498898,0.0595416965054635,0.0163203432514933,-0.0551926960817596,-0.075323872465711,-0.0580469359448866,-0.0625397842504523,0.0478738394790318,-0.0222851867000776,0.0383666984212865,-0.0456649651970004
"Primary.Melanoma.11",0.00650348663777045,0.0464919089028067,0.0179153427637851,-0.00895217063354924,0.0104768155338787,0.0153860091720219,0.0285865875113031,0.0451349575663051,0.0310001916819345,-0.0651603789663936,-0.0648653869065835,-0.0406192955218972,-0.0599899110282401,0.00999216989692654,-0.0365679421655508,0.0335196759644328,-0.0363085191169622
"Primary.Melanoma.12",0.0210406813428997,0.098425500765458,0.016379164005918,-0.038852937468252,-0.0796544945775142,-0.0669200855071404,-0.0119543055509886,0.0758055568702982,-0.037806906713922,0.0198312047770014,-0.0643332809630892,-0.0669479822268165,-0.0485372606168039,0.0280831875053647,-0.0042794129740757,-0.00447869451361575,-0.0808782826930412
"Primary.Melanoma.13",-0.0193590425129866,0.0493988828988217,-0.00501927390253078,0.0101667079167113,0.0829929967210495,0.00339485049527135,0.0671122872911899,0.0796219376339473,0.0409011284562682,-0.0473453442424433,-0.0496925903040358,0.0145457624843768,-0.0312215555491317,-0.00428530585670079,-0.0633857029275372,-0.0458882841964335,-0.0860024860514053
"Primary.Melanoma.14",0.022907048783128,0.0123126647010116,0.0347852615314414,0.049510857327385,-0.0558021255806384,-0.0235512701343293,-0.00803092929719825,-0.00248012763464369,0.0375611870987181,0.0131144620156491,0.00602912109402763,-0.000533215226295074,-0.0425402626605109,-0.0337978955432001,-0.0573355955880066,-0.0820602555022278,-0.0477326845020088
"Primary.Melanoma.15",0.00645925984318864,0.0496603300240507,0.00620328084637063,-0.0199226652973056,-0.00403326874699824,0.00495753178135624,0.0233983618735382,0.076474425215969,0.0661053371233984,-0.0932639322443534,-0.0935025210863447,-0.0641194315922171,-0.0970323913442077,-0.105619263028924,-0.043090037328353,0.04323293533197,0.00787985443781079
"Primary.Melanoma.16",0.0319681827551227,0.066649409317509,0.0577212197616224,0.0293630433572449,0.000361152982911108,-0.0169156328274965,0.0272415892126763,0.0250281640673682,0.0553491427301623,0.073142286359758,0.0160172934716875,0.0532614055284332,0.0450315243312235,0.00160636771276312,-0.0464706756805861,-0.172638301800153,-0.117213004506623
"Primary.Melanoma.17",0.0369053276904235,0.108155731507989,-0.030980629207028,-0.0072440627698382,-0.0364164294984244,-0.00707727767506789,0.0528098780464151,0.0991784880890805,0.0260539627767079,-0.0132970661109944,-0.0608797838294677,-0.0144948129426677,-0.06236038659563,0.00449509973861972,-0.0953179841326411,-0.159757883699968,-0.0970389699718235
"Primary.Melanoma.18",-0.00449897479310208,0.0632037163160479,-0.0806439707708264,-0.0962596393719618,0.0200018397655782,0.073639679020901,0.0482698551296465,0.0883565380623885,0.0243640673611087,-0.0980003137333006,-0.112132793387068,-0.0924889256684555,-0.105424232151505,-0.0247250691028933,-0.040155955386634,0.0310423470752827,-0.0343226786006034
"Primary.Melanoma.19",0.0266968187351348,0.0993972718779013,-0.0476135042207566,-0.0917352902603823,0.0591501526189763,0.0917507729209047,0.0920637406954418,0.0829247703883384,0.0419371523774004,-0.0637531313574687,-0.126197926718574,-0.134220555542484,-0.134361240099731,-0.0115884065562275,-0.0335839113112519,-0.003451261223314,-0.0687351488009826
"Primary.Melanoma.20",0.010869693846465,0.0126601595426815,0.0461416453469977,0.0666343202649549,-0.051449737796631,-0.0602448904745193,-0.0121261388608891,0.00435479092212411,0.0416855327293402,0.0102470301274016,-0.0110377609926959,0.0404680669658318,-0.0146435370308933,0.0147071634859647,-0.0905230171732941,-0.0918898458862373,-0.0627332657403488
"Primary.Melanoma.21",-0.0199209986511011,0.0194969891964163,-0.0443223107378503,0.0104754335487586,0.0336017728318099,0.0962641658634584,0.108118181480579,0.0574003470411592,0.0524886638766937,-0.0307292002907946,-0.0412404233498506,0.0329212292106891,-0.0107801692703712,-0.0177147310987581,-0.0713637400804415,-0.057423769406443,-0.0690514344889398
"Primary.Melanoma.22",-0.0468793211199401,0.0110059702880396,-0.00376761320334513,-0.00885995969904645,0.0137278273443354,-0.00234972500587411,0.064518169764068,0.0898380372180314,0.0716587205911091,-0.00947460113970704,-0.0471284590330223,0.00612475199743622,0.00360201564715305,-0.0385145952513104,-0.000396935990768346,-0.00788872790500558,-0.0435803044272249
"Primary.Melanoma.23",0.0379315102890903,0.036971279270934,0.0473462495144944,0.070107065669065,0.141914874951622,-0.0514728639606753,-0.0077976015334286,-0.0153105262664758,0.0516018330732505,0.0301361384021701,0.0345236302433903,0.0688379041133118,-0.0215173377375974,-0.00509061958103409,-0.094604884912508,-0.131834369312905,-0.0695449153248544
"Primary.Melanoma.24",-0.0085053584870005,0.0514332081253876,-0.0124258637125516,-0.025912313983999,0.0423305142560433,0.0305259785480656,0.0630767125391995,0.0718454657236057,0.0679181586340547,-0.0284965897465497,-0.0467971317665186,-0.0179240443903896,-0.0214403546965176,-0.143544019360975,-0.0193487605075312,-0.0337219164670087,-0.0549141546210971
"Primary.Melanoma.25",0.00111503884241613,0.00669577012617818,0.0355276248680622,-0.0191155344956653,-0.0483885254705809,-0.0547859807644002,-0.0695298086812284,-0.0352571523658345,-0.0572142152889923,0.0594286510794224,-0.0171937041181747,-0.0308233811480543,0.0236215927729524,0.0402123139092587,0.0249073289514219,0.00534916311972918,-0.019844421674762
"Primary.Melanoma.26",0.062375462601002,0.165178659003464,0.0275473614436262,-0.0777302877262164,-0.0391549600239932,-0.0152450134710676,0.0299353290839347,0.099215887266265,0.0283435735095044,-0.0092796828309438,-0.106365936197483,-0.105331812173305,-0.0503399298742246,-0.098910421062242,0.0278082533166811,-0.0238772700510641,-0.0618121848345538
"Primary.Melanoma.27",0.046053478158922,0.068188749745905,0.0628429859149014,-0.111785496545899,0.0711024815034839,-0.0320984830257888,-0.0528681412181778,0.0254542896725654,-0.0523089600946269,0.0400625772016216,-0.0447134322069953,-0.147726105894841,-0.0293269383017882,-0.184835370851112,0.0712100243324349,0.0413570411727856,0.00827281977689656
"Primary.Melanoma.28",-0.016925299596525,0.0504863496232087,-0.0449392397351901,-0.154554195093939,0.015809044536937,0.0768999094979346,0.0251559161828357,0.0710661000386925,-0.0226124344357986,-0.102420869239004,-0.134492797289637,-0.176730949151126,-0.118925278516568,-0.0126065347036401,-0.0123657914701163,0.171734186541845,0.0536209838928658
"Primary.Melanoma.29",0.0293937596539978,0.105221262382076,-0.00523512251947253,-0.0202685448291634,0.0327601773145599,-0.0188568209253994,-0.00476774690578629,0.0932253952673176,-0.0220578718625535,-0.0699836364581987,-0.0838744210367139,-0.067541309577159,-0.112253318507952,-0.0389554074354032,-0.0677048910740788,0.00854019925236893,-0.0612173998379558
"Primary.Melanoma.30",8.81089817186848e-05,0.0202117299468549,0.0642386304315591,0.0122712342245236,-0.0428888286383625,-0.0324659173895095,0.0113431675385384,0.00301298955318763,0.0653896842216887,0.0287347737821257,0.00855839260481424,0.0386312347779268,0.028443412585245,-0.0423969949273326,-0.0270107819936241,-0.021487738567359,-0.0248599443617801
"Normal.Skin",-0.0126223964141716,0.108262041288803,-0.0762158101169726,-0.127434885364632,-0.05906241785353,-0.0381836695386343,0.043835840301455,0.0990541317814893,0.0262263461124073,0.0807505278578023,-0.0701314268175682,-0.049760344574783,0.0633109350360274,0.0642767352981496,0.120006265559352,0.0142040291378161,-0.0496365542565303
"Normal.Skin.1",0.00616150545340384,0.12550725600566,-0.113458074821026,-0.00388645138192647,-0.0854093815323011,-0.0518873140821129,0.0810729705888925,0.128591667508731,0.0753914535795879,-0.0166351864370983,-0.0837872158746747,0.0336081987205905,0.02886660979797,-0.01737044865509,0.0208052763208803,-0.14933642399989,-0.122533154902613
