"","MEblue","MEtan","MEmagenta","MEpurple","MElightcyan","MEgreen","MEgreenyellow","MEbrown","MEcyan","MEmidnightblue","MEyellow","MEblack","MEred","MEsalmon","MEpink","MEturquoise","MEgrey"
"Melanoma.7",0.0610495488339677,0.0538808005256061,0.0592003226198308,-0.0344215859117907,0.124429130036707,-0.0416126867918942,-0.0603483474546932,-0.0306191784856374,-0.0479578124503745,0.0341904086508888,-0.00179824481380396,-0.068398911000176,-0.005123739457642,-0.00407623739532691,0.0161251828259934,0.0279336210728425,-0.0259777847723897
"Melanoma.8",0.0762828329898581,0.0603922233018617,0.0553542666216977,-0.0239811292473736,-0.0462113305107707,-0.0404374619240216,-0.0723769227401601,-0.0314833548511244,-0.0482603808727058,0.00408492051066874,0.00207366240337526,-0.0734085570218488,-0.0385219286052408,0.00752444783635787,-0.0104698958976844,0.0398734232056712,-0.0197023285226062
"Melanoma.9",0.0706307019248749,0.0541974749016323,0.0452014872361172,-0.0153328270633758,0.0903504249863409,-0.00133965351302274,-0.0347705012829672,-0.0306522622252456,-0.0258016000020469,0.0181071852810002,0.00649652297745986,-0.0741150809128336,-0.0476787059649081,0.0296140055877613,-0.00879645540545135,0.0250541269292525,-0.0196479728331873
"Melanoma.10",0.065653795522887,0.0695822904537171,0.0678449437586335,-0.0967586680879533,0.0179384274179906,-0.0603869971583514,-0.0849852383305588,-0.0401780673420243,-0.0637716886346553,0.0959219279163988,-0.00462676517426631,-0.0933123367272113,0.0124768686253414,0.0466999030234622,0.0788328398305724,0.008671137860468,-0.0382982515799498
"Melanoma.11",0.0633633394547894,0.0522123961977526,0.0385158306396934,-0.0101186567288061,-0.0850870162918252,-0.0384910562399588,-0.0480153233982202,-0.0397244471096741,-0.0839968688375531,0.0650898933677346,0.0117398887883526,-0.0373867819036729,-0.0122643997728197,0.0260659243069056,0.00924653053826411,0.00149393330900188,-0.0255438586388943
"Melanoma.12",0.0609398072358187,0.0807149582318288,0.0649120469404618,-0.12298319124886,0.0166915627408539,-0.0265010752643051,-0.0694372266334792,-0.0204051745994136,-0.0516899004400144,0.118109168683943,0.00328378814731112,-0.115956050650595,0.00323062702811967,0.031401524729263,0.065823204029403,0.0567332993724051,-0.0302605368810977
"Melanoma.13",-0.0938215174960926,-0.0652474263373463,-0.201755852615121,0.002764450145088,0.0152593284476231,0.202073805376596,0.193304389191413,0.0977700489512099,0.199489290047962,-0.0901084212014527,-0.142522397847884,0.0373736717780481,-0.0417958667119708,-0.108047261394367,-0.0470099500779458,0.0105866189211071,0.082386791835341
"Melanoma.14",0.0427876425597026,0.0323875347520832,0.0452844471692428,-0.0278455997239213,0.00994176605839301,-0.0374656003391527,-0.0513645943225874,-0.0308735091568834,-0.030734283742831,0.0879935937509086,0.0367897953246392,-0.0283077547189501,0.0206074825895642,0.0169757831714308,0.0270030927817132,0.0184158709030362,-0.0138745906148147
"Melanoma.15",0.0524601486132773,0.0261468412889056,0.0433964102391867,0.0214429123434592,0.126281101088554,-0.0689524300097314,-0.0647416432880314,-0.0666713678286647,-0.0196578181493881,0.0759525103677755,0.0564837511442898,-0.0124778546232134,-0.0230057400672221,-0.00870872103432003,-0.0375266144233762,-0.0896117802087281,-0.0579778026753904
"Melanoma.16",-0.0273319008766823,-0.0811937491688348,-0.0129433004203325,0.132982043062051,0.0902437430506585,0.0244858263707042,-0.0112050519415069,-0.0318593605190201,0.0333965360738323,-0.043667846608539,0.0287159306484365,0.0760400498175336,-0.029044961799296,0.00386053045538012,-0.0536279840244777,-0.029632947873042,0.104384778526074
