"Gene","Module","GS","MM.MEcyan","MM.MEsalmon","MM.MEblue","MM.MEbrown","MM.MEpink","MM.MEyellow","MM.MEmidnightblue","MM.MEblack","MM.MEgreen","MM.MEpurple","MM.MEgrey60","MM.MEturquoise","MM.MEred","MM.MEtan","MM.MEmagenta","MM.MEgreenyellow","MM.MElightcyan","MM.MEgrey"
"SNX17","turquoise",-0.0504614497775458,-0.320405821805819,-0.0450691118406921,-0.11077014239418,-0.0540964690953079,-0.186001515037045,-0.255793986857324,0.412253752948795,-0.480810313916742,-0.399947886445475,-0.483321301016444,0.345442811408012,0.936566470453821,0.483859535104813,0.474188576446822,-0.512678916406971,-0.12994178459339,-0.018085040990864,-0.325560077195366
"IPO7","green",0.0464211616317294,-0.341680496492752,-0.243551070598264,-0.464774507947735,-0.374613946666824,-0.455842512879634,0.698440952704953,0.452254609037397,0.547885165593032,0.857761167701561,0.530820813818128,0.241783887301648,-0.410897371099651,-0.0447699314541595,-0.129708918765155,-0.0520671519331373,-0.0683808287846901,-0.0713462292286821,-0.356906902798208
"ACTR3","green",0.0150512332148134,-0.07504664448338,-0.228437325655187,-0.135483400929577,0.0252328731895717,-0.0118732548997427,0.501230136307664,0.0950880523135355,0.555108468348114,0.701283904378736,0.714546400028075,-0.278012333881063,-0.627508127771,-0.369878659510418,-0.242650500514239,0.271082854091429,0.206877697434443,0.0991679977758031,-0.140248350159631
"RBM4","turquoise",0.018433385186897,-0.163862803066988,-0.00627081620207305,-0.110643534533029,0.0123757563865855,-0.115120100872568,-0.185768570646744,0.15208905026966,-0.467000110902407,-0.450885183731157,-0.559322690533659,0.389808926129701,0.704444887752858,0.445163766990203,0.445646818554489,-0.159885009068186,-0.0678070718958289,0.13331484781043,-0.0586438942249383
"CKAP4","grey",0.0813516033875381,-0.160406476163288,0.109826209044245,0.00551041431023826,-0.134701802505726,0.146893815030578,-0.0142815656941183,0.0687990750924816,0.00255159202124836,0.0320444040239422,-0.0462541180188187,0.288872595413086,0.0977950947977016,0.0682176010026482,0.0106622586161482,-0.140694288673349,-0.192498252894009,-0.104619343420815,-0.187685610927307
"AARS1","turquoise",0.0959745744080578,-0.222514278043701,-0.236352604430084,-0.343298641314913,0.0405896836169897,-0.23085389054112,-0.036462201023086,0.0876208563546823,-0.532568280897726,-0.42808789107479,-0.623713053729073,0.347763831583207,0.724920051995867,0.677567140851414,0.633923483987022,-0.353802880893542,0.162890972143209,0.0819329388773688,0.0181687883374146
"UBE2V1","yellow",0.14911843009163,-0.0669151665144395,-0.280498146136282,-0.554290919859992,-0.236606418268113,-0.489627691365675,0.466317196959325,0.0785513100603718,-0.0857490545765999,0.228066987940984,-0.116343824248577,0.203202205285707,-0.13482130921865,0.356442261699562,0.197124709065283,-0.130209326386517,0.177181460376953,0.0296722102798441,0.0565516311991072
"PEDS1-UBE2V1","turquoise",-0.0652102823443439,-0.0943649713778708,0.12332091583103,-0.086681680544401,-0.0529494678265859,-0.135891756672532,-0.247505653077305,0.0190507449335072,-0.481865871863663,-0.466372622763858,-0.555596540634853,0.292725644976757,0.599192950235516,0.446048395451819,0.318369788154064,-0.377457765757126,-0.131651477165316,0.0037960294688589,0.0501390052784595
"SSR4","turquoise",0.198392898479334,-0.364012508274203,-0.232995379540685,-0.182730677741584,0.101234991146255,-0.0942565937295292,-0.107304903338133,0.0917387235131222,-0.538278978318196,-0.406327973782318,-0.496551572998559,0.463934231611388,0.685071262004461,0.459339773558357,0.606310025451424,-0.117935231545031,0.153277605671315,0.275233556940184,-0.162419541174168
"CD9","blue",-0.349813276947558,-0.0462709448099604,-0.0592822385963807,0.42211277791354,-0.281874473383627,0.0501108989731482,-0.156540988371537,-0.231926652269698,-0.200711922300441,-0.143623592339553,0.0994791486090402,-0.16996014142662,0.0239345924510969,-0.129836682953098,0.045983978139274,0.147849167670657,0.0624813270253707,0.21829651092857,-0.0450410591526748
"PRDX2","blue",-0.361988958105533,-0.0192300353010156,0.258707779928484,0.485593251554323,0.0431597273565057,0.259506522271193,-0.471716448672715,-0.118332330410258,-0.217756191738889,-0.359631986257359,0.0148705503782315,-0.105781488731502,0.179762568970896,-0.303616382791268,-0.0572122516301605,-0.00706608203368125,-0.131620930941364,0.247735428506454,-0.0739008651149707
"HADHB","lightcyan",-0.0513270317290927,-0.179553558038829,-0.533780417049477,-0.00470238695338076,-0.0918551825663043,-0.199603097549783,0.292442490893633,-0.450744869390536,-0.361968292382033,-0.0353645822324414,0.0667562076556662,-0.0474216129876835,-0.204010436174371,0.0691336653532762,0.459793955548952,0.412943893638843,0.699612422339544,0.740388315941256,0.171343132973578
"TXNIP","blue",-0.256454334893549,0.100546859489861,0.529116560032937,0.610564661349579,0.506397282093573,0.646589108017146,-0.79596988883726,0.127185192346738,0.0514758487831034,-0.401394862812342,0.0487702017858663,-0.152241806902316,0.223270394863871,-0.508965611058422,-0.386739420318291,-0.129861312830372,-0.446250371127916,-0.237955121295947,-0.125955104442463
"RPN1","turquoise",0.214398574473522,-0.496757354698095,-0.344215723487042,-0.422836144816218,-0.0214884487865792,-0.28553746361797,0.120868927776108,0.219062833925096,-0.459105753493607,-0.151110880578797,-0.374060184814467,0.5202112553746,0.632580881441078,0.569618861678011,0.644274449233282,-0.331874563506367,0.187847237102978,0.203160401979876,-0.291053364843098
"ANXA1","pink",-0.137144266151189,0.0366296425015279,0.44834181957115,0.338463494991846,0.239493692583851,0.467568043051354,-0.278178396826471,0.00276801348656145,0.437991244354335,0.110103625303444,0.34809064998494,-0.0523058964337906,-0.275600780100654,-0.515823994356378,-0.511150525355899,-0.0219333961227932,-0.442933051323842,-0.265207548757355,-0.0375927883137852
"PAICS","yellow",0.233112723459043,-0.183531172575805,-0.506004101982946,-0.697490672645397,-0.481882329238353,-0.754699378446791,0.869413330846571,0.297280813727899,0.19246312646211,0.64259495622368,0.125301142719983,0.355802479594133,-0.178004152649695,0.448661909492038,0.272159446223994,-0.0571291811518119,0.297043930070948,0.0408215010041311,-0.0867342661043758
"JUP","blue",-0.452978420248017,0.0605696531357483,0.438713995430022,0.78715026162336,-0.0130036698526516,0.479076363179227,-0.704730517495081,0.0301505860769676,-0.0944589900731213,-0.381795918569371,0.0604516553947102,-0.3103705001143,0.200267199364117,-0.455806101179297,-0.330088450473011,-0.156179502909479,-0.463567745467807,-0.11034155468566,-0.199949881221752
"EIF1AX","green",-0.233250255911983,-0.337869847510513,-0.17830504626106,0.0322774373604891,-0.520377957655521,-0.255544891385614,0.361752595007095,0.550770328923838,0.437929370783722,0.703625153933999,0.673861615041729,-0.0642961159169564,-0.260160558182975,-0.299449801585697,-0.205618958370048,-0.104527995966833,-0.172715811606884,-0.0291069886852733,-0.623954148776545
"YWHAH","red",0.219447473533221,-0.213839140142146,-0.612959317378247,-0.541541303920708,-0.182379675717573,-0.484866930690719,0.508637217607264,-0.0709213562082763,-0.429608286206867,0.00599521795937618,-0.342086493468021,0.22957097766487,0.208852027387885,0.646801909018623,0.655218730958278,-0.00564549725455362,0.514229572900057,0.310371047364966,0.0618104727993858
"DSTN","blue",-0.437617245776995,-0.214799521862388,0.130870779571104,0.419281054500312,-0.371194618835875,0.117281468712457,-0.119594883785639,0.228736807091476,0.219267976762594,0.230763624387563,0.471736252496711,0.0271940189153679,-0.0615390654204499,-0.405300025651422,-0.189933808445594,0.0385692271034292,-0.198976679486322,0.106979055777869,-0.363598260123992
"TAF7","green",-0.1446848415964,-0.229665886875361,0.0576001245004718,-0.117237756809973,-0.16696956124432,-0.116760728757664,0.324049425688951,0.465803662565475,0.618001061100015,0.673167657397055,0.598328369966157,0.212980680929427,-0.388611087101699,-0.303235348524142,-0.342053113684715,-0.0567313931315378,-0.213954968804374,-0.144011935138462,-0.352554007634642
"EIF5B","green",-0.100070761905265,-0.195959512064563,-0.183717554084203,-0.103933224015848,-0.470668676854296,-0.258718475237102,0.441119759227295,0.380561555024524,0.399707009929854,0.619602680102388,0.475780075627667,0.159414943278372,-0.262752346779362,-0.15302477727716,-0.102890462746008,-0.0306714666923407,-0.0383646389086482,0.0247948731044218,-0.397261478014876
"CD99","turquoise",-0.017044305487141,-0.0667905307494931,-0.221754158298262,0.242742593608742,0.253031994467573,0.247872152699576,-0.284232674314089,-0.352730788184267,-0.456608740206756,-0.494933864326274,-0.220145497398927,-0.178756273739543,0.353487132461183,0.0653474608121766,0.423163007234586,0.227602258724941,0.439292009165527,0.449735367861439,0.130177888447121
"LDHB","yellow",0.462767715596551,-0.162513206604948,-0.543890694606788,-0.729898674484167,-0.066069392140843,-0.450070402138907,0.777661709240329,-0.0103064521010085,0.0767208808178464,0.419448266296921,-0.0404420193547109,0.34975960071728,-0.231139455215478,0.468096601046496,0.40429962470312,0.280201653454907,0.559684082709431,0.197835609083309,0.167327556832803
"HNRNPH1","black",-0.0936126564175049,0.165798950024656,0.273539090564066,0.177650708299908,0.0264051218041882,0.229953805298948,0.0358372055314697,0.216819964329026,0.72679372192297,0.509516278223685,0.655551451553883,-0.360461971450678,-0.549856111709633,-0.596620136433223,-0.618337701666883,0.129753914985395,-0.27315942791056,-0.274430766385497,-0.195462259262255
"BLCAP","blue",-0.321505398059653,0.0138948351627357,0.287882302376037,0.47655906981314,0.25673711768161,0.394721565221911,-0.57559898509779,-0.200262736309702,-0.260548707244892,-0.485244632808811,-0.0961334801284486,-0.0872132505330394,0.246366037887473,-0.214911095165787,0.00746900291605197,-0.0725472016125936,-0.0267937506357966,0.181859475848822,0.0989872620200527
"RPLP0","magenta",-0.0929813581463319,0.117017063371793,-0.171586125471624,0.314265334806634,-0.0647819167452312,0.123206612902569,0.0245974519779094,-0.358970499060599,-0.110583317101343,-0.0469865816906797,0.119961797271102,-0.183687001864824,-0.270180122303608,-0.221052773789689,0.0437972043265446,0.803790730885196,0.244537337216252,0.457760408921159,0.103341422501684
"ADD3","purple",-0.04041777757031,-0.173067892161269,-0.025598280216429,0.111852184871644,-0.012479615551649,0.110293314847297,0.0753262984907658,0.250574973330733,0.433327379305367,0.427846866713337,0.530546604942508,-0.361829410031574,-0.224212701668851,-0.362453990759238,-0.2681449266337,0.0273734437888966,-0.0290236686001131,-0.111065344922922,-0.368736456419052
"HADH","lightcyan",-0.351052443546084,-0.303036145057639,-0.355918023108578,0.337617976725428,-0.260495457497323,-0.0743939378132663,0.0553244711111613,-0.199146073986932,-0.208023899862559,0.0125077892631155,0.327830922544111,-0.225335987804315,-0.1356195046407,-0.27331725359347,0.196207440187268,0.287181110546571,0.322511565279497,0.707693538900475,-0.214396784737192
"PFKP","red",0.0516434406208495,-0.169304580547996,-0.440285052224758,-0.293392600601679,-0.245138025488128,-0.468147067636873,0.298137897005857,-0.113839416255416,-0.40871237147362,-0.0956053376570312,-0.291465558680672,0.281145765369567,0.247575299542955,0.520410543053245,0.514453449471044,-0.0135664595542601,0.337656760976017,0.283146716809083,0.0315383987790419
"ANP32A","midnightblue",0.221074517071979,-0.0237950641912813,0.134658076758471,-0.53018887582018,-0.0703977956999273,-0.305491382652397,0.232091262455407,0.476227068697577,0.268807793511707,0.239742790406841,-0.164668797752571,0.283010420801606,0.258557397393208,0.351254823946418,-0.016401423563446,-0.372753509023222,-0.262321532249533,-0.461499242390748,-0.0708478250417153
"RAD23A","turquoise",-0.128143521893373,-0.0187195692051385,-0.311419901492122,-0.131809840477249,-0.0606273581947366,-0.313000102249817,-0.0467118263370813,-0.21147748098572,-0.534425442416693,-0.404508215017168,-0.424697038412362,-0.0599468011834688,0.452015799254043,0.456371176589704,0.5185962729245,-0.216405578355674,0.317839917505351,0.239359028101016,0.18356364584687
"GNAI2","turquoise",0.0418495788023728,-0.191266381822283,0.0332969487834522,-0.21430889324502,0.167404273803583,-0.0678335703787108,-0.304553450534601,0.367115058375603,-0.397793208004336,-0.417337800535719,-0.504589423417605,0.30347386940835,0.856485972384643,0.453908777621668,0.347263005211748,-0.622707439004338,-0.174031973134278,-0.209136105264125,-0.199494942401842
"DUSP1","pink",-0.234022027717787,0.128538541094934,0.36388564068919,0.489758117491938,0.388645377762435,0.619431490056433,-0.514364079934828,0.00287161449482468,0.072289157928321,-0.213485714143298,0.13587901432579,-0.344740562783606,0.0316142946391003,-0.428615642111072,-0.365516178729407,-0.167219491100434,-0.390290788953019,-0.199498584670143,-0.145967603851597
"TGM2","brown",0.411731159470578,0.0636994328168786,-0.0267067250353526,-0.437199276475438,0.568816064372643,0.149711781520577,0.0394783463331443,-0.116730283688319,-0.202930801173252,-0.211152745430284,-0.418026591327369,0.257168804099306,0.163479122421931,0.38599909410127,0.212232215701111,-0.176060975510401,0.124511806800506,-0.180229124464726,0.291377343635223
"RAB6A","purple",-0.163478900768022,-0.0993058771737864,0.122699929790384,0.213145771564794,-0.0514857832744226,0.154075257202403,0.0566353065784432,0.058163502069629,0.451819435405323,0.403876058406776,0.586925887799963,-0.207289673833153,-0.418447457186299,-0.495653386388807,-0.323431275967689,0.146503607910409,-0.0906888892137018,0.0275250363097838,-0.138082710961174
"RPS18","magenta",-0.016834764761501,0.186142241446251,-0.226356692882413,0.240228461836483,-0.0612449813972,0.106263930918351,0.146373242311364,-0.421526809021627,-0.0270985247840358,0.0613474721969154,0.200513771194021,-0.217860838233429,-0.448275302506723,-0.243949648150966,0.015615961129528,0.895816504015694,0.362826892818987,0.462407338902229,0.192927551380873
"PLD3","turquoise",0.0823569387800044,-0.154140946683866,0.11404671264317,-0.148036858557565,0.235335276182946,0.0594625626085377,-0.361458013727101,0.239038473374426,-0.372481457297868,-0.43394660501095,-0.479303017273383,0.189863971989039,0.746661724525205,0.360694030005095,0.246975975622491,-0.546113381832123,-0.190737735561094,-0.232135623721146,-0.120197118164217
"PSMF1","grey",0.0462188111363092,-0.419565671761433,-0.241405166458094,-0.141056514430791,-0.0208714943919624,-0.108250127355308,0.0235523809313083,-0.235007423560894,-0.435698014872613,-0.230486080399776,-0.246116483962761,0.30146080978795,0.28987605582657,0.299870302685256,0.477194629153473,-0.142086282885676,0.26103267622489,0.366421855702626,-0.0529370303694997
"HNRNPA0","purple",-0.249156666943367,-0.232652319466861,0.109621127597497,0.0805849829514227,-0.41356668460186,-0.119373968786694,0.0458934970289022,0.459397378773956,0.273368130791753,0.375498188494342,0.429903851156786,-0.0157529076493714,-0.104101836653326,-0.290599418586784,-0.242370921603188,-0.117640994060911,-0.312811812272714,-0.0396887175619314,-0.489685859809105
"GOLGB1","black",-0.0316820134325485,-0.0657335911587382,0.122257045009996,0.177233966470612,0.0515964426078771,0.285509336726698,-0.0581175479273253,0.183054595828545,0.453672769780629,0.267229680378214,0.382013059748979,-0.0609242365784447,-0.0995848822836545,-0.286878877933432,-0.195023288481601,0.161106716326659,-0.0299810646950064,-0.113608088978262,-0.121064029055543
"MYL9","pink",-0.0531505831432246,-0.00640403252332137,0.314520682529001,0.370328863690956,0.456105067241012,0.617632493288856,-0.622853476743464,0.0416053701323094,-0.158041008811034,-0.479223103367524,-0.20626167130451,-0.00429178402306666,0.462587007297205,-0.121984166817626,-0.0157748576018749,-0.118369978414144,-0.207831695300999,-0.135871285882145,-0.0526302358042772
"CTTN","yellow",-0.106850694234322,-0.221735142284356,-0.526162871045873,0.0758223867551748,-0.320529342337515,-0.236283727982511,0.322556404326801,-0.318745326185477,-0.211369253164812,0.114751997137418,0.176753849049606,-0.189527329511041,-0.157326996983378,0.0143546972949579,0.394738461646866,0.323129182588331,0.522185121499259,0.639176497130893,-0.0640030030074777
"STOM","grey",0.0341046459399232,-0.109920216101489,-0.15976886243851,-0.0509412269951045,0.0386601183635087,0.0201792374288141,0.195315763925443,-0.0630172226331216,0.112634769335359,0.252301040261649,0.302618953217449,-0.212163691258427,-0.317309703887354,-0.135072538480171,-0.0458351242332495,0.01474442584636,0.223348974723617,0.109839272482768,-0.0525907899923613
"RCN1","black",0.250831290129194,-0.121497026125782,0.202877507540118,-0.308809625183496,0.0718571466462204,0.0946231979834631,0.21518617463995,0.148679317066754,0.377333051280899,0.368583169720523,0.18930130666664,0.141893741564489,-0.206988327104838,-0.0186629948941178,-0.206662116316772,-0.166574281504372,-0.150832701081307,-0.269470044716257,-0.0381196923162739
"PABPC4","red",0.340941277823591,-0.372608081107609,-0.487391371950259,-0.685297133787688,-0.104452308838202,-0.488162605194035,0.504417967186263,0.134543064558598,-0.246508857961408,0.105183512656838,-0.311693252713084,0.493112799877378,0.304772150956087,0.681403299800667,0.607356367364443,-0.0361051880966627,0.400517490516577,0.175159972100752,-0.0396443064440154
"GTF2I","green",-0.0803884364011141,-0.0187349893837091,0.277732859988095,-0.0804948604733053,-0.480564336846113,-0.175532223275234,0.162088103336894,0.45883032226311,0.386741405261643,0.374188437302734,0.148617756602093,0.378599321039193,0.125041303313296,0.112119842199953,-0.188189388503529,-0.0592525994691809,-0.403501522596632,-0.340934743038908,-0.208194471030854
"CYC1","turquoise",-0.104349580078074,-0.374647385712323,-0.158275227164642,-0.0579358460804605,-0.157943825740287,-0.24690098130833,-0.204558133262684,0.230766216594922,-0.593312257074111,-0.40794036759884,-0.437002344879496,0.384995361034374,0.865154566803424,0.472203081568548,0.574671616462638,-0.368247253053435,-0.0160201882517846,0.21118625951878,-0.273621868464567
"PSMC2","green",0.198600693150618,-0.200615185573039,-0.34566973866232,-0.333002317684512,-0.216030753248604,-0.217503982457068,0.741217970566389,0.0307642534251145,0.476989360534463,0.763281482948858,0.546885645690689,0.0586184634480087,-0.555104806807454,-0.0674752536472773,-0.0144492309862862,0.283334030137707,0.228738497373568,0.174776149480294,-0.141416741105764
"MMP2","pink",-0.0617716992924015,0.385138953357937,0.527110180559597,0.471544790361264,0.224928381427863,0.614029891452355,-0.471962682603527,-0.40095394459288,0.0413284886272691,-0.345255105061985,-0.0589918975118498,-0.391535381391483,-0.0518420445581393,-0.261692966239446,-0.350936283232735,0.125786900660039,-0.259473447210338,-0.138978963939359,0.312932015965689
"SF3B1","black",0.0909614385902277,0.0354136673557189,0.16126440251147,-0.0883233273483657,-0.116250743403079,0.0252903637443814,0.351876986698542,0.443636341851434,0.894420861577702,0.812777398778533,0.711241621266469,-0.156230954100434,-0.574237871383508,-0.444226614014839,-0.58695458684263,0.0637943528967216,-0.284666488046865,-0.385815478600432,-0.282312290502022
"SMARCC1","green",0.110942925787973,0.066736901932356,0.211677044865396,-0.381125833703687,-0.252531904092542,-0.298726279843032,0.247331002674715,0.377899535490502,0.359943565293074,0.314344103458979,-0.0304316273749159,0.29740330135857,0.0488611192645579,0.231065550342261,-0.179889136285542,-0.212086665571491,-0.310565632788267,-0.452460347556542,0.037477826640159
"SNU13","yellow",0.330818856004717,-0.215319249797159,-0.653618064889853,-0.601654319832551,-0.331132096135208,-0.657267894131311,0.614192422661383,-0.0796141458504371,-0.38626331113028,0.079305549921641,-0.375787027971974,0.478170210693683,0.134754173786511,0.701665293412185,0.666391690841165,0.156699184342102,0.525969135914476,0.344287337618418,0.0769157128235239
"TM9SF2","grey",-0.0428275454765636,-0.318677875541292,0.000213058916867469,-0.0998453995631293,-0.0924012419698216,-0.0294735616870386,0.0579671178341369,0.473677819791881,0.235033821885071,0.29268176699281,0.257684285137474,0.275714067574533,0.121729584049956,-0.0829212411679881,-0.0213208005574951,-0.193794243870736,-0.0668641312568906,-0.107862436189787,-0.311174080928599
"SYNGR2","turquoise",-0.131048417706729,-0.356899992468748,-0.040239302253689,0.192224624239084,0.33504154506071,0.222328050251521,-0.440736917276484,0.192449407263981,-0.389825736058177,-0.443234748331954,-0.228016506861492,0.210382385251511,0.68095328169166,0.0758657507880268,0.33869361790545,-0.266887078253851,-0.0332951152877193,0.145301620598291,-0.29780438657869
"PIP4K2B","red",0.131416102167052,0.10444372926738,-0.137412491055671,-0.283989679845202,-0.0452739091919048,-0.24185626410495,0.00788671056464967,-0.0121099120964187,-0.298511495025683,-0.273164798893834,-0.461603368756315,0.00307603961720527,0.410796792334442,0.535928445330853,0.355328755118136,-0.134906632282063,0.230999349313665,-0.0692684303223588,0.193465586934896
"DCTN1","turquoise",-0.115373718221656,-0.150825569695893,0.141971864400189,-0.0270812610737206,-0.0093349724754051,-0.0816764616744878,-0.369090704108687,0.299684738126119,-0.385556865800796,-0.462147159140149,-0.532163998898613,0.315783142173698,0.913843432705827,0.452843632140991,0.342488590626793,-0.455160745051194,-0.208176475969522,-0.161797508344157,-0.0946689482105362
"BCLAF1","black",-0.201137798937086,0.00678345789297989,0.295292297929372,0.0944945045207274,-0.22840055276292,0.0595541690681473,0.12535353346587,0.513395169622396,0.851833337455735,0.681835137928774,0.733389125936072,-0.259095049989915,-0.379759326348105,-0.504223885864865,-0.632270695625856,-0.191220460648194,-0.422781486434148,-0.419426649771437,-0.345882296886345
"SON","black",0.079498558269118,0.0953664306331817,0.153630362601293,-0.0623314075474413,-0.132523716072755,0.0362520101817367,0.304058026451399,0.339699932463197,0.805562112618956,0.675483645828319,0.595547350653303,-0.071574561945016,-0.485388856977438,-0.298842201235434,-0.500995451150765,0.0642245256023104,-0.186321237778208,-0.378219640001113,-0.166976252820997
"PXN","turquoise",0.24092071158568,-0.0188808963285244,0.121765091615657,-0.253347946420075,0.339800650247142,0.0784017381656998,-0.178327326352453,-0.00195457265836424,-0.246451456886239,-0.400257796649004,-0.573543572121153,0.373482435325175,0.461555501579319,0.461796075117535,0.22060363299282,-0.290937090419237,-0.109334652738015,-0.257294283199262,0.227171073461103
"KPNA2","yellow",0.373201110321299,-0.314336557593105,-0.76579034988984,-0.60970077660376,-0.252906186468862,-0.594788163084552,0.853596858543821,-0.110803811107309,-0.143716930405686,0.397203848758994,0.0169834255632233,0.15484115778759,-0.27840775127798,0.408864940238703,0.513972563009592,0.180007509842549,0.578544318630043,0.475064802740778,-0.0681095661247183
"ATP6V1B2","turquoise",0.110424118611241,-0.21219781016252,-0.458552354658381,-0.187762024245045,0.303098155239512,-0.0553324185450143,0.00634669450727213,-0.166168658587502,-0.446772799133118,-0.331054128681313,-0.294477525731109,0.0423698612847563,0.419443136192887,0.354995641928043,0.615161000887592,-0.0262801412248025,0.56333230521139,0.370320952348133,0.105077872619161
"TUBA1B","magenta",0.24580480318112,0.032037879124925,-0.465931629958491,-0.143765163856636,-0.0189128665266713,-0.12116134397542,0.387606728758429,-0.401543998524124,-0.232751207987463,0.0240662429798045,-0.0582134403121713,-0.0730251461428734,-0.217644350326799,0.173984577130533,0.354149432041218,0.699803230727226,0.520299627915447,0.543563693758277,0.199445175463508
"RBBP7","yellow",0.0444543935340505,-0.245606288544628,-0.643291109103665,-0.213962261669563,-0.232937099444429,-0.359995792033228,0.667462450924224,-0.234006540028837,0.00936645873718087,0.424187018065005,0.346778308760514,-0.223926796468337,-0.47107981755251,0.0142756745683967,0.280189712617333,0.409588087356867,0.582749544056599,0.579881021890804,-0.0436855305177911
"SDHA","lightcyan",-0.10485012376046,-0.264648116957375,-0.405348544485527,0.0178758281501739,-0.0969721232648098,-0.224999708114039,0.0677388084592663,-0.366054259314954,-0.496174129421466,-0.264705999103736,-0.178470361024846,0.080423632008155,0.126701637876143,0.161371142357391,0.511042026790158,0.258054392928878,0.491053493196722,0.655843747261515,0.0518505456435323
"RPS29","magenta",-0.0303857988894571,0.217589171263501,-0.0959348871670778,0.294833643520508,0.0366399955497793,0.181271757275497,0.104818065065072,-0.457777050280562,0.141910836291491,0.11372832721202,0.299639817077098,-0.292610347651614,-0.594607754365157,-0.393063413461223,-0.159487056887077,0.885685577446466,0.266199386229803,0.381328960285214,0.241284826254298
"DAP","turquoise",0.0264494895752691,-0.223642519582532,0.266144371954688,-0.127378822955868,0.0106358586510874,0.0450055642396892,-0.303733085616354,0.303668483096885,-0.212009148497547,-0.320258320472551,-0.434975083632815,0.406641026503728,0.71121400023227,0.361823878336434,0.191994947022585,-0.446351743837647,-0.306631919264638,-0.258120375739984,-0.133488907200144
"ARF4","yellow",0.328899305052128,-0.352182879727524,-0.41400875450652,-0.571147740926171,-0.266666205918979,-0.327218949760179,0.598478628689623,0.0588191949652208,-0.0140068516348239,0.387529327497424,0.0391849176330304,0.311462411333527,-0.106333776998105,0.340148212274621,0.334246338563255,0.0207279235015093,0.301956840184687,0.1708779697279,-0.121092296724361
"COPB2","green",0.200528024253804,-0.474791620347683,-0.355224410031411,-0.403910830435536,-0.294361116613461,-0.277738100403582,0.580049310743765,0.346842642470242,0.308497969857392,0.651957202912259,0.403010161275618,0.307613040975626,-0.233011889180723,0.0501940132831936,0.117615435087098,0.00362359995600719,0.17477294116571,0.0837732656828354,-0.402714127009444
"USP9X","green",-0.018689249860723,-0.246436302273332,-0.318200616354889,0.0171914576663096,-0.186495144993252,0.0184241968009075,0.376042348578217,0.1470025602494,0.341671299670803,0.554887250315078,0.635188652177269,-0.22739329450815,-0.432665127944871,-0.323817894368613,-0.0668044382332201,0.188418866557908,0.187417734609285,0.245183085108701,-0.340418548707742
"PFKL","turquoise",-0.198584752759682,-0.230941690730077,-0.0336067514705433,0.0325304459943135,-0.0889472799046704,-0.149785932888184,-0.359872100848391,0.235059935517046,-0.510360123708693,-0.4592716853902,-0.439280261473957,0.330073683213752,0.82914175682306,0.389115752901287,0.393940445344515,-0.37847883485273,-0.0412772846346469,-0.000964523017874362,-0.165349754110491
"NBPF12","black",0.129784139870984,0.603747476050525,0.431149888005265,0.241154437640592,0.149391895217525,0.446881717810178,-0.0704059840627263,-0.264699976751573,0.622150641587758,0.194181210032464,0.293081536560104,-0.454919070218097,-0.584493796642966,-0.402385025527703,-0.617874177175757,0.398428671711403,-0.116958917246925,-0.370843955488492,0.39471754255187
"NBPF14","turquoise",-0.106699178271792,0.34820804070233,0.653053864066993,0.243541048174724,0.0738603389589192,0.324871535028235,-0.545229984039335,0.444170233633532,0.306759063138923,-0.179512665780841,-0.115229972526792,-0.0252866583977038,0.434914988009226,-0.0839349374788963,-0.400631194950683,-0.341100528194203,-0.577887015405705,-0.691178449731341,-0.00116576896543075
"LGALS1","turquoise",0.308788873701518,-0.0533462203641846,-0.186780299798261,-0.10822268793003,0.144744465386447,0.0717369950876282,0.00378765142806797,-0.204691648452926,-0.338500505593217,-0.29629866793089,-0.337898748894907,0.117812124673954,0.349772189784006,0.353337279550236,0.440814317070746,0.235519376052018,0.293371220379669,0.265313858847106,0.192924804328749
"GPX4","turquoise",-0.0824436227112321,-0.232331186365226,0.0253081348245146,0.134815852466381,0.0341421911712289,0.00975340969204809,-0.3831876434473,0.23457819683934,-0.432383525130465,-0.449692655829733,-0.350105038524116,0.187677120563403,0.84187721024534,0.266180366197599,0.398183976401048,-0.260208585792584,-0.0671013198917005,0.130749852668417,-0.251230695713494
"THBS1","brown",0.239400924958292,0.312858634889989,0.518020901626152,0.0779276434920621,0.422937737819094,0.528938772626591,-0.410007795254838,0.131075239467945,0.124057455832704,-0.22445604134786,-0.241027421994341,-0.00929401014604529,0.196914528526156,-0.0317013960678564,-0.315444535160054,-0.308865082638628,-0.470379255256024,-0.590535339352113,0.0865347853007106
"CSE1L","yellow",0.118030748519617,-0.222784663955967,-0.313218255754753,-0.456544995406919,-0.367418899196284,-0.441405551660751,0.785068876437592,0.284090776419486,0.448491009043132,0.79325784373776,0.455254095172408,0.116115859695415,-0.403355083179241,0.0627693127808005,0.00560341073882114,0.011052209704582,0.122065166928335,0.0631419233006222,-0.223717876566341
"TUFM","turquoise",0.0108040191357152,-0.289057658667234,-0.221604717087282,-0.162331199287504,-0.136259741406895,-0.331897905808088,-0.081104409955371,0.117357780980481,-0.606595023451771,-0.437371741861211,-0.578362992670709,0.523633648722228,0.836026206078993,0.622802623720227,0.686543579535811,-0.262162696184528,0.122783619331759,0.273736423508834,-0.0829978622213072
