"Gene","Module","GS","MM.MEbrown","MM.MEpink","MM.MEblack","MM.MEgreenyellow","MM.MEpurple","MM.MEsalmon","MM.MEmagenta","MM.MEcyan","MM.MEred","MM.MEturquoise","MM.MEyellow","MM.MEgreen","MM.MEblue","MM.MEtan","MM.MEgrey"
"KRAS","brown",-0.0599252381500703,0.540402566510151,0.422430864120396,0.377209297646595,0.136923586087359,-0.0943621034648984,-0.0320527842083868,-0.162683832617805,0.243898245586514,0.361316021566386,-0.22484504816031,0.0693801352052762,0.0291852211615793,-0.288236661823006,-0.390956429094862,-0.403706655297399
"SPRY2","brown",0.249846138037236,0.519123508198358,0.375435124236715,0.369133798506704,0.478499931013993,0.232993941626556,0.370286294690077,-0.110216861196261,-0.0283718476059372,0.298548296629534,-0.135836101714589,0.136121888907744,-0.407241877240548,-0.503363700693035,-0.622035077011851,-0.0956354089312637
"LCMT2","black",0.146563317367243,0.285859679466904,0.101262798414913,0.304832227124247,0.211576889692936,0.249318920843418,0.316022925225156,0.0116000455478025,0.0068555058925236,0.253843531984081,0.0517047948115606,-0.128428574628654,-0.119598956465586,-0.310029681602945,-0.226143166855077,-0.092117631844412
"DUSP4","purple",0.522810095032304,0.254116637204783,0.0392626349170634,0.379704380631002,0.5340708353143,0.657508187606477,0.560531263777996,0.205325420563423,-0.148932744205989,0.272450073797588,-0.0888128390921714,-0.102898738077052,-0.230540127790151,-0.484719587255899,-0.387353726932559,0.192932260866019
"LARS2","turquoise",0.0972293059487355,0.13612966515355,0.2825582536174,0.365465227095582,0.223137973184564,0.204541612155948,0.279421817543144,-0.261326443244434,-0.405576651091847,-0.110651894704615,0.342960604871644,0.362105693814737,-0.202803781998702,-0.370430239266744,-0.113109729523384,0.0178681817310523
"KDELR3","greenyellow",0.247118034579246,0.170273087004092,-0.0174511073404301,0.485989162043943,0.784033713859407,0.301894487761966,0.0641807700554121,-0.0994031911564626,-0.348876331044525,0.119813733740108,0.240859554713356,-0.00531127398990964,-0.294180486203274,-0.415720605845396,-0.228682799110937,-0.219062315855697
"HBA1","grey",-0.349499625569089,-0.15101539749597,-0.164303322957942,-0.221762573085918,-0.165678291636691,-0.305226158321157,-0.385900938841655,-0.0138014704436978,0.214284411951806,-0.0072256869212743,-0.0564794446372901,-0.14443510896734,0.153144333065305,0.249538796347972,0.156780452543133,-0.263958217155356
"SH3YL1","blue",-0.412177390487587,0.0201081269204969,0.213701769404128,-0.474989421864871,-0.528621219057818,-0.348706875280865,-0.123370236787394,-0.0123607370388328,0.432063012045222,-0.090700592456652,-0.327138036057256,0.100643729363352,0.0698261331571766,0.509687659663614,0.119726655482138,0.00386438737214511
"PURA","yellow",-0.228582819156857,0.148375609498545,0.581409340474283,-0.0565414926356278,-0.2873619514753,-0.441330019046955,-0.0452240285373872,-0.578191946867609,-0.166678011429083,-0.40225526910374,0.169562436295946,0.66933745812517,0.00362643608458464,-0.0494838645677527,-0.0117150618894731,-0.0740882004256564
"WWP2","grey",-0.0513517711554414,-0.169073895735634,-0.142627043646669,-0.0573572173449775,0.157942163718574,-0.0575930899185807,-0.250869979399857,0.00257643578253683,-0.0532706626559871,-0.051355367781333,0.112733829264779,0.0204907734890147,-0.0141533004953639,0.042184602974861,0.0843819409732872,-0.0454054880340597
"RFC4","black",0.289856335135572,0.532667344097186,0.428709797186566,0.786729662766792,0.44054420491923,0.154022932811018,0.124214194116261,-0.212324968485716,-0.188019980664761,0.261697073769297,0.0385273684917054,0.201141091077741,-0.08026085398852,-0.632798531609646,-0.480644426131076,-0.212533132078221
"OSGIN2","turquoise",0.171311533136883,-0.0872047741677575,0.020828084771477,0.209921486762038,0.157180649837268,0.0339910838465691,0.12446329522209,-0.283028586151653,-0.474977868002395,-0.266926297766602,0.57833346287132,0.234219639387119,-0.134498101216648,-0.18191812382681,0.14357732318201,-0.041057548147296
"PDCD2","black",0.0605822000562403,0.318684692571486,0.268801258476674,0.30666792976631,-0.0155673690870206,-0.0808093261833398,-0.0596616163602192,-0.0682261806029814,0.120585988403504,0.168901286380081,-0.0822057471198673,0.0812195541508945,0.0972855852718973,-0.205901284207906,-0.21766718468225,-0.110799531444916
"ZWINT","black",0.24061083145755,0.558878486268089,0.363135370213491,0.85141745406764,0.478613084811724,0.219547666880071,0.0775501721671965,-0.0969532838314595,-0.102245385802198,0.402935021197842,-0.0502963091408794,0.0526810008223887,-0.0794880620184838,-0.597183814850774,-0.506423024194208,-0.252806899113894
"METTL1","grey",0.194888651474412,0.0973185377785094,0.236713058578897,0.256662624385423,0.108895154373704,0.166361519287761,0.318206814068785,-0.22143003070224,-0.385429554700803,-0.174561868705815,0.254269387545163,0.306320937751587,-0.139376429076732,-0.27474513900195,-0.0930979544756303,0.173634354245355
"RABGAP1","yellow",-0.412503922730959,-0.111366598579131,0.34798877340478,-0.36196576907385,-0.468055754588968,-0.39978849803807,-0.0581223634649519,-0.323599467727178,-0.0575017664710204,-0.448156599604233,0.0819264163366449,0.560007885741551,-0.149234037356753,0.365707847471561,0.136142739460398,0.162577974367256
"CELSR2","blue",-0.33190476102897,-0.414810655657756,-0.356015637609031,-0.725350289528631,-0.403303429876577,0.141753495373834,0.213454336806181,0.416950422750323,0.220456837579171,-0.10416340384943,-0.217834628106564,-0.223612512651462,-0.211346065259693,0.642884034818313,0.300870528224874,0.471877238218236
"SCHIP1","greenyellow",0.0712212063739209,0.30896985365311,0.197044382939507,0.434434595818486,0.585271035220025,-0.0311069815172984,-0.178173641446455,-0.176799281215678,-0.140499657043477,0.153646307891286,0.0764243813722676,0.123691755455241,-0.370723179443691,-0.261039710094454,-0.333020147777861,-0.28031711457986
"PCBP2","grey",-0.309726754320594,-0.0675766966667362,0.0198328393477597,-0.118179863625049,-0.135818552020763,-0.07631719841127,-0.0852244608044971,0.0526300876130063,0.0480454313301793,-0.00515213271021728,-0.00607582607493672,0.0939156750724842,-0.11989583205051,0.110644963246376,0.065544542830315,0.12031106475629
"BCAR3","grey",0.212897589660174,0.112620418574321,-0.0773251460710451,0.223363200209344,0.363448712236734,0.095238328880703,-0.0387113580069538,-0.0361060304318444,-0.0913398305369225,0.182299526290603,0.109905731128851,-0.165409969092698,-0.108823847494517,-0.25791249086677,-0.123541556906926,-0.231258051634393
"TRIP13","black",0.218133873029203,0.27024365038607,0.0830856595969377,0.696506818897638,0.387456440906087,0.206602867294441,0.0906748200406329,-0.0529677298092502,-0.202994004618175,0.238121452142592,0.141320444647885,-0.011499212629551,-0.0564500202106279,-0.490404630458797,-0.294330752400821,-0.129598323053023
"ETHE1","grey",0.230929566843393,-0.346803444006861,-0.440271922962187,-0.160962011062212,0.00407276401913863,0.203280624593975,-0.0218043771022467,0.292558364775316,-0.014569953420017,-0.011683960272205,0.149495903136326,-0.26136203467247,0.159363627809938,0.112516781383767,0.292844798384837,0.245777288542094
"SCG2","grey",0.282253132407932,0.182625625715936,0.1809663807083,0.277033870034143,0.365500563213074,0.0754579530918576,-0.0283959766993061,-0.0666243984196337,-0.0823812712138862,0.0183758420457749,0.0281178967954197,0.177585991605618,0.0415722246806966,-0.232371098926513,-0.204898013354327,-0.112358018994742
"LPAR1","blue",-0.214744072744653,-0.304013539745555,-0.152833981623093,-0.320493367825141,-0.081535626655816,-0.493855754780104,-0.585736971649467,-0.192513061497999,0.0377459695820087,-0.298532729716184,0.168884285488608,0.0307981461977531,0.159731707676159,0.407095022075964,0.430523760120893,-0.27331786605609
"CEBPA","blue",-0.425070814479668,-0.455094421337902,-0.475823226549824,-0.646300824350792,-0.614225551883637,-0.334167068062118,-0.434493546437142,0.3163204607992,0.515932102012161,-0.0597968041113175,-0.252417693893724,-0.424345131107001,0.458402655892196,0.8036731677221,0.508857124080921,-0.0544990140293065
"RNF144A","brown",0.354247766023653,0.346437790891422,0.27276348252249,0.297243586061212,0.467351171823743,0.445517373703636,0.604755164939119,-0.00336214804122107,-0.193934733103846,0.141150746249898,-0.0218572081646306,0.149805130523096,-0.516067438103561,-0.343434487817885,-0.405531274507714,0.14639240375247
"MAOB","blue",-0.150307487032191,-0.287309767977757,-0.125998207402685,-0.349520642266186,-0.331896081707441,-0.338301729581424,-0.28209828862682,-0.0126264032903942,0.12860702453114,-0.246943872283677,0.0256030879335749,0.0465832752292634,0.177698147895729,0.436899384976457,0.270461553976484,-0.0402495659966568
"WASF3","grey",-0.0604008750927748,-0.225902393960441,-0.0127130356675357,-0.212315655718482,-0.266034480062811,-0.0114311369583193,0.104315737504547,-0.0649842464313289,-0.189678785689663,-0.301916131173487,0.260800837363715,0.173683204599925,-0.116137546573306,0.193446657969977,0.291387931594115,0.293312553824111
"TCN2","green",0.190455361535293,-0.141292646800348,-0.285895497123648,0.0453213344317308,0.0528106676645511,0.0421642763202,-0.113462768709068,0.130235802040031,0.0659335516011368,0.0549711349553298,0.00205895683876422,-0.249353732794166,0.480873587642675,-0.0487064514506798,0.129440415909159,-0.140837812124267
"QPRT","purple",0.321692975091398,0.0925807297173066,0.000504481004724841,0.0825106655310815,0.0980783317333726,0.588283322169284,0.602447860438978,0.308004886475366,-0.0181531556073929,0.186733232241545,-0.192843887422791,-0.0763520085737095,-0.161896336114699,-0.251114212032998,-0.230157873748058,0.445546868314838
"TCEAL1","brown",-0.0613406427704677,0.568777007035035,0.337359864673162,0.194420569552741,0.131787178454687,0.0497755267739635,0.216761785222834,0.0609724373676126,0.380152170160747,0.441735448752479,-0.417495335038415,-0.0851577357280681,-0.239231648787948,-0.231930361730331,-0.525986737438551,-0.191416621808997
"PLCB2","turquoise",0.296193488108346,-0.250966936340145,0.134276232157964,-0.0665929028478233,-0.237352723648699,-0.324035686914101,-0.123345261886983,-0.52080006292623,-0.445680132838621,-0.587276445293359,0.536658609962334,0.455111650587308,0.470848101870162,-0.150999547034179,0.333044393784907,-0.0715905521326243
"PHACTR2","grey",-0.0518274582700873,0.242618998380096,0.278616835382658,0.123961223564827,0.00391437908492647,-0.439164102195594,-0.335672224522815,-0.323920137986618,0.181501947651494,-0.033482770370885,-0.0771529412013657,0.0831221253887696,0.331428105449298,-0.0642842606045002,-0.0867700475869018,-0.55215023788513
"SFRP4","grey",-0.0512415415841376,0.125058175820563,0.0916380774493535,0.219364901226071,0.128705318025109,-0.100348695688019,-0.159230000154123,-0.11258265004414,-0.0276993390980568,0.0703710697863442,0.145733578480054,0.0906728364651666,0.106550092040108,-0.210873141347728,-0.102436107298554,-0.269342840107924
"PTEN","brown",-0.103792881246169,0.35124394092354,0.111841249805362,0.229545128977678,0.0836186834718511,0.153002525859133,0.0476776375593064,0.217920110063031,0.301749244113023,0.43934813017846,-0.38782824266327,-0.197379328824064,-0.0487721398002805,-0.154653576657221,-0.317659702632817,0.0348702999688806
"MIA2","pink",0.0586404750359755,0.336042663379166,0.469345852306087,0.249787390665159,-0.0322233426862217,-0.246149477548151,-0.132960114241321,-0.282006094183288,0.056314306253354,-0.0118018527059709,-0.148693712163149,0.316860961130347,0.19436102947838,-0.154190047586284,-0.267149529872488,-0.185141793735369
"MVK","turquoise",0.00681782478622341,-0.387253091404191,-0.126119339215004,-0.169670298282373,-0.186141349761002,-0.369771402341546,-0.258387940415819,-0.376665528657758,-0.413474437468578,-0.489903163692987,0.730872236101056,0.30002897404524,0.0975755475491272,0.0892888261814153,0.536383692701831,-0.103298753223194
"IRF8","green",0.144928170052854,0.0175737330289631,-0.0189685729004362,-0.0778631270461923,-0.416107353350839,-0.421398625291596,-0.375604879565361,-0.0896928299338464,0.386410787341358,0.047113420562775,-0.150607570723573,-0.181856086152999,0.898978730976494,0.0414601158317036,0.14612629354059,-0.405672348408193
"ME1","blue",-0.415606032408617,-0.167188033002907,-0.15013308648953,-0.179701280946428,-0.145390690175491,-0.321562928021258,-0.446387639475629,0.00503861385084988,0.25014105436833,-0.0709809371858504,-0.118264217841574,-0.143611432815059,0.113677584852273,0.472035647715539,0.200561395482335,-0.316017143755784
"PRKX","yellow",-0.238217258009479,-0.018251101522837,0.330952158989341,-0.112334667686794,-0.509392510157974,-0.601380227752887,-0.210244596869621,-0.518333643794282,-0.0969827410256124,-0.376713733383603,0.201630666708422,0.422928967596938,0.201487951656022,0.174174551281465,0.202332928013886,-0.20809830202352
"ULK2","grey",0.00120158734588468,-0.27356076875534,-0.077380661830363,-0.179049704255911,-0.135493053692815,-0.134563930199355,-0.0643819375133551,-0.140442260860163,-0.16848321015371,-0.336877060045675,0.257483822454741,0.176266706806219,-0.00107496458001753,0.197202923330803,0.278703908369537,0.0990829265725716
"THOC1","turquoise",-0.0365418013988144,0.0164825966136567,0.461386903222611,0.107175317026238,-0.102162123796148,-0.494315723105971,-0.0726579127438871,-0.845534696828195,-0.572177877315338,-0.608872373383094,0.583103460861709,0.699590255835367,-0.0692455298231471,-0.176491050862811,0.0625243998967127,-0.255202926629439
"CHST10","turquoise",0.465126999669212,-0.117607644129908,-0.10271626915953,0.140671012041498,0.403327586193574,0.538765716459186,0.443037955919155,0.10288162849855,-0.441100359239092,-0.059284994847313,0.317270522719073,0.11331682471502,-0.348534441256977,-0.280321649490195,0.0366214764650281,0.333535520337774
"AGAP1","red",-0.16025998801265,0.041769066749014,-0.15539801418898,-0.105341258413603,0.266226537317277,0.347816328671652,0.283325633142,0.346578629847297,0.110316863951271,0.243967384089163,-0.311987744908109,-0.279349536997565,-0.609042333971147,0.183441739174925,-0.185509580068999,0.250725209315315
"SUOX","turquoise",0.0456295528541712,-0.230955877643292,-0.0292198600343034,-0.160159667680527,-0.0996629614874396,0.134607629490429,0.245887763721873,-0.119332777691577,-0.311961089681957,-0.31763138831922,0.304980149498528,0.185035459320733,-0.104881726821842,0.0509655891415569,0.2535287927238,0.280209896414386
"STK3","brown",0.0372569185290197,0.622460152425318,0.637331421036291,0.444278868422532,0.236770475263017,0.142117162273512,0.493269309908547,-0.247163877775287,-0.0850277281563845,0.146972742133207,-0.18572754992167,0.360126947856724,-0.466686714489201,-0.388860936152273,-0.607019646739938,0.011279866465895
"MEIS1","turquoise",-0.297426138576695,-0.114420950414859,0.180367699190124,-0.181185276317935,-0.175036705521668,-0.346725895905616,-0.0650740316019506,-0.411349103790451,-0.230969347481049,-0.362732158958282,0.321810518754675,0.371635267922519,-0.23393168438546,0.202178895605491,0.202568462706409,-0.0714143593915676
"PLAAT4","green",0.150288084401789,0.080778047080272,0.052780673965631,0.023867881961818,-0.262719691866323,-0.262302336773307,-0.175842703960397,-0.0739675462980461,0.252244550706172,0.0128379388297047,-0.146479710389003,-0.0647108172466298,0.776416812921421,-0.134619360389296,-0.0363246659350962,-0.282710616928398
"TOPORS","brown",-0.0156882812634003,0.548877818329723,0.556566511067074,0.270121955356632,0.0464274465559888,-0.0861293532225245,0.148801542317132,-0.206516339658551,0.173061881135342,0.198531739040396,-0.273776334532652,0.197969025647402,-0.140972576783615,-0.195576691864852,-0.386674252627226,-0.234808380145809
"FRY","blue",-0.33656734999742,-0.151904333534636,-0.0666757111689569,-0.420234711740856,-0.108469312016923,-0.207594967813095,-0.259314256381328,0.119379613465534,0.282300333230655,-0.0799647421722748,-0.280221627002271,0.00384331625738881,-0.192497142721575,0.507851996558862,0.122666736974881,0.069898511211141
"MYRF","turquoise",0.112293843898183,-0.612293107884531,-0.569487547215257,-0.277809043347757,-0.0263469132106415,0.138566467498219,-0.0514979033067524,0.124041015401748,-0.380016043574507,-0.296457222281674,0.424310639725971,-0.192070090771512,-0.0575409060256246,0.217254242559234,0.546257230347071,0.336189506893542
"CEP104","turquoise",-0.0931176141450197,-0.460548033374899,-0.153749575998411,-0.385126821910552,-0.329248146196157,-0.351453804684728,-0.284611188667353,-0.246838165215421,-0.232093786019465,-0.522983250416563,0.367598210978729,0.15245035962848,0.195232618769751,0.325739142542935,0.618114441863055,-0.0184046601877325
"ENTPD4","yellow",0.293956681244164,0.196383704697012,0.50050792284124,0.264227839411138,-0.0273422232466267,-0.0910021862840151,0.207070320620371,-0.473133578824342,-0.362518353628905,-0.284890640859522,0.246638546721297,0.557126090909324,0.0487107355589545,-0.341790772924027,-0.109606198188993,-0.00640543146241349
"P3H4","grey",-0.0775258730363426,0.109235376146127,0.154975166185863,-0.00441884258782801,-0.0737532627442051,-0.0567102723792194,-0.00948741511956747,0.0469147076702736,0.0769563131982616,0.0140441693943132,-0.119620500492721,0.105064181751008,-0.119792963483039,0.0269115310272083,-0.0606189642336593,0.180998219475283
"TPST2","grey",-0.0225463147749926,-0.0354336478807295,-0.26797371849698,0.199269467843809,0.290698449773673,0.0492793355934252,-0.384324980665902,0.222191105142462,0.101628285817295,0.230065601750183,-0.0780508993551434,-0.309739037216211,0.261453303311181,-0.0566746481828656,0.00164852317680832,-0.271771040200563
"TOE1","turquoise",0.122283968847812,-0.0954629786540309,0.0540753457362999,0.0556877749145204,-0.0999356469551638,-0.106984186606093,-0.0237852411156149,-0.190261809701201,-0.199222476212066,-0.243901791220874,0.307395761813861,0.209426186632754,0.236256381884792,-0.15252240719145,0.159831436449943,0.0311607976446833
"NRGN","grey",0.0209154503657522,-0.188980514481931,-0.11787203423226,0.0958202147279383,0.243398010432946,-0.0788482836244874,-0.31951624644638,-0.0657606047174812,-0.247358735633811,-0.191867147257416,0.280161383856372,0.134401805806522,-0.0548172635973362,0.02443872702707,0.172828359083373,-0.0152141176706769
"PBX3","blue",-0.56667482891559,0.0374630669300975,-0.139765878671617,-0.0576247569367301,-0.112985946832513,-0.365513089315774,-0.568649440844292,0.188223330571674,0.532672592607419,0.279335270040234,-0.348686930325759,-0.302858970029282,0.169658193461622,0.383238343434564,-0.0456895953525243,-0.432133778367849
"TPM2","blue",-0.530488673323084,-0.0147550452229449,0.150202760210064,-0.151362920296672,-0.10138938885198,-0.343890591999816,-0.305709893432509,-0.133510698562182,0.0880497320371987,-0.153145278784793,-0.101847550760656,0.225914205836882,-0.262098710258993,0.336363445128194,0.035191906384723,-0.0954400233616043
"CLN5","black",0.209669301712152,0.356900294939134,0.2548353104012,0.302101847494512,0.254035010597986,0.0285788947416727,0.0545715214976307,-0.115812409649057,0.10078164339503,0.262428785924371,-0.0589857133841739,0.0655018489465614,0.11418048480867,-0.432352170951725,-0.34659977359686,-0.322976590690482
"PRAME","black",0.602362864379551,0.225081706675125,0.104155892127092,0.332782765513707,0.503102434224832,0.425388035519121,0.449987953465143,-0.0198840795377116,-0.284360550009834,0.136818156664509,0.0804042454740384,0.0325241992469631,-0.227519206940329,-0.485880708570841,-0.283056978914779,0.0848962465477665
"SLC5A6","turquoise",0.368456774115003,-0.118479077364865,0.0240201173888415,0.330008421048371,0.339884181292117,0.111122589300008,0.0744945133497067,-0.347497969753332,-0.649248825646269,-0.324679202804,0.626376585179914,0.315039664742743,-0.103556846767093,-0.324065412427719,0.110271552993769,0.0695294170459935
"P2RX4","grey",0.298036422743785,-0.0465522647162772,-0.204261477672203,0.227249700543417,0.329791590752631,0.465200765442511,0.266847430691284,0.157477465940794,-0.212280328351513,0.159317065723299,0.240144889984065,-0.123557841493662,0.0430553285315641,-0.373940418390866,-0.0582672696416975,0.086339786116465
"MAP3K4","blue",-0.281942666692873,-0.110617166387607,0.0862058090340453,-0.146516101816953,-0.36944104303328,-0.535933697164098,-0.487892554570073,-0.182347249628549,0.121737653008088,-0.193961563761633,0.0308386068596562,0.118609726594463,0.221567341360604,0.354146449749455,0.256772910097709,-0.274852130812212
"WHR1","blue",-0.35337823161411,-0.43011393715891,-0.237573522452522,-0.505990503438673,-0.342849486829749,-0.257182920246198,-0.173710641128066,-0.0023553045314819,-0.057314494023735,-0.312983947990554,0.207818983925402,0.0620689237327252,-0.103572481342363,0.49901323466877,0.423439038412843,0.167514288273373
"PDE6D","grey",0.216969638927238,0.0671235526391814,-0.101840516230324,0.334170856613779,0.29954146619457,0.142696522242068,0.0425023700228158,-0.0326795901302672,-0.210225384295761,0.0874017539266427,0.221743397635333,-0.147102652384637,0.0438524643120075,-0.303210263917445,-0.00397835802508625,-0.0940921879714719
"AURKA","black",0.253353365320302,0.354538582379058,0.256171134278569,0.7410629918543,0.378307787901617,0.113092100109521,0.0633958010403537,-0.219295291133868,-0.271614375194331,0.146424039215194,0.142278845499124,0.111238854003913,-0.0383717854405357,-0.55517359662395,-0.29307988858815,-0.227433443541577
"CCNH","black",0.352623490180041,0.435558280780759,0.303240443922824,0.491937585728152,0.255469137663163,0.145505907060962,0.220124718807339,-0.11483501186253,-0.0364113323026025,0.242632190388968,0.0213282271211387,0.0862189653625897,-0.0295019656103399,-0.503540084469742,-0.37393442936819,-0.092996746939926
"TSC22D2","yellow",0.0134480696311217,0.322809089252907,0.691274230548703,0.29672883789098,-0.0423886439187683,-0.156060331780935,0.256051901481956,-0.56994956189375,-0.346770053733939,-0.313756541969533,0.257540288435559,0.713186865005245,-0.154174198807197,-0.311457066662425,-0.250773359769065,-0.0674473451839279
"ELL","turquoise",-0.0949686827777135,-0.550471287900344,-0.259945802339882,-0.397745688131801,-0.296165764158836,-0.389071390919204,-0.339172869001123,-0.27380522265257,-0.30640089050475,-0.539970331419784,0.557562206506722,0.164724466710713,0.0904847372068264,0.388679924239569,0.657598519176108,0.0133275714197369
"RBMX2","grey",-0.0902183588250198,-0.155799440305956,0.0815404073410959,-0.248168215792651,-0.122642604842912,-0.112660398014011,-0.0759472012863058,-0.0485512402461079,-0.0657648615961445,-0.270486136389087,-0.0442894067560189,0.204296375073153,-0.101543178275816,0.215576347222652,0.172886041206883,0.245342033602346
"SMARCD3","grey",-0.00713734609688378,-0.112291893280859,0.0266542351670871,-0.0879388753991839,0.0721773382246721,0.120729050614261,0.115035632872066,-0.0174726154292636,-0.213826609187965,-0.182836125081932,0.137286943284191,0.215521379670708,-0.249944909524492,0.00735712259571423,0.0320940017646147,0.257055705234434
"MTM1","grey",0.0896645638545087,0.313772248857857,0.322202569619367,0.259479830306632,0.0124325879142875,-0.217300428251587,-0.0604665965255428,-0.224194280256234,0.0888184762628489,0.096995231590934,-0.0552370786857045,0.188589766623707,0.169087101413716,-0.32244525096915,-0.319419759799655,-0.296402140936777
"CCL4","green",0.433068742345542,-0.00910882771862458,-0.0450329209018973,0.143784285006016,-0.104294489791499,-0.0884387563249338,-0.0766900923681487,-0.106220135145045,-0.0159827492678598,-0.0342071939560136,0.0924033307700549,-0.043903201381357,0.698904425915539,-0.24417746876043,0.0416513343181043,-0.190115355295666
"SNAPC2","grey",-0.00342724996700455,-0.197858254220631,-0.24815545218663,-0.0581970595518804,0.147936503872779,0.258689378122215,0.079477446796921,0.272016168995352,-0.131080866311689,-0.0271703456072685,-0.00749622840532923,-0.120066513761437,-0.351354942373559,0.14924665394837,0.0180769857735146,0.394205951197547
"NRCAM","greenyellow",0.168053515616947,0.105503677254394,-0.123835204724973,0.0929571683308435,0.484725530971841,0.323625940864329,0.138949841522691,0.229578403981544,0.0241467450000515,0.23855018770818,-0.0738340835482531,-0.161930410180814,-0.258101240350026,-0.17275799302673,-0.192660645781774,0.074984021420407
"TESK1","turquoise",0.177369135554453,-0.480792034520444,-0.0923074767845022,-0.274587147418755,-0.205722725609363,-0.144269675591169,-0.0122178162717136,-0.381436238260356,-0.574058586233231,-0.664962961204698,0.624630907117687,0.324585426976774,0.120159734008619,0.0852587106346512,0.58705769572544,0.195521385899766
"NFYA","black",0.202282813189642,0.435225625493632,0.396040232383021,0.474504476490678,0.190034396272214,0.15998895840431,0.389754718256256,-0.254895980967269,-0.214490119326064,0.163708912157531,0.0530767827794494,0.220292210814227,-0.13961468739464,-0.552116064043468,-0.437392463249716,-0.0451019574880582
"HNMT","grey",0.0874546170993786,0.29171938488704,0.375623976035923,0.200398219503979,-0.131453039189739,-0.210276270595344,0.169492134039412,-0.352797627564187,-0.0113664477364599,-0.0731422680297997,0.0681797758655353,0.246940584793279,0.198740968807466,-0.240520340519008,-0.184989566050595,-0.234261139414147
"CELF1","yellow",-0.0706606875361756,0.211383132518727,0.590972953821642,0.164994921312639,-0.142722860071981,-0.212692198072695,0.038807018703141,-0.462955255371505,-0.238178416598096,-0.27557183486629,0.169474658179184,0.649719771449417,0.050229296276963,-0.183892181360403,-0.119784047500049,-0.0121215075710107
"NID2","black",0.0122311752260509,0.318266610334709,0.0300023168743295,0.399092990601999,0.361337011796813,0.179421813607025,0.0144920308212682,0.18775344092597,0.197862941663743,0.463519981278644,-0.196215000179183,-0.204130469539983,-0.120846276645419,-0.21027826767418,-0.386280889002074,-0.266547914609054
"GNG11","grey",0.00319069516044561,0.193338843795187,0.0987182186903123,0.117265077410729,0.0064993310713356,0.107897824405615,0.085425659304107,0.120608597612802,0.185435101218757,0.245569066825295,-0.104777285376309,-0.0138714091706349,0.00807703889760977,-0.110632813934624,-0.198239990147348,0.0165298052070417
"IL2RG","green",0.329592759140714,-0.307992421588495,-0.16144981475628,-0.0937826506685213,-0.334634054854607,-0.317568359713638,-0.291291780693714,-0.298165821623126,-0.163537281382202,-0.350849586775003,0.38382347718846,-0.00365032168126951,0.788554221660348,-0.0182443425695725,0.475262720076539,-0.220485287038222
"PREP","grey",-0.0653962196918679,0.0393392083387623,-0.111465015238844,0.0387845815358143,0.294768806721877,0.216922551445073,0.0774682762832203,0.154276216929098,0.0830885917662634,0.188089021807258,-0.133353440142091,-0.204002798712658,-0.16096960761918,-0.0200104211335558,-0.118386047193891,-0.0793419696320589
"CD48","green",0.141108316354964,-0.108198619949745,-0.0630131940219763,-0.0449304754817495,-0.404082636744661,-0.409009560424241,-0.407899633285679,-0.155480637975508,0.176051065296118,-0.0778507500968739,0.0909644561527456,-0.0802640594380943,0.899613519486142,-0.017733438618638,0.313456289791848,-0.337601436845764
"ADK","blue",-0.338101454596161,0.0267464745714075,-0.225432876925666,-0.20422581987688,-0.324734318371654,-0.222766026290672,-0.357882116246036,0.373030551334447,0.628788499444921,0.358115609745552,-0.459109707605284,-0.475076987503996,0.133274580795229,0.444315803230891,0.0473296100293663,-0.156965565787633
"GADD45G","turquoise",0.0155192666801605,-0.370007949191125,-0.372751493971304,-0.150235508982475,0.0876136227433295,0.0359587554382685,-0.0722335235844206,0.024368732023487,-0.204271419419072,-0.207121255086069,0.308322640997911,-0.142165727936165,-0.108090960728354,0.189492531611987,0.33053086771034,0.0739976310140965
"TYROBP","green",0.209958468007485,-0.178866518893115,-0.251401649025793,-0.178900557132558,-0.26157538456662,-0.119377212378037,-0.200860509130411,0.163011580379274,0.260471856451726,0.00551086590104936,-0.153369142310279,-0.242756539137256,0.739227004943754,0.115477109999475,0.179112248749335,-0.120437564639909
"LIG3","turquoise",-0.0406466280766026,-0.0653763509265657,-0.0422433048337228,0.228005954306706,0.127192473632957,0.0944800764017235,0.038754797206749,-0.133918055339283,-0.352337598402035,-0.0471806557360658,0.347331045221934,0.0684968839570373,-0.135867704494366,-0.18004675593877,0.0765120407548659,0.00050705615143355
"SLC34A2","turquoise",0.169522277418949,-0.184919150127492,-0.0536045354789097,0.0137592443063992,0.0704369218938413,-0.0487505323507857,-0.0429099413612954,-0.190405775412501,-0.333745069295241,-0.245600456117055,0.442723317222893,0.163752034775328,-0.0438642647915737,-0.0825177281174454,0.16104030016168,0.038516428397149
"NDUFAF1","grey",0.0455404527281094,0.282559829688773,0.0487395557635386,0.196027844457512,0.142741566842861,0.269074064958848,0.149975144610275,0.2690752987243,0.253516555372502,0.37427678403336,-0.370740462439803,-0.246051212034625,-0.0298822789016571,-0.108089960827128,-0.279543536474772,-0.0379586371017281
"CDC45","black",0.257214255567729,0.383035413767341,0.19498948300141,0.7828502474105,0.661095616996484,0.234226248078336,0.0515300186451478,-0.144241171132731,-0.292461829508113,0.274508878890907,0.121208176636067,0.0549090061184768,-0.205010794420977,-0.581802489509335,-0.412672234021395,-0.258388242747148
