"Gene","Module","GS","MM.MEbrown","MM.MEpink","MM.MEblack","MM.MEgreenyellow","MM.MEpurple","MM.MEsalmon","MM.MEmagenta","MM.MEcyan","MM.MEred","MM.MEturquoise","MM.MEyellow","MM.MEgreen","MM.MEblue","MM.MEtan","MM.MEgrey"
"TARDBP","brown",-0.0621329076072104,0.688467184368018,0.728608615406961,0.458117741727946,0.0908321400298181,-0.116430332692202,0.101230202771643,-0.219132242015986,0.206409828389434,0.279935777228813,-0.385531959170952,0.354632273936422,-0.0736554161129393,-0.335476834959517,-0.620933995946766,-0.263044755786103
"CFL1","grey",0.186008947708579,-0.373825192351507,-0.392478843643157,-0.179641493462243,-0.0934836202188362,0.224383086760697,0.00442820895362929,0.366930392374396,0.0118576144417013,-0.0869011006541668,0.0384326932134899,-0.220998657638542,0.236487469557355,0.242136769652885,0.380595543687993,0.241498653977607
"RPL18","grey",-0.186294729284938,-0.0645801619833738,-0.0225460202320714,-0.243118139591705,-0.332360597992964,-0.247606237881899,-0.183703761331374,0.108119746984815,0.210327928288508,0.0255836047946865,-0.146281523846961,-0.0260476403554382,0.0524897734500289,0.2062568764255,0.057816262572074,0.182426401661791
"EIF3F","magenta",-0.225603616786361,-0.0512533538440249,-0.385958655152887,-0.272470300912929,-0.187903237848503,0.0376521414494641,-0.199442159018468,0.585977010595736,0.630482557670751,0.484158359379486,-0.484915495256155,-0.61142680808982,0.0868910831815001,0.359734978817352,0.0286598916214839,0.0861767096009423
"RPS5","grey",-0.135705459330007,0.0408367648355031,-0.0583553162269218,0.0242842706820831,-0.0683702272817988,-0.150670881490847,-0.184610525454638,0.106560987677535,0.157650623270605,0.180562590612699,-0.0666141283097702,-0.0968637936131773,0.00345140065545228,0.0398310997353658,-0.0114712229444804,0.00401472456815623
"RPL27","yellow",-0.0249284819534084,0.242725786043417,0.386037324209866,0.268723229491461,0.0184695911094568,-0.246697390957501,-0.0906620822757318,-0.365463249458654,-0.165043597818216,-0.062786983608644,0.168891533994055,0.379749677219305,-0.038452186175826,-0.28933255382441,-0.189318365356644,-0.0739065745867409
"RPL34","yellow",-0.0333543551298492,0.362253425248301,0.626713354186716,0.206983117500223,-0.136804190994707,-0.397969563040304,0.00241914507980581,-0.54817806098117,-0.113071072194379,-0.169424471593402,0.128607407958941,0.584000477853335,0.0540664212764703,-0.321087995767614,-0.254859225071241,-0.141502961340142
"NARS1","brown",0.0889976922902396,0.586086675616987,0.491370102236435,0.571804305984363,0.324016630375976,0.332214986593117,0.437372657371224,-0.0717764657684224,-0.0787406944813702,0.295170058523432,-0.170911270880351,0.197816446129741,-0.321373466931627,-0.454976129685586,-0.537733848671543,0.0344325206599351
"STARD7","brown",-0.0119216053234241,0.717244153746142,0.500624721493047,0.66439691306877,0.358904740197217,0.0582043934428261,0.129794645362716,-0.168531568612894,0.151223722597727,0.464441355110821,-0.183405373474141,0.101650646317603,-0.0870173996468582,-0.591411471402179,-0.661041434131129,-0.399285462893306
"RPL19","magenta",0.0852902141312266,0.0719194762364567,-0.0570120031053269,-0.119010048344195,-0.142842682235682,0.29361881439259,0.26492971287664,0.439954135707217,0.297720310968208,0.320113172201753,-0.359603598227748,-0.217795703302819,-0.030050572204381,0.0729755733534404,-0.0771339235677244,0.364869867002485
"SLC25A3","red",0.00848728241939104,0.117149767880772,-0.357420675375931,0.0864009338580182,0.232443163807357,0.472238272553486,0.182896425614145,0.653576353645792,0.402048855475366,0.684088592504384,-0.354399451393856,-0.616050036836784,-0.246035251360769,0.0112088860183498,-0.195529561154439,0.098233977250798
