"Gene","Module","GS","MM.MEturquoise","MM.MEblack","MM.MEpink","MM.MEbrown","MM.MEyellow","MM.MEblue","MM.MEred","MM.MEgreen","MM.MEmagenta","MM.MEgrey"
"KLF10","turquoise",-0.537780217258955,0.645092921189965,0.31551324229981,0.158111999681493,-0.633303401714382,-0.638084341963952,-0.0860413758719255,-0.533000562417157,-0.235766882633508,0.236954249623031,-0.348102452990085
"ABCF3","red",-0.0522368980683011,-0.0245501849375773,-0.149630218747776,-0.141637008518083,0.0331014460739789,0.136032893304146,0.487047994788604,0.604699429543659,0.255830008295973,-0.237231495228918,0.537982481770355
"NSF","grey",-0.167207620872101,0.111527052852457,0.0458726465706901,0.185311950105961,-0.179446495641997,-0.190745171308624,-0.356220039513014,-0.493368892974417,-0.184795133135739,0.195203015406991,-0.48398219978846
"TCERG1","magenta",-0.414707158649978,0.335788963629822,-0.173999153941584,-0.267194950006936,-0.44929161883303,-0.115348765092648,0.215797936693849,-0.178061352133881,0.308308253756638,0.708419663247005,-0.447229859036572
"NUTF2","brown",0.764034252517585,-0.818236285497971,-0.275887256639104,-0.070441887230964,0.796859504984876,0.703685227108959,-0.287577639218444,0.253420584993287,0.068252823976529,-0.319593360681262,0.160408947942889
"AP3S2","yellow",0.531256824180496,-0.752484636403902,-0.615448769480887,-0.580211529745151,0.600547822735226,0.945558494016045,-0.119840504697554,0.251054458678334,0.58623989959612,0.151662892267468,-0.0698668072002341
"SRF","blue",-0.080309098203498,0.0991305821640179,-0.00525863887272375,-0.0595621060901785,-0.0739936652038,-0.0209670389004498,0.395585998476172,0.391307441751006,0.124504765274525,-0.0727038564013183,0.359974984237321
"CARS1","turquoise",-0.616243334933825,0.572929815414172,0.0332278362468636,-0.4062030287963,-0.626896400241252,-0.30226767440515,0.553842191667921,0.128111606557545,0.347551979154068,0.377946462443987,0.104021828068958
"COL1A2","turquoise",-0.577089303131798,0.619696899745462,0.201120396167785,-0.119029449870971,-0.639938898400924,-0.469871835787116,0.011486024828021,-0.473805749682909,0.0117086190452779,0.377677422148694,-0.346480729016419
"TIAL1","blue",-0.571090521995817,0.526431271977626,-0.0509184483425451,-0.435698617010274,-0.612692276914338,-0.185780395106291,0.650741636159721,0.287131172891829,0.448716586634875,0.354508581459714,0.164882487358549
"PRPF31","yellow",0.326514702503928,-0.596684245030513,-0.655864747155023,-0.628236745719534,0.440430821399295,0.828512394965424,-0.116022305905364,0.137793108651949,0.641184034782391,0.281659189844436,-0.197154454665657
"IGF2","grey",0.0341028577240102,0.185662220456693,0.366147035737047,0.133356758492618,-0.0517512273022118,-0.269990129903628,-0.0888218816119807,-0.175327046949827,-0.306679659689102,-0.211590168912685,0.149896335694333
"IFI27","turquoise",-0.177791851384383,0.436608206251778,0.57393147951797,0.362091407323726,-0.274101759884957,-0.584595596355451,-0.192077975493891,-0.409367338839263,-0.493365289137526,-0.144776461737185,-0.0657060352071706
"USP1","grey",-0.392534157557181,0.28605389626855,-0.228933740713858,-0.111719844696529,-0.409542695441151,-0.122502882347119,-0.0700997670693839,-0.457407521541562,0.153592796881992,0.571967499574395,-0.645473747225624
"ERCC5","turquoise",-0.741542496859295,0.63398932063228,-0.24557130415839,-0.482769309300923,-0.743696723098295,-0.285269825177965,0.507696423476259,-0.105329358694033,0.449266898024781,0.726495438852206,-0.249452122998303
"HSPBP1","yellow",0.43564167259108,-0.650425545257653,-0.591038620540953,-0.597982641653738,0.555716698999551,0.861864571529882,0.0181783503856344,0.349697168271153,0.585755502272738,0.0606831537775959,0.106593989311103
"DNAJC7","brown",0.580391690489504,-0.583889050874028,-0.172402337952929,0.0209515530221601,0.629661275453198,0.461646325734125,-0.299788745508106,0.0613581056942932,-0.0764040144137029,-0.301907206524956,0.119406959398183
"KEAP1","brown",0.627531359236752,-0.73811042780704,-0.235350257727964,-0.110330211965334,0.717275399460731,0.641677556389019,-0.533577693764826,-0.0442386831237009,0.063280861042499,-0.258793379636904,-0.0790129422916413
"YIF1A","brown",0.515052229279382,-0.425697983132766,0.179889296282447,0.419315896283866,0.56745679993881,0.128960928831241,-0.173766279587839,0.29628234956999,-0.380768521293741,-0.840259943791116,0.557518856433249
"KDSR","green",-0.364699842566271,0.156047888049324,-0.563622822274302,-0.657960885907127,-0.335936926468575,0.222155694190855,0.245802702306637,-0.0806292231293118,0.6380102935877,0.64062592380981,-0.330489248342685
"DHX9","brown",0.668167205988344,-0.676040929853695,-0.109994593102502,0.238005856723007,0.711129785568266,0.446229218567223,-0.411394647439178,0.0506172546190936,-0.208408740973385,-0.398267028513578,0.0630800261836413
"IGSF3","yellow",0.646785791606707,-0.786815827290213,-0.473609342431148,-0.162726302368508,0.72232198184292,0.754449321087984,-0.245482238220082,0.211704799561501,0.215046278649887,-0.100245279111346,-0.0186701610341547
"ACSL4","grey",-0.23344362138929,0.220570650692482,-0.00466611493878488,-0.0659613893887474,-0.309222070700544,-0.165742992925237,-0.309464188600002,-0.620294875565237,-0.0207611593026861,0.570969117404196,-0.722122789585668
"KAT6A","grey",-0.156259880791432,0.0539442566188528,-0.146233052899684,-0.16269330583044,-0.0717896696516668,0.0994954241715005,0.225430054110572,0.271607200187721,0.248922654142167,-0.0260823783195722,0.191233211003069
"MAP2K2","brown",0.866040859345855,-0.901526971016904,-0.227109725258718,-0.00902964028705374,0.934428180845217,0.725544529029758,-0.539714565433451,0.0614587419772439,-0.051810626251289,-0.425528471357526,0.077953353747548
"PPP3CA","turquoise",-0.557401960814673,0.60591045751837,0.165704831357311,-0.151414738631971,-0.649401513502128,-0.433735115271,0.0917918829116075,-0.360253831425801,0.069805915083038,0.520208690537242,-0.399175420827826
"RXRA","grey",0.189372688348342,-0.185608453340525,-0.200552528313482,-0.334137135838954,0.166731719173147,0.287403470276121,0.122491293430564,0.247580109273814,0.249866209410215,-0.120479385356548,0.271632159969847
"MPC2","turquoise",-0.361042728124534,0.468354081436457,0.407138715734948,0.368246319966348,-0.384693612221342,-0.565595067388343,-0.1748555062906,-0.461201324385474,-0.399128365909202,-0.132047076080001,-0.116151579240455
"DBI","grey",-0.137065125047611,0.0137375675725559,-0.327991440964555,-0.390758194067679,-0.113432272622662,0.222793104771721,0.084506074326028,0.0535233487765629,0.3883122243863,0.10649373648025,-0.00900956560076969
"PLSCR1","grey",-0.0501781460415939,0.0216300849033955,0.116905569020463,0.117258560070252,-0.0983930202738552,-0.0470066401811275,-0.309228151796456,-0.326620999032169,-0.0525347080611908,0.161179456007093,-0.426238037711261
"MYC","grey",0.259696060816599,-0.189436203496648,0.157652932433395,0.510251758720066,0.284165963898312,-0.0806176967399826,-0.260419048339839,-0.00680265925317769,-0.417312657361,-0.549046145475474,0.179279711386086
"PPP3CB","green",-0.262464083893708,0.101385644643017,-0.25384388125457,-0.582522947017636,-0.279451702675025,0.247100526639119,0.248601758238602,0.120708143126051,0.613104638450321,0.540135520031369,-0.190032135645448
"SLC35B1","brown",0.751425041798137,-0.726754604358357,0.0123093370774888,0.324788317950653,0.752133512699213,0.454548821075715,-0.58754063927405,-0.00200672183308919,-0.273258584468027,-0.487294949123839,-0.00525495601835548
"CYP1B1","turquoise",-0.556608095079359,0.764178118933842,0.639531688897463,0.252455713584406,-0.657025643694002,-0.796897064844521,0.172274609090976,-0.255987762660837,-0.321204340935196,0.0583761300812275,0.0253730198913085
"IDS","green",0.137119466585995,-0.313013561035368,-0.399544091728968,-0.416150595850183,0.109491217643683,0.501806146676885,0.0186189860400252,0.177548349439405,0.494274691416591,0.409061037083409,-0.277316603870654
"DENND2B","yellow",0.665616972073299,-0.821395717215874,-0.48720869349357,-0.293813622602429,0.713389271201261,0.858410341320092,-0.158788899239802,0.343657130594727,0.36002292651173,-0.0466701269355893,0.0160959965139145
"ERLIN1","grey",-0.191199701511906,0.105910274353366,-0.19028871346473,-0.0801499577227076,-0.157514785990751,0.0253465563108534,0.173185949138931,0.0724737511271741,0.160337319737395,0.0166737109476783,0.050616063457204
"AP3S1","magenta",-0.489836206593971,0.340714988970832,-0.296114457156797,-0.59546385811288,-0.512081551682994,0.00420017456300681,0.344788611433949,-0.0532427567405666,0.545775467834747,0.722764453522153,-0.313412011981156
"NOTCH2","turquoise",-0.680173357767599,0.81837896347846,0.444453570827875,0.399038120898393,-0.746908031317495,-0.881388797717497,0.154029351349359,-0.361790622841132,-0.375918774716667,0.171793979413992,-0.171093157694344
"DECR1","turquoise",-0.54159409131093,0.457172533876791,0.000607378570776787,-0.206447580042883,-0.591504138728852,-0.233866055159317,0.357009013440322,-0.0210456723227817,0.296807123919773,0.510858924289436,-0.227741482865304
"ZER1","grey",0.00457371086292585,0.0807495942174517,0.0529906087963745,-0.104186366510797,-0.00745519853123259,-0.031358121157979,0.269257268552612,0.273650032580289,0.0244525982551528,-0.112548014117339,0.348520713730026
"CTSK","turquoise",-0.308115017502895,0.465174449281218,0.493413943335458,0.406025113362525,-0.405487469048139,-0.62670521121374,-0.105727844280479,-0.399894283578609,-0.435945975354771,0.089876545865478,-0.245032358692728
"GTF2H1","grey",0.0313848059338078,-0.0365978246797729,-0.132037972903927,-0.0167730033216765,-0.020255171081249,0.0526810304562074,-0.172202878871256,-0.29714793123934,0.0357667418237275,0.431157445210918,-0.505964905248603
"ERBB3","brown",0.737756776400513,-0.731246835781858,-0.148430770938325,0.270254034175283,0.782077812181253,0.485085529133184,-0.504112370716722,0.00668145175234815,-0.228186583673739,-0.322041874840994,-0.0532129685457815
"HDAC5","brown",0.377569949890533,-0.435157625239759,-0.140709918733479,-0.0418720057913422,0.455713730743745,0.379895888611934,-0.083147795544464,0.242243663988592,0.0807848053375599,-0.190888627388405,0.16188188142729
"PRSS23","turquoise",-0.238995044202928,0.531450073235061,0.654669017771022,0.644212587130253,-0.369675550465875,-0.809937777853799,-0.098632970132323,-0.288634973845242,-0.699667252219506,-0.273735353691416,0.0618354948385641
"LPIN2","grey",0.284288011252497,-0.134901073861583,0.290434866911812,0.175430990680266,0.207526504640026,-0.0279383734863687,-0.247876478001893,-0.177144171889841,-0.286901960744995,-0.0471138152091616,-0.066585799341842
"EIF2B2","brown",0.583772467873367,-0.515817878723133,-0.00774153881722377,0.438613971333282,0.616154166205437,0.193502345515257,-0.240163309839397,0.233865860357244,-0.39009111450955,-0.651113524099959,0.350132106038431
"DDX46","turquoise",-0.556050933585214,0.680719230791503,0.360412690964026,0.336623597943424,-0.644003061017401,-0.750797531123298,-0.141631778797052,-0.645046078612477,-0.376855191607672,0.231799619814013,-0.435009661738155
"MBD3","yellow",0.357037755921939,-0.579950736161196,-0.652363584965144,-0.580136026613589,0.489555012254639,0.802007153763802,-0.0305537108745781,0.237816325196964,0.565625192482833,0.0639524388777633,0.0513396577825827
"PFKFB3","turquoise",-0.781572803834931,0.798141925808687,0.159453114529861,-0.058029701565332,-0.842615959194056,-0.58260920432581,0.547377485812456,0.0072028128746726,0.115924873315415,0.400301583108852,-0.0357364779587226
"PCOLCE","turquoise",-0.34633218755985,0.51846056824309,0.526182732905751,0.0674005614416311,-0.43560081581153,-0.529073209612216,-0.0741283243534492,-0.350391576506837,-0.215208785461929,0.11397866188879,-0.113028954370186
"TENT4A","turquoise",-0.858239218209053,0.759683613892445,-0.0824054826206447,-0.357882573958106,-0.837040923431993,-0.39854340862674,0.722395041229396,0.175082125780809,0.432777073709776,0.507343135159011,0.0434299144722389
"COPS2","yellow",0.247091478584386,-0.494477946674511,-0.686324588569818,-0.488307996683535,0.287573510990409,0.697051544886889,-0.201566535140012,-0.0539937962208528,0.547990833810524,0.493626922203573,-0.504722923196624
"CTNNAL1","turquoise",-0.554389256093108,0.68682787211518,0.32532730603569,0.435505140177436,-0.595449067672947,-0.798038379020893,0.0738042248713579,-0.401708353095429,-0.430927547704623,0.16571529921239,-0.23008900482982
"CPSF6","turquoise",-0.432737999109534,0.461087410638323,0.224467119804084,0.325283478785692,-0.451615108150229,-0.524306425465687,-0.0468065518502334,-0.332925159635831,-0.261247869092266,0.174021974273448,-0.309768493112706
"IDH3G","brown",0.77390722196285,-0.807965837957977,-0.0849212500015984,0.0644771183210868,0.838175746047551,0.613321869069608,-0.4191974338677,0.215603349132617,-0.079455055247662,-0.535198047673985,0.229876456807869
"MPI","brown",0.644158853348226,-0.622026861094618,-0.0625604382079205,0.206273901180679,0.679569888972542,0.403745710151771,-0.36899714503874,0.0716825254176123,-0.218724052324959,-0.458464048851507,0.159596771041653
"HCFC1","brown",0.589504344466346,-0.533805114137396,0.122029605344574,0.321280441370711,0.62545878996958,0.28886148272546,-0.371218984100747,0.122872052577806,-0.314070616825479,-0.643405433109566,0.287663441409707
"TMEM147","brown",0.830452221965827,-0.934078741290577,-0.343990621322301,0.0509334203184776,0.932230091069144,0.756288476198111,-0.441249556279544,0.180671598813549,-0.00832234474539095,-0.416823149560874,0.0892415372088751
"TUBGCP2","brown",0.404492048056705,-0.383924806550178,0.066250216875998,-0.0924089508574379,0.412411906466656,0.33122978500147,0.00160054149028706,0.411531372352951,0.0433330238838313,-0.535497251856412,0.535998104294922
"TRIB2","brown",0.899992125450659,-0.954477538470302,-0.30696119756204,0.0284435773154885,0.9368402966696,0.793703415795403,-0.383311026189323,0.283999745911532,0.0284471280377781,-0.376594430709541,0.115832718298055
"DEDD","brown",0.625718291143302,-0.531093424367651,0.131383261031722,0.176234469884945,0.612917871297535,0.29476542283239,-0.452200286000389,-0.0341300640400924,-0.266296808186458,-0.38485083454204,0.0764495741506988
"DHRS3","turquoise",-0.659249449483361,0.760903523032382,0.364823923911546,0.128172079182639,-0.688906749690359,-0.713498279165685,0.123228292221216,-0.436636736580172,-0.211116893193836,0.203123526873591,-0.170081080104258
"RANBP1","brown",0.568703941144389,-0.619400088534406,-0.0814038387878569,0.413996972378314,0.655534016772158,0.344677654884306,-0.458638177095582,0.000410283125517449,-0.298837589675294,-0.553425285141463,0.0735559853155908
"MBD2","grey",-0.29028863195303,0.253229967148863,-0.0476100379221394,-0.206397971982961,-0.344653198289902,-0.0908612677122378,-0.0114552528179582,-0.276792164054229,0.149320604819022,0.380879649727786,-0.332783160892885
"AFG3L2","blue",-0.261240016114235,0.0413488322131483,-0.499794677721304,-0.39723797261153,-0.185973039141061,0.23481554687617,0.29295485587942,0.084046093576535,0.496482222378204,0.494724674909437,-0.238045973805136
"H2AZ2","grey",-0.153181455520348,0.10529226219687,-0.0250597366539729,0.33428225094107,-0.162837046718837,-0.173791817611546,-0.134969909623191,-0.230833974549932,-0.171213102039351,0.0919747602844688,-0.369510903481488
"FXYD3","turquoise",-0.606513863712989,0.658303705182985,0.135517969077796,-0.0672985318425873,-0.602108583866195,-0.511719200229194,0.335372400076008,-0.0623327390525068,0.0292588368980879,0.154072384903678,0.075810336222275
"ELP1","grey",-0.139662621007265,0.0872255233694684,-0.178679234762103,0.16472211096535,-0.152075729150553,-0.0360630322785742,0.141425386267564,0.112914879142429,0.0531435895241193,0.0682379832760709,-0.104222843864541
"ATG9A","brown",0.717307198194419,-0.830623668004491,-0.418340860850017,-0.232784168449175,0.815589491500358,0.804382200942414,-0.301088909073526,0.209663311988413,0.201888186758647,-0.33034188344371,0.177221637305899
"CSH1","red",0.09663511425952,-0.104688884320044,-0.0759553401161546,-0.31981341971919,0.101507630690899,0.264140091320322,0.661004601755068,0.872211655122724,0.365101005691775,-0.188615918573018,0.738367293119301
"PPIE","brown",0.508278214508502,-0.614671195430675,-0.220088042398153,0.107851404061619,0.621763850119126,0.497006337646302,-0.255847292699845,0.205706297803174,-0.00778294660169452,-0.382186772082592,0.144334440085005
"TBCC","brown",0.729904012322742,-0.583731965543289,0.250151653540268,0.485280224618178,0.693874736467952,0.221687260209216,-0.483857395672433,0.0261259341420573,-0.485890442056978,-0.543256729653624,0.127969834978641
"EDC4","yellow",0.194273994370462,-0.466368454016295,-0.656656227951317,-0.700720918185367,0.297381251091707,0.746300650737511,-0.0110665629240426,0.0682614544728809,0.680091265555825,0.445047854096493,-0.259392118796247
"SLC2A3","grey",-0.0502101549179831,0.0656696269410229,0.176604953176732,0.156228484306253,-0.113031874892474,-0.173741632014066,0.0177143073340905,0.0807792456097474,-0.0997498036766849,0.0931914478204536,-0.0772518465722398
"DNAJB2","yellow",0.134368658164815,-0.301627671879257,-0.449136088337215,-0.418221539072325,0.253792679477195,0.45212311406985,-0.126630501788077,-0.0232733097441432,0.370342929599169,0.0846935501105108,-0.100391021652938
"MAPRE2","grey",-0.101418267958906,0.125739696482637,0.253054731302982,0.219138472090397,-0.101144058182044,-0.219413734635101,-0.000663143603919531,0.0348741657213661,-0.160555839100861,-0.136340823333874,0.0655365250489545
"ACADM","turquoise",-0.572611231709194,0.63539208109218,0.329192597677888,0.251007276752786,-0.578504651117683,-0.658160196054155,0.0600794342898188,-0.392417349389153,-0.264207585570388,0.1910432944401,-0.199739158059953
"PCLAF","yellow",0.626311893981723,-0.736784337765866,-0.425872752048223,-0.125867476258367,0.684594681002573,0.713489381812105,-0.277455862018187,0.114298576624172,0.146211810820693,-0.128079374386511,-0.040677835279932
"TRIM29","turquoise",-0.548894675866199,0.738994229693097,0.320699504181251,-0.015886086411607,-0.599672660380618,-0.635785855482733,0.27592236128586,-0.196501085608713,-0.148299242261445,0.00625330463360432,0.172460422573031
"SNRPB2","yellow",0.383406689114254,-0.533842985579068,-0.481498739447792,0.0220021980206977,0.43112428649073,0.485792372129388,-0.451235775575269,-0.257257067421283,0.0817089900282812,0.196465016987661,-0.526913379957956
"ITPRID2","turquoise",-0.562696654315423,0.600662928862279,0.116269750844515,-0.00887648075015306,-0.624569334186066,-0.454131616857484,0.0882078999941241,-0.377295323981184,0.0307447046404127,0.51551215038152,-0.42056473339233
"SNAP25","blue",-0.371323659230496,0.41093005708771,0.148502958465941,-0.0794628959496959,-0.417265164253392,-0.286038119318357,0.550503688337059,0.305045033848982,0.0746659130691298,0.116432132861982,0.288428952956056
"TNFAIP2","turquoise",-0.425382922755788,0.697943264930352,0.772740553549975,0.266204723853892,-0.531707369260813,-0.7492026014001,0.136087897318227,-0.227535761507668,-0.392096227413248,-0.0475005946868237,0.140568086656477
"ATG5","grey",-0.265987985178096,0.267088928612956,0.166561711142179,0.117618606964171,-0.34245901813366,-0.250630385605922,-0.0362267092386063,-0.214360469161856,-0.0576435442536118,0.262159050933283,-0.308438436716028
"PPP2R5D","grey",0.0176773335665663,-0.0742212976089957,-0.0799041528603131,0.2019868730907,0.0990634469100796,-0.0277965637269886,0.261711926340583,0.357400614292007,-0.118314337805358,-0.328676278970733,0.372333242539873
"DLG1","turquoise",-0.711049998365933,0.63053242592394,-0.201134832229679,-0.215140365397427,-0.73416313188322,-0.343730492419107,0.489428860878316,-0.0256780328247742,0.329404286016567,0.603568566533399,-0.237837796769709
"CRMP1","yellow",0.437777129736496,-0.638461158086899,-0.476572088196552,-0.267309422911678,0.580355935349045,0.672154286318814,-0.361818839650791,-0.0638041199873488,0.247857143025358,0.00762746907604005,-0.169432625891401
"BCL7B","yellow",0.58181150719578,-0.735393143198937,-0.384317989595642,-0.256390504349235,0.643172367440239,0.757257518809211,-0.210255380541633,0.220014018021951,0.301305999649941,-0.0396816643642879,-0.022707228495341
"MLXIP","brown",0.651612056671097,-0.666654289895202,-0.0937328432003844,0.0755240318072211,0.680230776670727,0.525243644068287,-0.420307910720044,0.0471063978589905,-0.0826612402203366,-0.205605208437263,-0.0554896046236647
"MLH1","grey",-0.279273726074566,0.192615392941983,-0.0697331936685215,0.0498329407698194,-0.218296848072893,-0.144848821102845,0.0521742088390395,-0.0993025251483985,0.0641671288506686,0.209401148332285,-0.157058545702774
"CTCF","blue",-0.103889101018191,0.0392505411160366,-0.164160565468676,-0.0464724046297968,-0.0730937444748512,0.0480189246545813,0.328957188257731,0.355619661836044,0.213316960164545,-0.0065473304962532,0.206488146667337
"PITPNB","magenta",-0.362648081689404,0.2239542768562,-0.205851943509473,-0.336687668834526,-0.386096202969971,0.0142041812723586,0.0623779340064636,-0.214130796318606,0.380716117763286,0.621130419651268,-0.487321909622407
"SPOCK2","turquoise",-0.270114115714938,0.5214193724259,0.633216079160146,0.282614693663048,-0.433398237028191,-0.600932615631103,0.0460659326573156,-0.219282283537864,-0.364153628383941,0.0262695391991138,-0.0174496716127174
"PRSS8","turquoise",-0.499185774754871,0.677116103294577,0.334098901564242,0.118674681855737,-0.560120038745196,-0.63877456428267,0.243662981016121,-0.135356379758597,-0.217613077408143,-0.0112508236465091,0.132722219747783
"SMAD4","grey",-0.132627183194634,0.175712336246104,0.0854336537878544,0.276446849994605,-0.214278891995795,-0.217806910129512,-0.290797715345372,-0.497894946741229,-0.217548286613762,0.274788390044118,-0.562471939043186
"GALE","grey",0.226850164972422,-0.145746745156138,0.182223285857065,0.139456381497424,0.237905518152019,0.0322048636764121,0.295724114537553,0.56993481007052,-0.0984393312383258,-0.424166471626128,0.621952765455822
"PRPSAP1","turquoise",-0.40665796868041,0.539038489350454,0.386412596958504,0.422700729923066,-0.454262713156933,-0.601713278320081,0.228032857660782,-0.0255645626994331,-0.320146140392291,-0.112857110004076,0.117002647068914
"MAPK14","pink",-0.13192300104119,0.28133081030497,0.461648032359743,0.585107734370246,-0.203688605346147,-0.51490065167495,-0.0483776668783519,-0.111267140693681,-0.517433532641523,-0.177631406036906,0.00625905263662232
"IRF1","black",0.0375813165602653,0.198145899209667,0.695151942153698,0.373049499451208,-0.0809536421980064,-0.400267819552838,-0.250329115893411,-0.236964132371602,-0.481646484221283,-0.14514339440444,-0.0291747413077879
"DHFR","yellow",0.280664751086683,-0.347429278443337,-0.336375285519556,-0.0443599252070106,0.327867761674186,0.366654968983897,-0.0483263405168316,0.0722302182451171,0.0763098099353529,-0.00681884168184255,-0.0546012232215947
"FADD","grey",0.156916377392903,-0.109960829797849,0.177256043469427,0.482226323805223,0.209331206047567,-0.15188435646331,-0.157263874181971,0.026161806771263,-0.384482085674369,-0.500513122536156,0.224412544184622
"CHMP2B","turquoise",-0.512432219053602,0.59939138054474,0.306199502462847,0.321148885790979,-0.566338070169577,-0.640569626392326,-0.190203701290736,-0.654305589826864,-0.34226796748759,0.265945172682402,-0.490308535219234
"HMGCR","turquoise",-0.581429145149324,0.468730036811398,-0.255306929536767,-0.17420827609318,-0.504096370746654,-0.26975337722179,0.183033250804578,-0.262322951236538,0.178028559021803,0.392590382623021,-0.283779029801883
"AIMP1","turquoise",-0.204112671119579,0.37223875291726,0.302049882389432,0.378945868756253,-0.333837437449715,-0.457545714877245,0.0716333364231765,-0.127762983842965,-0.290175741320114,0.0571171573742858,-0.101797295943333
"GMFB","turquoise",-0.204936371941412,0.362015528921535,0.264416385181053,0.521811224456377,-0.288068873082316,-0.550661275485574,-0.00724069687569045,-0.219652492657759,-0.456281302860238,-0.0162015538315038,-0.131623562992144
"PRKCD","brown",0.880043436450963,-0.829234810237078,0.0462830034808717,0.213061285864119,0.91508417992515,0.534024023669855,-0.582007060810156,0.0816405762535761,-0.268134526956848,-0.590766281661871,0.190448226171742
"VAMP8","turquoise",-0.358649964674044,0.636817230557627,0.740269391703919,0.432828638944815,-0.441983400869057,-0.789895259975649,-0.0506595773716166,-0.320428297984222,-0.554776246500252,-0.271731822737897,0.148205243402325
"ARHGEF7","turquoise",-0.867941967888237,0.733673203579028,-0.0825467753855097,-0.194772279560613,-0.805344655714114,-0.476766097691222,0.502220430793588,-0.0865613614803618,0.271691469358079,0.511499101757792,-0.154020941882606
"VAPB","brown",0.660353805510861,-0.71410028327427,-0.218974280178438,-0.0346755854620436,0.729404881111124,0.586666229045979,-0.394463090881317,0.078391116000197,-0.00932889603323055,-0.24012144681597,0.0188083492460931
"CRIM1","turquoise",-0.759269988150565,0.888379588922658,0.397596307549673,0.104086211597513,-0.83611591393084,-0.777050605972418,0.410297408505302,-0.139896823953045,-0.112144154274893,0.260599227677417,-0.00643962934738028
"SYF2","magenta",-0.600038428992014,0.420271439564898,-0.323221977041105,-0.459511507838248,-0.585722164222375,-0.102615065325544,0.446659509237059,-0.00659804252985379,0.516840390731145,0.812846070256649,-0.372771130720235
"GSTM3","turquoise",-0.410920488720322,0.585952959715446,0.506106726802484,0.469550197818971,-0.442302846274029,-0.751108674619023,0.0231658052116633,-0.250810929399306,-0.510278956414351,-0.116272879114075,0.00968547057936291
"MYLK","turquoise",-0.726800309817219,0.864558171630578,0.331373241629628,0.117277995158184,-0.77170010299044,-0.795307736444764,0.311187631607643,-0.245913199507076,-0.186821800287733,0.169267024038576,0.00289379094035417
"MCRS1","brown",0.713865104422787,-0.719494428173118,-0.121202162023193,0.0250069891266313,0.788250168870692,0.566968765905283,-0.357032725603284,0.204112189000847,-0.056752880752741,-0.513577880667336,0.271332461709894
"HSPA13","grey",0.275246340773845,-0.241855186047965,0.101991552670021,0.326975445234108,0.213271549841293,0.058304028401198,-0.311482359973938,-0.153057650618243,-0.23936892358745,0.0353104616913763,-0.275442685439008
"CHTOP","turquoise",-0.562483583579801,0.589545516239822,0.0479940321351931,-0.0973500282111922,-0.591249414371261,-0.409323703755352,0.448080402371293,0.049852773368411,0.130772489448961,0.300255320781923,0.0134216597693633
"TNKS","yellow",0.538878551396649,-0.709890378459285,-0.569967223783373,-0.384133773858746,0.594723127985857,0.844490494293772,-0.0488683970425742,0.38188543376552,0.484829019452897,0.0429755277479812,0.0272330561578226
"ERG28","brown",0.493941968687186,-0.55670544360485,-0.301062583651658,0.110583711977048,0.595118359630738,0.422840633605035,-0.363023799905614,0.00568089319516262,-0.0781855278314421,-0.285373091027484,-0.0150111246951668
"ARL2","brown",0.85276190861006,-0.935663642927376,-0.316541353942649,-0.0059724435576212,0.926228617694657,0.778586907809995,-0.440140898846783,0.182851500049185,0.0278183884264723,-0.403507147234631,0.0890204309730371
"SVIL","turquoise",-0.703514006862577,0.864654578794744,0.451904733732351,0.34274268763159,-0.774721086007949,-0.909211976182151,0.236773590521851,-0.2837667228116,-0.365382248362715,0.0938860184889078,-0.0415879811587768
"SNRPD3","grey",0.161120098663334,-0.179900599494265,-0.0822081688332143,-0.11290844300566,0.210715310314277,0.175654330132652,-0.310272670334727,-0.305510745697781,-0.0019789829610298,0.0117862663039345,-0.166519801946361
"MARK3","grey",-0.101472052307783,0.137814260092191,0.0304963313228178,-0.0792776214820986,-0.225238379466867,-0.0451618262296915,0.0215100017557939,-0.0988378965698237,0.156792299219634,0.375186585262202,-0.312995403323145
"DLGAP4","yellow",0.389995775983328,-0.481403622687918,-0.378380696140042,-0.305409403389387,0.460933245044452,0.485628113429539,-0.128726306268061,0.0770150310684036,0.196111263869345,-0.0283100625005962,0.027092250173242
"CSNK1G2","yellow",0.430565455524207,-0.556914307182587,-0.443115376885423,-0.506728169322187,0.44500459122604,0.739975372061099,-0.1148058657977,0.162070936511211,0.485645405683207,0.130505201760586,-0.0668299677697429
"CRABP2","turquoise",-0.566164709463053,0.764899221645139,0.379441444889506,0.168413978826833,-0.629207831269141,-0.740929738263225,0.0924662768830359,-0.420680166027051,-0.302242613257496,0.0644593879225211,-0.0464000937815785
"DDX19B","brown",0.786638420518579,-0.772373464002681,-0.0600965433288665,0.217004581986455,0.840090143976507,0.511198969452878,-0.552387145980211,0.0354779536518901,-0.230636943695371,-0.501967510233833,0.0912996022176464
"DDX19A","brown",0.764202231637492,-0.808367935214261,-0.239417637664769,0.127244216680709,0.810950462776138,0.601691382180406,-0.583552520444504,-0.0481272643758567,-0.106144483011683,-0.337256309896758,-0.102297727784907
"HMGN4","turquoise",-0.191812516206786,0.379232612369091,0.468400632946419,0.672659750017657,-0.280944854121866,-0.649246969467448,-0.257733739390083,-0.467515999530208,-0.640465921098108,-0.0341128565392924,-0.306417385691779
